SampleID	assigned_arm	chr	Length	total_length_neutral	total_length_gain	total_length_loss	proportion_neutral	proportion_gain	proportion_loss	final_average_TL_p75	chr_order	arm	arm_call	arm_num_seg	arm_cr_wmean	type	total_size	SVs_density
3988	chr21q	chr21	33956153	3607254	0	0	0.106232705454001	0	0	9040.5	21	q	0	NA	NA	INS	119139	0.00350861300454147
3988	chr21q	chr21	33956153	3607254	0	0	0.106232705454001	0	0	9040.5	21	q	0	NA	NA	DEL	33301	0.000980705912121435
3988	chr21q	chr21	33956153	3607254	0	0	0.106232705454001	0	0	9040.5	21	q	0	NA	NA	INV	13580149	0.399931906302814
3988	chr21q	chr21	33956153	3607254	0	0	0.106232705454001	0	0	9040.5	21	q	0	NA	NA	DUP	749	2.20578579675972e-05
3988	chr22q	chr22	37075304	35085400	0	0	0.946328046291947	0	0	7252.16666666667	22	q	0	NA	NA	DEL	97844	0.00263906130075157
3988	chr22q	chr22	37075304	35085400	0	0	0.946328046291947	0	0	7252.16666666667	22	q	0	NA	NA	INS	115729	0.00312145788474182
3988	chr2p	chr2	93503283	2400960	0	11604640	0.0256778149704113	0	0.124109439023654	3395	2	p	0	11	1.01591188887386	INS	168276	0.00179968012460054
3988	chr2p	chr2	93503283	2400960	0	11604640	0.0256778149704113	0	0.124109439023654	3395	2	p	0	11	1.01591188887386	DEL	6098856	0.0652261161781881
3988	chr2p	chr2	93503283	2400960	0	11604640	0.0256778149704113	0	0.124109439023654	3395	2	p	0	11	1.01591188887386	INV	136248948	1.45715683587281
3988	chr2p	chr2	93503283	2400960	0	11604640	0.0256778149704113	0	0.124109439023654	3395	2	p	0	11	1.01591188887386	DUP	1124	1.20209682904931e-05
3988	chr3p	chr3	94076514	4402332	0	0	0.0467952288283131	0	0	10037.5	3	p	0	9	1.0197758748018	DEL	124611	0.00132457076375088
3988	chr3p	chr3	94076514	4402332	0	0	0.0467952288283131	0	0	10037.5	3	p	0	9	1.0197758748018	INS	142549	0.00151524534593193
3988	chr3p	chr3	94076514	4402332	0	0	0.0467952288283131	0	0	10037.5	3	p	0	9	1.0197758748018	DUP	56675198	0.602437267180202
3988	chr3p	chr3	94076514	4402332	0	0	0.0467952288283131	0	0	10037.5	3	p	0	9	1.0197758748018	INV	32283809	0.343165447223098
3988	chr3q	chr3	107029434	70637065	0	11606090	0.659977936536598	0	0.108438301187316	2135.21428571429	3	q	NA	4	0.881427591228497	INS	126087	0.00117805911222515
3988	chr3q	chr3	107029434	70637065	0	11606090	0.659977936536598	0	0.108438301187316	2135.21428571429	3	q	NA	4	0.881427591228497	DEL	256179	0.00239353783745133
3988	chr3q	chr3	107029434	70637065	0	11606090	0.659977936536598	0	0.108438301187316	2135.21428571429	3	q	NA	4	0.881427591228497	DUP	4761	4.44830905113448e-05
3988	chr3q	chr3	107029434	70637065	0	11606090	0.659977936536598	0	0.108438301187316	2135.21428571429	3	q	NA	4	0.881427591228497	INV	14251492	0.133154885225311
3988	chr4p	chr4	52452474	10409412	0	0	0.198454166337321	0	0	4202	4	p	0	7	1.02743804332574	INS	95057	0.00181225007613559
3988	chr4p	chr4	52452474	10409412	0	0	0.198454166337321	0	0	4202	4	p	0	7	1.02743804332574	DEL	229485	0.00437510345079243
3988	chr4p	chr4	52452474	10409412	0	0	0.198454166337321	0	0	4202	4	p	0	7	1.02743804332574	INV	60928431	1.16159308329289
3988	chr4p	chr4	52452474	10409412	0	0	0.198454166337321	0	0	4202	4	p	0	7	1.02743804332574	DUP	9508	0.000181268856832187
3988	chr5p	chr5	48317879	2000500	0	0	0.0414028935334682	0	0	5688.66666666667	5	p	0	9	1.04288871980224	DUP	23444	0.000485203417145028
3988	chr5p	chr5	48317879	2000500	0	0	0.0414028935334682	0	0	5688.66666666667	5	p	0	9	1.04288871980224	DEL	82522	0.00170789781563052
3988	chr5p	chr5	48317879	2000500	0	0	0.0414028935334682	0	0	5688.66666666667	5	p	0	9	1.04288871980224	INS	112532	0.00232899295931429
3988	chr5p	chr5	48317879	2000500	0	0	0.0414028935334682	0	0	5688.66666666667	5	p	0	9	1.04288871980224	INV	12700075	0.262844215492158
3988	chr5q	chr5	133727560	19004710	400100	3200784	0.14211513318571	0.00299190383792241	0.0239351110571374	6124.66666666667	5	q	0	9	1.01113341487133	DUP	56855	0.000425155442901972
3988	chr5q	chr5	133727560	19004710	400100	3200784	0.14211513318571	0.00299190383792241	0.0239351110571374	6124.66666666667	5	q	0	9	1.01113341487133	DEL	156075	0.00116711170083414
3988	chr5q	chr5	133727560	19004710	400100	3200784	0.14211513318571	0.00299190383792241	0.0239351110571374	6124.66666666667	5	q	0	9	1.01113341487133	INS	169855	0.0012701570267191
3988	chr5q	chr5	133727560	19004710	400100	3200784	0.14211513318571	0.00299190383792241	0.0239351110571374	6124.66666666667	5	q	0	9	1.01113341487133	INV	57611662	0.430813678197673
3988	chr6p	chr6	59672548	11008126	0	0	0.184475548119715	0	0	2850.25	6	p	0	8	1.0003929379543	DEL	111873	0.00187478168353059
3988	chr6p	chr6	59672548	11008126	0	0	0.184475548119715	0	0	2850.25	6	p	0	8	1.0003929379543	INS	116852	0.00195822038636594
3988	chr6p	chr6	59672548	11008126	0	0	0.184475548119715	0	0	2850.25	6	p	0	8	1.0003929379543	DUP	9172	0.000153705519663749
3988	chr6p	chr6	59672548	11008126	0	0	0.184475548119715	0	0	2850.25	6	p	0	8	1.0003929379543	INV	134129238	2.24775449508206
3988	chr7p	chr7	62064435	5005225	0	1401463	0.0806456225695118	0	0.0225807743194633	5220	7	p	0	4	1.00953768652781	DEL	110753	0.00178448414136051
3988	chr7p	chr7	62064435	5005225	0	1401463	0.0806456225695118	0	0.0225807743194633	5220	7	p	0	4	1.00953768652781	INS	112394	0.00181092440461272
3988	chr7q	chr7	98502993	8608987	9409818	0	0.0873982275848207	0.0955282445072507	0	5331	7	q	NA	NA	NA	DEL	177616	0.00180315333159471
3988	chr7q	chr7	98502993	8608987	9409818	0	0.0873982275848207	0.0955282445072507	0	5331	7	q	NA	NA	NA	INS	184937	0.00187747594634003
3988	chr7q	chr7	98502993	8608987	9409818	0	0.0873982275848207	0.0955282445072507	0	5331	7	q	NA	NA	NA	INV	84434699	0.857179019930897
3988	chr7q	chr7	98502993	8608987	9409818	0	0.0873982275848207	0.0955282445072507	0	5331	7	q	NA	NA	NA	DUP	1156161	0.0117373184792466
3988	chr8p	chr8	45270456	0	17207052	0	0	0.380094514621191	0	4624.5	8	p	0	2	1.00606438043272	INS	101247	0.00223649171989785
3988	chr8p	chr8	45270456	0	17207052	0	0	0.380094514621191	0	4624.5	8	p	0	2	1.00606438043272	DEL	348830	0.00770546689434717
3988	chr8p	chr8	45270456	0	17207052	0	0	0.380094514621191	0	4624.5	8	p	0	2	1.00606438043272	INV	4304733	0.0950892343562875
3988	chr8q	chr8	100988875	0	33413527	0	0	0.330863444116988	0	4655	8	q	0	6	1.06710429849117	INS	156296	0.00154765562048295
3988	chr8q	chr8	100988875	0	33413527	0	0	0.330863444116988	0	4655	8	q	0	6	1.06710429849117	DEL	121766	0.00120573677051061
3988	chr8q	chr8	100988875	0	33413527	0	0	0.330863444116988	0	4655	8	q	0	6	1.06710429849117	INV	245	2.42600979563343e-06
3988	chr8q	chr8	100988875	0	33413527	0	0	0.330863444116988	0	4655	8	q	0	6	1.06710429849117	DUP	89914	0.00089033569291667
3988	chr9p	chr9	46267185	5600644	0	0	0.121050027141267	0	0	6700.33333333333	9	p	0	3	1.02973567780792	INS	64315	0.00139007808666121
3988	chr9p	chr9	46267185	5600644	0	0	0.121050027141267	0	0	6700.33333333333	9	p	0	3	1.02973567780792	DEL	140155	0.0030292528062816
3988	chr9p	chr9	46267185	5600644	0	0	0.121050027141267	0	0	6700.33333333333	9	p	0	3	1.02973567780792	DUP	21600	0.000466853559385556
3988	chr9p	chr9	46267185	5600644	0	0	0.121050027141267	0	0	6700.33333333333	9	p	0	3	1.02973567780792	INV	9089	0.000196445925984042
3988	chr9q	chr9	104350062	12001320	0	0	0.115010185619248	0	0	9083.5	9	q	0	NA	NA	DEL	128093	0.00122753161373301
3988	chr9q	chr9	104350062	12001320	0	0	0.115010185619248	0	0	9083.5	9	q	0	NA	NA	INS	171648	0.00164492475337485
3988	chr9q	chr9	104350062	12001320	0	0	0.115010185619248	0	0	9083.5	9	q	0	NA	NA	INV	4096966	0.0392617495521948
3988	chr9q	chr9	104350062	12001320	0	0	0.115010185619248	0	0	9083.5	9	q	0	NA	NA	DUP	8791	8.42452781676354e-05
6265D	chr10q	chr10	94108943	22426320	1401645	0	0.238301688289072	0.014893855518067	0	4609.75	10	q	0	2	0.997443006431426	DEL	216384	0.00229929264002041
6265D	chr10q	chr10	94108943	22426320	1401645	0	0.238301688289072	0.014893855518067	0	4609.75	10	q	0	2	0.997443006431426	DUP	10089569	0.107211585619445
6265D	chr10q	chr10	94108943	22426320	1401645	0	0.238301688289072	0.014893855518067	0	4609.75	10	q	0	2	0.997443006431426	INV	35871830	0.381173444908419
6265D	chr11p	chr11	52743313	0	0	10209690	0	0	0.19357316443129	4933	11	p	0	NA	NA	DEL	95647	0.00181344315629168
6265D	chr11p	chr11	52743313	0	0	10209690	0	0	0.19357316443129	4933	11	p	0	NA	NA	INV	18014	0.000341540926714255
6265D	chr11p	chr11	52743313	0	0	10209690	0	0	0.19357316443129	4933	11	p	0	NA	NA	DUP	75361826	1.4288413395647
6265D	chr12p	chr12	35911664	4003740	0	0	0.111488568171054	0	0	6917	12	p	0	2	1.06499637207438	DEL	58353	0.0016249038195501
6265D	chr12p	chr12	35911664	4003740	0	0	0.111488568171054	0	0	6917	12	p	0	2	1.06499637207438	DUP	98563029	2.74459654668188
6265D	chr12p	chr12	35911664	4003740	0	0	0.111488568171054	0	0	6917	12	p	0	2	1.06499637207438	INV	199295051	5.54959110221125
6265D	chr12q	chr12	97412884	31229172	12611781	0	0.320585642449514	0.129467278681535	0	7486	12	q	0	3	1.06286098837819	DEL	192162	0.00197265486976035
6265D	chr12q	chr12	97412884	31229172	12611781	0	0.320585642449514	0.129467278681535	0	7486	12	q	0	3	1.06286098837819	INV	151950873	1.55986422699486
6265D	chr12q	chr12	97412884	31229172	12611781	0	0.320585642449514	0.129467278681535	0	7486	12	q	0	3	1.06286098837819	DUP	10906083	0.111957295094559
6265D	chr13q	chr13	97043744	9413818	1201764	53077910	0.0970059234318082	0.0123837349061883	0.546948291689983	11754	13	q	NA	2	0.761381716025241	DEL	86104290	0.887272960119923
6265D	chr13q	chr13	97043744	9413818	1201764	53077910	0.0970059234318082	0.0123837349061883	0.546948291689983	11754	13	q	NA	2	0.761381716025241	DUP	39856220	0.410703651334804
6265D	chr13q	chr13	97043744	9413818	1201764	53077910	0.0970059234318082	0.0123837349061883	0.546948291689983	11754	13	q	NA	2	0.761381716025241	INV	149799916	1.54363290023105
6265D	chr14q	chr14	89761231	0	32251520	47676054	0	0.359303450283564	0.531143049943243	6329	14	q	NA	NA	NA	DEL	109246	0.0012170733264565
6265D	chr14q	chr14	89761231	0	32251520	47676054	0	0.359303450283564	0.531143049943243	6329	14	q	NA	NA	NA	DUP	27200424	0.303030870866733
6265D	chr14q	chr14	89761231	0	32251520	47676054	0	0.359303450283564	0.531143049943243	6329	14	q	NA	NA	NA	INV	1690310	0.0188311811365421
6265D	chr15q	chr15	82566565	0	801232	0	0	0.00970407331345321	0	5971	15	q	0	NA	NA	DEL	185126	0.00224214244591621
6265D	chr15q	chr15	82566565	0	801232	0	0	0.00970407331345321	0	5971	15	q	0	NA	NA	INV	121418740	1.47055578732142
6265D	chr15q	chr15	82566565	0	801232	0	0	0.00970407331345321	0	5971	15	q	0	NA	NA	DUP	12776	0.000154735757748914
6265D	chr17q	chr17	58587218	0	0	9408554	0	0	0.160590557483033	4720	17	q	0	2	1.02212688882149	DEL	87844	0.00149937141579243
6265D	chr17q	chr17	58587218	0	0	9408554	0	0	0.160590557483033	4720	17	q	0	2	1.02212688882149	INV	27512148	0.469593009178214
6265D	chr18p	chr18	18449624	33459285	0	0	1.81354834114777	0	0	5908.66666666667	18	p	-1	NA	NA	DEL	25605	0.00138783316126117
6265D	chr18p	chr18	18449624	33459285	0	0	1.81354834114777	0	0	5908.66666666667	18	p	-1	NA	NA	INV	37284651	2.02088947720561
6265D	chr18q	chr18	62092914	7813838	0	35863385	0.125841058127824	0	0.577576130506615	5959	18	q	NA	5	0.545118863327445	DEL	154011	0.00248033133056052
6265D	chr18q	chr18	62092914	7813838	0	35863385	0.125841058127824	0	0.577576130506615	5959	18	q	NA	5	0.545118863327445	INV	38485698	0.619808211932202
6265D	chr18q	chr18	62092914	7813838	0	35863385	0.125841058127824	0	0.577576130506615	5959	18	q	NA	5	0.545118863327445	DUP	1906178	0.0306988008325717
6265D	chr19q	chr19	33914441	0	0	17830972	0	0	0.525763405624171	6555	19	q	NA	NA	NA	DEL	80485	0.00237317784480069
6265D	chr1p	chr1	124048267	12609513	0	30222801	0.101650053684345	0	0.243637430259304	6548	1	p	0	4	1.05834137579683	DEL	142301829	1.14714886746463
6265D	chr1p	chr1	124048267	12609513	0	30222801	0.101650053684345	0	0.243637430259304	6548	1	p	0	4	1.05834137579683	DUP	125830559	1.01436772994177
6265D	chr1p	chr1	124048267	12609513	0	30222801	0.101650053684345	0	0.243637430259304	6548	1	p	0	4	1.05834137579683	INV	1083296007	8.73285885565818
6265D	chr1q	chr1	124339061	0	400302	0	0	0.00321943882140143	0	3906.33333333333	1	q	0	NA	NA	DEL	283651	0.00228127024378928
6265D	chr1q	chr1	124339061	0	400302	0	0	0.00321943882140143	0	3906.33333333333	1	q	0	NA	NA	INV	16415542	0.132022406056292
6265D	chr1q	chr1	124339061	0	400302	0	0	0.00321943882140143	0	3906.33333333333	1	q	0	NA	NA	DUP	41512	0.000333861295606857
6265D	chr21q	chr21	33956153	0	0	6012090	0	0	0.177054509090002	6390	21	q	NA	NA	NA	DEL	42898	0.00126333510159411
6265D	chr21q	chr21	33956153	0	0	6012090	0	0	0.177054509090002	6390	21	q	NA	NA	NA	INV	5663396	0.166785560189931
6265D	chr2p	chr2	93503283	0	200080	0	0	0.00213981791420094	0	4845.375	2	p	0	NA	NA	DEL	236117	0.00252522684150031
6265D	chr2p	chr2	93503283	0	200080	0	0	0.00213981791420094	0	4845.375	2	p	0	NA	NA	DUP	232235835	2.48371851285692
6265D	chr2p	chr2	93503283	0	200080	0	0	0.00213981791420094	0	4845.375	2	p	0	NA	NA	INV	310870403	3.32470040650872
6265D	chr2q	chr2	149193469	9003555	0	200080	0.0603481845441907	0	0.00134107747035495	5738	2	q	NA	NA	NA	DEL	220743	0.00147957548999682
6265D	chr2q	chr2	149193469	9003555	0	200080	0.0603481845441907	0	0.00134107747035495	5738	2	q	NA	NA	NA	DUP	86776526	0.581637564845416
6265D	chr2q	chr2	149193469	9003555	0	200080	0.0603481845441907	0	0.00134107747035495	5738	2	q	NA	NA	NA	INV	165723218	1.11079405225171
6265D	chr3p	chr3	94076514	56629938	1200636	9204876	0.601956169421839	0.0127623351349945	0.097844569368291	5329.5	3	p	NA	NA	NA	DEL	29127410	0.309614044585028
6265D	chr3p	chr3	94076514	56629938	1200636	9204876	0.601956169421839	0.0127623351349945	0.097844569368291	5329.5	3	p	NA	NA	NA	INV	679968963	7.22782907325839
6265D	chr3p	chr3	94076514	56629938	1200636	9204876	0.601956169421839	0.0127623351349945	0.097844569368291	5329.5	3	p	NA	NA	NA	DUP	175977242	1.87057571032022
6265D	chr3q	chr3	107029434	0	5602940	400210	0	0.0523495247111182	0.00373925176507988	4617.5	3	q	0	NA	NA	DEL	404631	0.00378055815935643
6265D	chr3q	chr3	107029434	0	5602940	400210	0	0.0523495247111182	0.00373925176507988	4617.5	3	q	0	NA	NA	INV	50688395	0.473593039836126
6265D	chr3q	chr3	107029434	0	5602940	400210	0	0.0523495247111182	0.00373925176507988	4617.5	3	q	0	NA	NA	DUP	5715556	0.053401721249876
6265D	chr4q	chr4	141122471	0	1201086	0	0	0.00851094791275303	0	5053.25	4	q	0	NA	NA	DEL	220203	0.00156036808624191
6265D	chr4q	chr4	141122471	0	1201086	0	0	0.00851094791275303	0	5053.25	4	q	0	NA	NA	INV	161010373	1.14092654315839
6265D	chr4q	chr4	141122471	0	1201086	0	0	0.00851094791275303	0	5053.25	4	q	0	NA	NA	DUP	137073531	0.971309034122567
6265D	chr5p	chr5	48317879	23405850	0	1800450	0.484413854341578	0	0.0372626041801214	7076	5	p	0	4	0.997978616269895	DEL	138348	0.00286328793530031
6265D	chr5p	chr5	48317879	23405850	0	1800450	0.484413854341578	0	0.0372626041801214	7076	5	p	0	4	0.997978616269895	DUP	111871	0.00231531272306055
6265D	chr5p	chr5	48317879	23405850	0	1800450	0.484413854341578	0	0.0372626041801214	7076	5	p	0	4	0.997978616269895	INV	201191220	4.16390835367587
6265D	chr6p	chr6	59672548	0	0	39629106	0	0	0.664109499731769	7669.25	6	p	0	5	1.04650909903566	DEL	91783	0.00153811095849301
6265D	chr6p	chr6	59672548	0	0	39629106	0	0	0.664109499731769	7669.25	6	p	0	5	1.04650909903566	DUP	13579	0.000227558575175975
6265D	chr6p	chr6	59672548	0	0	39629106	0	0	0.664109499731769	7669.25	6	p	0	5	1.04650909903566	INV	561179120	9.40430966681698
6265D	chr6q	chr6	112454080	0	0	78457624	0	0	0.697685882095163	8975	6	q	NA	NA	NA	DEL	44029768	0.391535531658789
6265D	chr6q	chr6	112454080	0	0	78457624	0	0	0.697685882095163	8975	6	q	NA	NA	NA	DUP	435608	0.00387365224987835
6265D	chr6q	chr6	112454080	0	0	78457624	0	0	0.697685882095163	8975	6	q	NA	NA	NA	INV	16471537	0.146473449429314
6265D	chr9p	chr9	46267185	0	3400391	35804117	0	0.073494659335769	0.773855530653097	3406.66666666667	9	p	NA	NA	NA	DEL	53150	0.00114876234635844
6265D	chr9p	chr9	46267185	0	3400391	35804117	0	0.073494659335769	0.773855530653097	3406.66666666667	9	p	NA	NA	NA	INV	128602691	2.77956592777365
6265D	chr9q	chr9	104350062	0	0	400046	0	0	0.0038336920202309	6687	9	q	0	2	1.07188632978381	DEL	460994	0.00441776450501774
6265D	chr9q	chr9	104350062	0	0	400046	0	0	0.0038336920202309	6687	9	q	0	2	1.07188632978381	DUP	8983776	0.0860926752492011
6265D	chr9q	chr9	104350062	0	0	400046	0	0	0.0038336920202309	6687	9	q	0	2	1.07188632978381	INV	123348368	1.18206319800749
6266D	chr10p	chr10	40649191	0	34039950	0	0	0.83740780966588	0	5948	10	p	1	8	1.30197238863614	DEL	134436	0.00330722449064238
6266D	chr10q	chr10	94108943	45453326	600705	0	0.482986255620786	0.00638308093631442	0	5216	10	q	0	4	1.02563459660963	DEL	203669	0.00216418327002143
6266D	chr10q	chr10	94108943	45453326	600705	0	0.482986255620786	0.00638308093631442	0	5216	10	q	0	4	1.02563459660963	INV	24563289	0.26100908390821
6266D	chr11p	chr11	52743313	30829222	0	17416518	0.584514325067142	0	0.330212817689325	4686.25	11	p	0	NA	NA	DEL	103382	0.0019600968183398
6266D	chr11q	chr11	82384456	6806426	0	0	0.0826178423755083	0	0	6269	11	q	0	4	1.02679791664486	DEL	140799	0.00170904812432093
6266D	chr12p	chr12	35911664	8207667	24022445	800748	0.228551564750662	0.668931548256856	0.0222977136342109	4092.5	12	p	NA	3	1.2996536421284	DEL	115365	0.0032124660110431
6266D	chr12p	chr12	35911664	8207667	24022445	800748	0.228551564750662	0.668931548256856	0.0222977136342109	4092.5	12	p	NA	3	1.2996536421284	INV	232238494	6.46693770581057
6266D	chr12p	chr12	35911664	8207667	24022445	800748	0.228551564750662	0.668931548256856	0.0222977136342109	4092.5	12	p	NA	3	1.2996536421284	DUP	10116541	0.281706272368777
6266D	chr12q	chr12	97412884	22020570	0	0	0.226053978650298	0	0	2331	12	q	0	3	1.02098259117385	DEL	143858	0.00147678617132411
6266D	chr12q	chr12	97412884	22020570	0	0	0.226053978650298	0	0	2331	12	q	0	3	1.02098259117385	DUP	6175	6.3389972110876e-05
6266D	chr12q	chr12	97412884	22020570	0	0	0.226053978650298	0	0	2331	12	q	0	3	1.02098259117385	INV	95	9.75230340167323e-07
6266D	chr14q	chr14	89761231	31249859	801280	0	0.348144278458035	0.00892679379586494	0	5204.75	14	q	0	5	0.976961603437486	DEL	197423	0.00219942393615346
6266D	chr16p	chr16	36838903	8010862	0	0	0.217456583872761	0	0	5183	16	p	0	NA	NA	DEL	46699	0.00126765446842975
6266D	chr16q	chr16	59491471	8411382	0	0	0.141388031907969	0	0	12000.5	16	q	0	NA	NA	DEL	110349	0.00185487092763263
6266D	chr16q	chr16	59491471	8411382	0	0	0.141388031907969	0	0	12000.5	16	q	0	NA	NA	INV	1095	1.84059997440642e-05
6266D	chr16q	chr16	59491471	8411382	0	0	0.141388031907969	0	0	12000.5	16	q	0	NA	NA	DUP	18337	0.000308229056901283
6266D	chr17p	chr17	25689679	51647214	0	0	2.01042659972513	0	0	4201	17	p	0	NA	NA	DEL	98871	0.00384866622895522
6266D	chr17p	chr17	25689679	51647214	0	0	2.01042659972513	0	0	4201	17	p	0	NA	NA	DUP	1083	4.21570078785336e-05
6266D	chr17q	chr17	58587218	22420384	0	0	0.382683881661696	0	0	8153	17	q	0	3	0.973091529203248	DEL	87303	0.00149013731971366
6266D	chr17q	chr17	58587218	22420384	0	0	0.382683881661696	0	0	8153	17	q	0	3	0.973091529203248	DUP	2884	4.92257543275054e-05
6266D	chr18p	chr18	18449624	20436210	0	0	1.1076762323178	0	0	8683	18	p	0	2	0.950697617969137	DEL	29668	0.00160805445140779
6266D	chr18q	chr18	62092914	7012390	0	0	0.112933820435614	0	0	5275.66666666667	18	q	0	7	1.00521478436623	DEL	122473	0.00197241508105096
6266D	chr19p	chr19	27792923	19834551	0	0	0.713654731458077	0	0	4961.46428571429	19	p	NA	NA	NA	DEL	106096	0.00381737466044863
6266D	chr19p	chr19	27792923	19834551	0	0	0.713654731458077	0	0	4961.46428571429	19	p	NA	NA	NA	INV	296	1.0650193216453e-05
6266D	chr19q	chr19	33914441	26045244	0	0	0.767969137394893	0	0	5271	19	q	NA	NA	NA	DEL	137675	0.00405948014888407
6266D	chr1p	chr1	124048267	49837599	0	0	0.401759735990508	0	0	4224	1	p	0	8	1.00800044697385	DEL	276059	0.00222541601488072
6266D	chr1p	chr1	124048267	49837599	0	0	0.401759735990508	0	0	4224	1	p	0	8	1.00800044697385	INV	128772786	1.03808613464951
6266D	chr1q	chr1	124339061	34626063	11608758	2001510	0.278480975499727	0.0933637258206414	0.0160971941070071	4338.5	1	q	NA	NA	NA	DEL	241008	0.00193831285246717
6266D	chr1q	chr1	124339061	34626063	11608758	2001510	0.278480975499727	0.0933637258206414	0.0160971941070071	4338.5	1	q	NA	NA	NA	DUP	10089	8.11410341919825e-05
6266D	chr20q	chr20	38197502	15802445	0	0	0.413703623865246	0	0	1916	20	q	0	NA	NA	DEL	186956	0.0048944561872135
6266D	chr21q	chr21	33956153	15230628	0	0	0.448538089694672	0	0	7273	21	q	0	NA	NA	DEL	66294	0.00195234130320947
6266D	chr21q	chr21	33956153	15230628	0	0	0.448538089694672	0	0	7273	21	q	0	NA	NA	INV	5662169	0.166749425354515
6266D	chr22q	chr22	37075304	33882472	601464	0	0.913882513276223	0.0162227665078619	0	8680	22	q	0	NA	NA	DEL	114902	0.00309915193143123
6266D	chr22q	chr22	37075304	33882472	601464	0	0.913882513276223	0.0162227665078619	0	8680	22	q	0	NA	NA	INV	27564	0.000743459851333923
6266D	chr2p	chr2	93503283	5602240	0	0	0.0599149015976263	0	0	4472.5	2	p	0	7	1.01557653241579	DEL	127180	0.0013601661451823
6266D	chr2q	chr2	149193469	23409278	0	0	0.156905514409615	0	0	4364.75	2	q	0	7	1.04459094092537	DEL	209188	0.00140212571905544
6266D	chr2q	chr2	149193469	23409278	0	0	0.156905514409615	0	0	4364.75	2	q	0	7	1.04459094092537	INV	11947	8.00772317989335e-05
6266D	chr3p	chr3	94076514	9204876	0	0	0.097844569368291	0	0	12829.5	3	p	0	2	1.03219007305795	DEL	875110	0.00930210913214748
6266D	chr3q	chr3	107029434	10005250	0	0	0.0934812941269969	0	0	5562	3	q	0	7	1.01160002149426	DEL	332521	0.00310681826085336
6266D	chr3q	chr3	107029434	10005250	0	0	0.0934812941269969	0	0	5562	3	q	0	7	1.01160002149426	DUP	4756	4.44363743902448e-05
6266D	chr4p	chr4	52452474	3202896	0	0	0.0610628204114834	0	0	6912	4	p	0	4	1.03635333032172	DEL	97450	0.00185787232838626
6266D	chr4p	chr4	52452474	3202896	0	0	0.0610628204114834	0	0	6912	4	p	0	4	1.03635333032172	DUP	6626	0.000126323879403667
6266D	chr4p	chr4	52452474	3202896	0	0	0.0610628204114834	0	0	6912	4	p	0	4	1.03635333032172	INV	41927	0.000799333125831205
6266D	chr5q	chr5	133727560	14203504	0	800200	0.1062122422633	0	0.00598380767584483	3372	5	q	0	6	1.01986214332184	DEL	225396	0.0016854865220004
6266D	chr5q	chr5	133727560	14203504	0	800200	0.1062122422633	0	0.00598380767584483	3372	5	q	0	6	1.01986214332184	DUP	2082	1.55689672345775e-05
6266D	chr6p	chr6	59672548	13810194	0	0	0.231432953055733	0	0	4795.375	6	p	0	7	1.00632797485154	DEL	94205	0.00157869913649405
6266D	chr6p	chr6	59672548	13810194	0	0	0.231432953055733	0	0	4795.375	6	p	0	7	1.00632797485154	INV	3061	5.12966196784491e-05
6266D	chr6q	chr6	112454080	1401029	0	200147	0.012458676465985	0	0.00177981092371215	3383.5	6	q	0	6	1.02658754915907	DEL	266278	0.00236788207239791
6266D	chr7p	chr7	62064435	22623617	0	0	0.364518214014193	0	0	4870	7	p	0	4	1.00864903740743	DEL	102532	0.00165202502850465
6266D	chr7p	chr7	62064435	22623617	0	0	0.364518214014193	0	0	4870	7	p	0	4	1.00864903740743	INV	2935	4.72895628551198e-05
6266D	chr7q	chr7	98502993	4404598	0	0	0.044715372252699	0	0	6241	7	q	NA	NA	NA	DEL	184699	0.00187505977610244
6266D	chr7q	chr7	98502993	4404598	0	0	0.044715372252699	0	0	6241	7	q	NA	NA	NA	INV	12686	0.000128787964848946
6266D	chr7q	chr7	98502993	4404598	0	0	0.044715372252699	0	0	6241	7	q	NA	NA	NA	DUP	96572	0.00098039660581684
6266D	chr8p	chr8	45270456	7002844	0	0	0.154689053717506	0	0	2143.5	8	p	0	NA	NA	DEL	76209	0.00168341578003986
6266D	chr9p	chr9	46267185	36404186	0	6400736	0.786825176418232	0	0.138342888161447	4410.5	9	p	0	NA	NA	DEL	106262	0.00229670337626981
6266D	chr9q	chr9	104350062	10801188	0	0	0.103509167057323	0	0	4862	9	q	0	6	1.00828370526406	DEL	163166	0.00156364066175639
6269C	chr10p	chr10	40649191	12414570	2803290	0	0.305407554113439	0.0689629960901313	0	3778.5	10	p	0	3	1.01982962141132	DEL	149683	0.00368231190628123
6269C	chr10p	chr10	40649191	12414570	2803290	0	0.305407554113439	0.0689629960901313	0	3778.5	10	p	0	3	1.01982962141132	INV	457309666	11.2501541789602
6269C	chr10p	chr10	40649191	12414570	2803290	0	0.305407554113439	0.0689629960901313	0	3778.5	10	p	0	3	1.01982962141132	DUP	242514973	5.96604672894966
6269C	chr10q	chr10	94108943	13415738	0	10412220	0.142555399862476	0	0.110640069562783	6423.5	10	q	0	NA	NA	DEL	230355	0.00244774824428747
6269C	chr10q	chr10	94108943	13415738	0	10412220	0.142555399862476	0	0.110640069562783	6423.5	10	q	0	NA	NA	INV	122071711	1.2971318889428
6269C	chr10q	chr10	94108943	13415738	0	10412220	0.142555399862476	0	0.110640069562783	6423.5	10	q	0	NA	NA	DUP	3735	3.96880453752413e-05
