Sample_ID	Patient_ID	Sample_Type	chrom	arm	arm_length	altered_bp	w_mean_seg	frac_altered	n_segments	ArmClass	ArmDir	ArmLabel
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr13	13q	97269878	0	0	0	1	Neutral	Neutral	chr1313q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr14	14q	89749540	12440680	-0.7014143688700296	0.13861552939435678	9	Segmental	Loss	chr1414q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr15	15q	83531392	79397781	-0.3235977924925887	0.9505142809065124	21	Aneuploid	Loss	chr1515q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr16	16p	36600000	36503571	-0.278426	0.9973653278688525	1	Aneuploid	Loss	chr1616p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr16	16q	53754753	53543308	-0.278426	0.996066487367173	1	Aneuploid	Loss	chr1616q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr17	17p	24000000	16576369	-0.12252314987093975	0.6906820416666667	22	Segmental	Loss	chr1717p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr17	17q	57195210	57053320	0.4195078070844606	0.9975191978489107	3	Aneuploid	Gain	chr1717q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr18	18p	17200000	17037693	0.42494499999999996	0.9905635465116279	1	Aneuploid	Gain	chr1818p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr18	18q	60877248	60806231	0.42494499999999996	0.9988334393828052	1	Aneuploid	Gain	chr1818q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr19	19p	26500000	26057598	0.463603146393501	0.9833055849056603	16	Aneuploid	Gain	chr1919p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr19	19q	32628983	32184061	0.19938289608095136	0.9863642087772089	25	Aneuploid	Gain	chr1919q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr2	2p	93300000	0	0	0	2	Neutral	Neutral	chr22p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr2	2q	149899373	25099618	-0.208573	0.167443115322437	3	Segmental	Loss	chr22q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr20	20p	27500000	0	0	0	1	Neutral	Neutral	chr2020p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr20	20q	35525520	0	0	0	1	Neutral	Neutral	chr2020q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr21	21p	13200000	2294034	-0.20272	0.17379045454545455	1	Segmental	Loss	chr2121p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr21	21q	34929895	34885241	-0.20272	0.998721610815034	1	Aneuploid	Loss	chr2121q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr22	22q	36604566	34145905	-0.262187	0.9328318494474159	1	Aneuploid	Loss	chr2222q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr3	3p	91000000	0	0	0	1	Neutral	Neutral	chr33p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr3	3q	107022430	0	0	0	1	Neutral	Neutral	chr33q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr4	4p	50400000	0	0	0	1	Neutral	Neutral	chr44p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr4	4q	140754276	0	0	0	1	Neutral	Neutral	chr44q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr5	5p	48400000	0	0	0	1	Neutral	Neutral	chr55p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr5	5q	132515260	0	0	0	1	Neutral	Neutral	chr55q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr6	6p	61000000	60708461	-0.271183	0.9952206721311475	1	Aneuploid	Loss	chr66p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr6	6q	110115067	109893111	-0.271183	0.9979843267043556	1	Aneuploid	Loss	chr66q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr7	7p	59900000	59135415	0.40505508091418646	0.9872356427378965	5	Aneuploid	Gain	chr77p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr7	7q	99238663	99038463	0.374101	0.9979826411002736	1	Aneuploid	Gain	chr77q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr8	8p	45600000	45410105	-0.8210810000000001	0.9958356359649123	1	Aneuploid	Loss	chr88p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr8	8q	100764022	84655900	-0.19286734873859943	0.8401401444654522	8	Aneuploid	Loss	chr88q
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr9	9p	49000000	48786492	-0.241625	0.995642693877551	1	Aneuploid	Loss	chr99p
GLSS-HF-3016-R1	GLSS-HF-3016	Recurrence	chr9	9q	92213431	22099927	-0.241625	0.23966060865905747	2	Segmental	Loss	chr99q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr1	1p	125000000	124139679	0.271285	0.993117432	1	Aneuploid	Gain	chr11p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr1	1q	124250621	124187759	0.2599242145509768	0.9994940709390902	3	Aneuploid	Gain	chr11q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr10	10p	40200000	39660418	-0.4009661639217469	0.9865775621890547	8	Aneuploid	Loss	chr1010p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr10	10q	95334747	94270967	-0.3821353827647594	0.9888416339952106	31	Aneuploid	Loss	chr1010q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr11	11p	53700000	53497350	-0.3769404206451722	0.9962262569832402	3	Aneuploid	Loss	chr1111p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr11	11q	81306516	80558553	-0.37597600000000003	0.9908007004014291	1	Aneuploid	Loss	chr1111q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr12	12p	35800000	0	0	0	1	Neutral	Neutral	chr1212p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr12	12q	98051895	614150	3.899580560162826	0.006263519945229003	5	Segmental	Gain	chr1212q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr13	13q	97269878	0	0	0	1	Neutral	Neutral	chr1313q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr14	14q	89749540	12893624	-0.8588145308804569	0.14366228506575077	10	Segmental	Loss	chr1414q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr15	15q	83531392	79831397	-0.3833191257983999	0.955705335306755	19	Aneuploid	Loss	chr1515q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr16	16p	36600000	0	0	0	1	Neutral	Neutral	chr1616p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr16	16q	53754753	0	0	0	1	Neutral	Neutral	chr1616q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr17	17p	24000000	23835857	-0.32807052089509514	0.9931607083333334	27	Aneuploid	Loss	chr1717p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr17	17q	57195210	57053320	0.2882116198611404	0.9975191978489107	4	Aneuploid	Gain	chr1717q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr18	18p	17200000	17037693	0.24715099999999998	0.9905635465116279	1	Aneuploid	Gain	chr1818p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr18	18q	60877248	60806231	0.247151	0.9988334393828052	1	Aneuploid	Gain	chr1818q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr19	19p	26500000	26038904	0.3466414869877396	0.9826001509433963	13	Aneuploid	Gain	chr1919p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr19	19q	32628983	32245848	0.07049085908095823	0.98825783200169	27	Aneuploid	Gain	chr1919q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr2	2p	93300000	0	0	0	1	Neutral	Neutral	chr22p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr2	2q	149899373	0	0	0	5	Neutral	Neutral	chr22q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr20	20p	27500000	0	0	0	1	Neutral	Neutral	chr2020p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr20	20q	35525520	0	0	0	1	Neutral	Neutral	chr2020q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr21	21p	13200000	2294034	-0.365715	0.17379045454545455	1	Segmental	Loss	chr2121p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr21	21q	34929895	34885241	-0.365715	0.998721610815034	1	Aneuploid	Loss	chr2121q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr22	22q	36604566	34145905	-0.352582	0.9328318494474159	1	Aneuploid	Loss	chr2222q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr3	3p	91000000	0	0	0	1	Neutral	Neutral	chr33p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr3	3q	107022430	0	0	0	1	Neutral	Neutral	chr33q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr4	4p	50400000	50315379	0.24449899999999997	0.9983210119047619	1	Aneuploid	Gain	chr44p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr4	4q	140754276	140463195	0.244499	0.9979319917783528	1	Aneuploid	Gain	chr44q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr5	5p	48400000	48260578	0.263538	0.9971193801652892	1	Aneuploid	Gain	chr55p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr5	5q	132515260	132288814	0.263538	0.9982911703904893	1	Aneuploid	Gain	chr55q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr6	6p	61000000	60708461	-0.38716	0.9952206721311475	1	Aneuploid	Loss	chr66p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr6	6q	110115067	109893111	-0.38716	0.9979843267043556	1	Aneuploid	Loss	chr66q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr7	7p	59900000	59138447	0.5215611088287962	0.9872862604340568	3	Aneuploid	Gain	chr77p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr7	7q	99238663	99038463	0.502183	0.9979826411002736	1	Aneuploid	Gain	chr77q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr8	8p	45600000	45410105	-0.375511	0.9958356359649123	1	Aneuploid	Loss	chr88p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr8	8q	100764022	100680543	-0.3755110000000001	0.9991715396195678	1	Aneuploid	Loss	chr88q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr9	9p	49000000	0	0	0	1	Neutral	Neutral	chr99p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr9	9q	92213431	0	0	0	1	Neutral	Neutral	chr99q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr1	1p	125000000	0	0	0	2	Neutral	Neutral	chr11p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr1	1q	124250621	0	0	0	1	Neutral	Neutral	chr11q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr10	10p	40200000	0	0	0	1	Neutral	Neutral	chr1010p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr10	10q	95334747	0	0	0	1	Neutral	Neutral	chr1010q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr11	11p	53700000	0	0	0	1	Neutral	Neutral	chr1111p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr11	11q	81306516	0	0	0	1	Neutral	Neutral	chr1111q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr12	12p	35800000	0	0	0	1	Neutral	Neutral	chr1212p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr12	12q	98051895	0	0	0	2	Neutral	Neutral	chr1212q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr13	13q	97269878	16005925	0.310289	0.16455171250446105	2	Segmental	Gain	chr1313q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr14	14q	89749540	0	0	0	1	Neutral	Neutral	chr1414q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr15	15q	83531392	0	0	0	1	Neutral	Neutral	chr1515q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr16	16p	36600000	0	0	0	1	Neutral	Neutral	chr1616p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr16	16q	53754753	0	0	0	1	Neutral	Neutral	chr1616q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr17	17p	24000000	9633317	-0.3071764874567089	0.40138820833333333	5	Segmental	Loss	chr1717p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr17	17q	57195210	2126899	-0.374564	0.03718666300901771	3	Segmental	Loss	chr1717q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr18	18p	17200000	0	0	0	1	Neutral	Neutral	chr1818p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr18	18q	60877248	0	0	0	1	Neutral	Neutral	chr1818q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr19	19p	26500000	0	0	0	1	Neutral	Neutral	chr1919p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr19	19q	32628983	50254	-7.029324000000001	0.001540164460534979	3	Segmental	Loss	chr1919q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr2	2p	93300000	0	0	0	1	Neutral	Neutral	chr22p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr2	2q	149899373	0	0	0	1	Neutral	Neutral	chr22q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr20	20p	27500000	0	0	0	1	Neutral	Neutral	chr2020p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr20	20q	35525520	0	0	0	1	Neutral	Neutral	chr2020q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr21	21p	13200000	0	0	0	1	Neutral	Neutral	chr2121p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr21	21q	34929895	0	0	0	1	Neutral	Neutral	chr2121q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr22	22q	36604566	0	0	0	1	Neutral	Neutral	chr2222q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr3	3p	91000000	0	0	0	1	Neutral	Neutral	chr33p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr3	3q	107022430	25100	0.35879000000000005	2.3453027556933625e-4	3	Segmental	Gain	chr33q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr4	4p	50400000	0	0	0	1	Neutral	Neutral	chr44p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr4	4q	140754276	0	0	0	1	Neutral	Neutral	chr44q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr5	5p	48400000	0	0	0	1	Neutral	Neutral	chr55p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr5	5q	132515260	0	0	0	1	Neutral	Neutral	chr55q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr6	6p	61000000	0	0	0	1	Neutral	Neutral	chr66p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr6	6q	110115067	0	0	0	1	Neutral	Neutral	chr66q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr7	7p	59900000	59705319	0.242804	0.9967498998330551	1	Aneuploid	Gain	chr77p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr7	7q	99238663	99038463	0.242804	0.9979826411002736	1	Aneuploid	Gain	chr77q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr8	8p	45600000	0	0	0	1	Neutral	Neutral	chr88p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr8	8q	100764022	0	0	0	1	Neutral	Neutral	chr88q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr9	9p	49000000	5232199	-0.5169050000000001	0.10677957142857143	3	Segmental	Loss	chr99p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr9	9q	92213431	0	0	0	1	Neutral	Neutral	chr99q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr1	1p	125000000	26594057	0.16863707832851527	0.212752456	23	Segmental	Gain	chr11p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr1	1q	124250621	57316421	0.19433611672553666	0.4612968574217428	19	Segmental	Gain	chr11q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr10	10p	40200000	39875817	-0.5393026217631854	0.9919357462686568	19	Aneuploid	Loss	chr1010p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr10	10q	95334747	93330735	-0.4369325126048884	0.9789792068153284	44	Aneuploid	Loss	chr1010q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr11	11p	53700000	6934586	0.03788944695746797	0.12913567970204842	8	Segmental	Gain	chr1111p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr11	11q	81306516	352375	-0.354451	0.004333908490187921	6	Segmental	Loss	chr1111q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr12	12p	35800000	5796763	0.054734219188019274	0.16192075418994414	9	Segmental	Gain	chr1212p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr12	12q	98051895	10476562	-0.2943505787571343	0.10684711396959742	15	Segmental	Loss	chr1212q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr13	13q	97269878	95344157	-0.4244620649074804	0.9802022883178696	4	Aneuploid	Loss	chr1313q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr14	14q	89749540	24833208	-0.27548194274718757	0.27669454350406697	9	Segmental	Loss	chr1414q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr15	15q	83531392	8524729	-0.25770598147941126	0.10205419538561024	12	Segmental	Loss	chr1515q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr16	16p	36600000	20451310	-0.27099031023763276	0.5587789617486338	5	Segmental	Loss	chr1616p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr16	16q	53754753	12919652	-0.2837619656792614	0.24034436545546028	5	Segmental	Loss	chr1616q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr17	17p	24000000	13620443	-0.5103868695665038	0.5675184583333334	21	Segmental	Loss	chr1717p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr17	17q	57195210	11929235	-0.3214965394477517	0.20857052539889268	16	Segmental	Loss	chr1717q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr18	18p	17200000	5376084	-0.294935	0.312563023255814	2	Segmental	Loss	chr1818p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr18	18q	60877248	4030157	-0.294935	0.06620136639553746	2	Segmental	Loss	chr1818q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr19	19p	26500000	15529316	-0.36629414068990546	0.5860119245283019	68	Segmental	Loss	chr1919p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr19	19q	32628983	14769690	-0.3614409892126375	0.4526555424666469	98	Segmental	Loss	chr1919q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr2	2p	93300000	10028492	-0.3246559456648118	0.1074865166130761	14	Segmental	Loss	chr22p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr2	2q	149899373	9763505	-0.1455535355423078	0.06513372807770183	13	Segmental	Loss	chr22q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr20	20p	27500000	0	0	0	3	Neutral	Neutral	chr2020p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr20	20q	35525520	1448647	-0.1261165756550768	0.040777643789591256	7	Segmental	Loss	chr2020q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr21	21p	13200000	0	0	0	1	Neutral	Neutral	chr2121p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr21	21q	34929895	298962	-0.500307	0.008558914935186608	3	Segmental	Loss	chr2121q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr22	22q	36604566	1754914	-0.34166199999999997	0.04794248892337639	3	Segmental	Loss	chr2222q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr3	3p	91000000	14531850	0.16762723600917984	0.15969065934065935	13	Segmental	Gain	chr33p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr3	3q	107022430	6515753	-0.30584198407490276	0.06088212536381392	9	Segmental	Loss	chr33q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr4	4p	50400000	1847622	-0.32526900000000003	0.036659166666666666	3	Segmental	Loss	chr44p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr4	4q	140754276	0	0	0	1	Neutral	Neutral	chr44q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr5	5p	48400000	16870215	0.2465109412850992	0.3485581611570248	4	Segmental	Gain	chr55p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr5	5q	132515260	66784365	0.17602457579138472	0.5039749007020021	17	Segmental	Gain	chr55q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr6	6p	61000000	20929099	0.4145342789266752	0.34309998360655736	7	Segmental	Gain	chr66p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr6	6q	110115067	25928132	0.20031850890064118	0.23546398060131044	6	Segmental	Gain	chr66q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr7	7p	59900000	52996239	0.5269471856319464	0.884745225375626	6	Aneuploid	Gain	chr77p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr7	7q	99238663	80399351	0.4709846592157815	0.8101615697905966	8	Aneuploid	Gain	chr77q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr8	8p	45600000	0	0	0	2	Neutral	Neutral	chr88p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr8	8q	100764022	10182336	0.279146	0.10105130579245834	4	Segmental	Gain	chr88q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr9	9p	49000000	48786492	0.3816590000000001	0.995642693877551	1	Aneuploid	Gain	chr99p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr9	9q	92213431	84667863	0.38298392542688836	0.9181727876495561	3	Aneuploid	Gain	chr99q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr1	1p	125000000	53503080	-0.4074495625191671	0.42802464	24	Segmental	Loss	chr11p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr1	1q	124250621	30892937	-0.5137797582112378	0.24863406517702635	9	Segmental	Loss	chr11q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr10	10p	40200000	38183813	0.22991799999999998	0.9498460945273632	1	Aneuploid	Gain	chr1010p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr10	10q	95334747	90223968	-0.6740273811799654	0.9463912250168346	26	Aneuploid	Loss	chr1010q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr11	11p	53700000	42820075	-0.5783908398446289	0.7973943202979515	28	Segmental	Loss	chr1111p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr11	11q	81306516	80557724	0.5320031706194306	0.9907905044166447	7	Aneuploid	Gain	chr1111q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr12	12p	35800000	35592680	0.21011999999999997	0.994208938547486	1	Aneuploid	Gain	chr1212p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr12	12q	98051895	73923884	0.21011999999999997	0.7539261122898236	2	Segmental	Gain	chr1212q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr13	13q	97269878	54132131	-1.1579748450641818	0.5565148441946232	7	Segmental	Loss	chr1313q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr14	14q	89749540	43196117	0.04025195916873735	0.4812962495406662	12	Segmental	Gain	chr1414q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr15	15q	83531392	41206864	-0.5122026682595647	0.4933099163485747	7	Segmental	Loss	chr1515q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr16	16p	36600000	0	0	0	1	Neutral	Neutral	chr1616p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr16	16q	53754753	34197309	-0.2714943396935999	0.636172749226473	7	Segmental	Loss	chr1616q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr17	17p	24000000	10093617	-0.25371480174648986	0.420567375	17	Segmental	Loss	chr1717p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr17	17q	57195210	7852798	-0.23045542945686368	0.13729817584374635	5	Segmental	Loss	chr1717q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr18	18p	17200000	17037693	-0.664553	0.9905635465116279	1	Aneuploid	Loss	chr1818p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr18	18q	60877248	60546097	-0.5730774829250348	0.9945603487200998	13	Aneuploid	Loss	chr1818q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr19	19p	26500000	0	0	0	1	Neutral	Neutral	chr1919p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr19	19q	32628983	1444713	-0.8112520000000001	0.044276985280233834	2	Segmental	Loss	chr1919q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr2	2p	93300000	4891057	0.265205	0.05242290460878885	4	Segmental	Gain	chr22p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr2	2q	149899373	149488375	0.26267713311210317	0.9972581739884929	3	Aneuploid	Gain	chr22q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr20	20p	27500000	27432650	0.20652600000000002	0.997550909090909	1	Aneuploid	Gain	chr2020p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr20	20q	35525520	35405953	0.20652600000000002	0.996634334979474	1	Aneuploid	Gain	chr2020q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr21	21p	13200000	0	0	0	1	Neutral	Neutral	chr2121p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr21	21q	34929895	29824185	-0.6799781249231118	0.8538297925029549	7	Aneuploid	Loss	chr2121q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr22	22q	36604566	10560285	-0.7307741358264479	0.28849638594267174	9	Segmental	Loss	chr2222q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr3	3p	91000000	89169193	0.27132399999999995	0.9798812417582418	1	Aneuploid	Gain	chr33p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr3	3q	107022430	1963030	-0.6689510000000001	0.018342229755014906	3	Segmental	Loss	chr33q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr4	4p	50400000	50315379	0.26979200000000003	0.9983210119047619	1	Aneuploid	Gain	chr44p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr4	4q	140754276	140463195	0.26979200000000003	0.9979319917783528	1	Aneuploid	Gain	chr44q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr5	5p	48400000	5770771	-1.1187427326528812	0.11923080578512396	8	Segmental	Loss	chr55p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr5	5q	132515260	115056412	-0.526888204879403	0.868250283024008	31	Aneuploid	Loss	chr55q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr6	6p	61000000	49768264	0.23858999999999997	0.8158731803278688	2	Aneuploid	Gain	chr66p
