filename	chr	Arm	arm_size.y	type	sv_count	sv_size_sum	chr_arm_length_mb	sv_rate	sv_proportion	region
3988	chr5	q	133727560	DUP	2	0.01357	133.72756	0.0149557802445509	0.000101474968959278	chr5q
3988	chr5	q	133727560	INS	2	2e-06	133.72756	0.0149557802445509	1.49557802445509e-08	chr5q
3988	chr6	p	59672548	DEL	9	0.025192	59.672548	0.150823122216936	0.000422170677209896	chr6p
3988	chr6	p	59672548	INS	8	8e-06	59.672548	0.134064997526166	1.34064997526166e-07	chr6p
3988	chr6	q	112454080	DEL	12	0.340421	112.45408	0.106710223408524	0.00302720008024609	chr6q
3988	chr6	q	112454080	DUP	1	0.004441	112.45408	0.00889251861737698	3.94916751797712e-05	chr6q
3988	chr6	q	112454080	INS	2	2e-06	112.45408	0.017785037234754	1.7785037234754e-08	chr6q
3988	chr7	p	62064435	DUP	1	0.000244	62.064435	0.0161122871738057	3.9313980704086e-06	chr7p
3988	chr7	p	62064435	INS	2	2e-06	62.064435	0.0322245743476115	3.22245743476115e-08	chr7p
3988	chr7	q	98502993	DEL	7	0.402032	98.502993	0.0710638305173123	0.00408141913007659	chr7q
3988	chr7	q	98502993	DUP	3	6.65949	98.502993	0.0304559273645624	0.0676069812416766	chr7q
3988	chr7	q	98502993	INS	4	4e-06	98.502993	0.0406079031527499	4.06079031527499e-08	chr7q
3988	chr8	p	45270456	DEL	5	1.815474	45.270456	0.110447308063343	0.0401028432317978	chr8p
3988	chr8	p	45270456	INS	1	1e-06	45.270456	0.0220894616126685	2.20894616126685e-08	chr8p
3988	chr8	q	100988875	DEL	2	0.016343	100.988875	0.0198041615970076	0.000161829706489948	chr8q
3988	chr8	q	100988875	DUP	1	0.091548	100.988875	0.0099020807985038	0.000906515692941426	chr8q
3988	chr8	q	100988875	INS	4	4e-06	100.988875	0.0396083231940152	3.96083231940152e-08	chr8q
3988	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q
3988	chr9	p	46267185	DEL	3	0.032215	46.267185	0.0648407721368828	0.000696281824796559	chr9p
3988	chr9	p	46267185	DUP	1	0.01634	46.267185	0.0216135907122943	0.000353166072238888	chr9p
3988	chr9	p	46267185	INS	1	1e-06	46.267185	0.0216135907122943	2.16135907122943e-08	chr9p
3988	chr9	q	104350062	DEL	4	0.007664	104.350062	0.0383325119634332	7.34450929219381e-05	chr9q
3988	chr9	q	104350062	INS	4	4e-06	104.350062	0.0383325119634332	3.83325119634332e-08	chr9q
3988	chrX	p	59373565	DEL	1	0.002156	59.373565	0.0168425123200872	3.63124565621081e-05	chrXp
3988	chrX	p	59373565	DUP	1	0.001325	59.373565	0.0168425123200872	2.23163288241156e-05	chrXp
3988	chrX	p	59373565	INS	3	3e-06	59.373565	0.0505275369602617	5.05275369602617e-08	chrXp
3988	chrX	q	94886001	DEL	2	0.00346	94.886001	0.0210779248669148	3.64648100197626e-05	chrXq
3988	chrY	p	10724418	DEL	19	0.00556	10.724418	1.77165791187923	0.000518443052107816	chrYp
3988	chrY	p	10724418	INS	18	1.8e-05	10.724418	1.67841275862243	1.67841275862243e-06	chrYp
6265D	chr1	p	124048267	DEL	6	0.02042	124.048267	0.0483682694253197	0.000164613343610838	chr1p
6265D	chr1	p	124048267	INS	4	4e-06	124.048267	0.0322455129502132	3.22455129502132e-08	chr1p
6265D	chr1	q	124339061	DEL	2	0.028989	124.339061	0.0160850498943369	0.000233144755693466	chr1q
6265D	chr1	q	124339061	DUP	1	0.006393	124.339061	0.00804252494716845	5.14158619872479e-05	chr1q
6265D	chr1	q	124339061	INS	3	3e-06	124.339061	0.0241275748415054	2.41275748415054e-08	chr1q
6265D	chr10	p	40649191	DEL	1	5.8e-05	40.649191	0.0246007355964354	1.42684266459325e-06	chr10p
6265D	chr10	p	40649191	INS	2	2e-06	40.649191	0.0492014711928707	4.92014711928707e-08	chr10p
6265D	chr10	q	94108943	DEL	6	0.047803	94.108943	0.0637558961851266	0.000507953850889601	chr10q
6265D	chr10	q	94108943	DUP	2	0.004555	94.108943	0.0212519653950422	4.84013511872086e-05	chr10q
6265D	chr10	q	94108943	INS	2	2e-06	94.108943	0.0212519653950422	2.12519653950422e-08	chr10q
6265D	chr10	q	94108943	INV	1	0.09987	94.108943	0.0106259826975211	0.00106121689200143	chr10q
6265D	chr11	p	52743313	DEL	6	0.034853	52.743313	0.11375849674062	0.000660804147816805	chr11p
6265D	chr11	p	52743313	INS	1	1e-06	52.743313	0.01895974945677	1.895974945677e-08	chr11p
6265D	chr11	q	82384456	DEL	3	0.024355	82.384456	0.0364146362755615	0.0002956261554971	chr11q
6265D	chr11	q	82384456	DUP	3	0.053416	82.384456	0.0364146362755615	0.000648374737098464	chr11q
6265D	chr11	q	82384456	INS	3	3e-06	82.384456	0.0364146362755615	3.64146362755615e-08	chr11q
6265D	chr12	q	97412884	DEL	4	0.01627	97.412884	0.0410623301123083	0.000167021027731814	chr12q
6265D	chr12	q	97412884	DUP	1	0.241776	97.412884	0.0102655825280771	0.00248197148130837	chr12q
6265D	chr12	q	97412884	INS	3	3e-06	97.412884	0.0307967475842313	3.07967475842313e-08	chr12q
6265D	chr13	q	97043744	DEL	4	15.916823	97.043744	0.0412185251220316	0.164016992172107	chr13q
6265D	chr13	q	97043744	INS	1	1e-06	97.043744	0.0103046312805079	1.03046312805079e-08	chr13q
6265D	chr14	p	11400261	DEL	2	0.012546	11.400261	0.175434579962687	0.00110050112010593	chr14p
6265D	chr14	q	89761231	DEL	1	0.000209	89.761231	0.0111406671773474	2.32839944006561e-06	chr14q
6265D	chr14	q	89761231	INS	3	3e-06	89.761231	0.0334220015320423	3.34220015320423e-08	chr14q
6265D	chr15	q	82566565	DEL	7	0.145009	82.566565	0.084780080169255	0.00175626780646621	chr15q
6265D	chr15	q	82566565	INS	3	3e-06	82.566565	0.0363343200725378	3.63343200725378e-08	chr15q
6265D	chr16	p	36838903	DEL	2	0.013602	36.838903	0.0542904331326044	0.000369229235734843	chr16p
6265D	chr16	p	36838903	INS	1	1e-06	36.838903	0.0271452165663022	2.71452165663022e-08	chr16p
6265D	chr16	q	59491471	DEL	5	0.033926	59.491471	0.0840456609317998	0.000570266618554448	chr16q
6265D	chr16	q	59491471	INS	2	2e-06	59.491471	0.0336182643727199	3.36182643727199e-08	chr16q
6265D	chr16	q	59491471	INV	1	0.000662	59.491471	0.01680913218636	1.11276455073703e-05	chr16q
6265D	chr17	q	58587218	DEL	1	0.000241	58.587218	0.017068569461687	4.11352524026657e-06	chr17q
6265D	chr18	q	62092914	DEL	4	0.213482	62.092914	0.0644195890049547	0.00343810567498894	chr18q
6265D	chr18	q	62092914	DUP	2	1.906172	62.092914	0.0322097945024774	0.0306987042031881	chr18q
6265D	chr18	q	62092914	INS	1	1e-06	62.092914	0.0161048972512387	1.61048972512387e-08	chr18q
6265D	chr19	p	27792923	DEL	2	0.003415	27.792923	0.0719607649760337	0.000122873006196577	chr19p
6265D	chr19	p	27792923	INS	2	2e-06	27.792923	0.0719607649760337	7.19607649760337e-08	chr19p
6265D	chr19	q	33914441	DEL	1	0.002615	33.914441	0.0294859644008285	7.71057969081667e-05	chr19q
6265D	chr19	q	33914441	DUP	1	0.005876	33.914441	0.0294859644008285	0.000173259526819269	chr19q
6265D	chr2	p	93503283	DEL	8	0.093358	93.503283	0.0855584931707692	0.000998446225679584	chr2p
6265D	chr2	p	93503283	DUP	1	0.003231	93.503283	0.0106948116463462	3.45549364293444e-05	chr2p
6265D	chr2	p	93503283	INS	3	3e-06	93.503283	0.0320844349390385	3.20844349390385e-08	chr2p
6265D	chr2	q	149193469	DEL	10	0.280646	149.193469	0.0670270626926706	0.00188108770364472	chr2q
6265D	chr2	q	149193469	INS	3	3e-06	149.193469	0.0201081188078012	2.01081188078012e-08	chr2q
6265D	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p
6265D	chr20	q	38197502	INS	2	2e-06	38.197502	0.0523594448663161	5.23594448663161e-08	chr20q
6265D	chr22	p	14249622	DEL	1	0.010045	14.249622	0.070177300141716	0.000704930979923538	chr22p
6265D	chr22	q	37075304	DEL	2	0.048485	37.075304	0.0539442643545148	0.00130774382861433	chr22q
6265D	chr22	q	37075304	DUP	1	0.062814	37.075304	0.0269721321772574	0.00169422751058225	chr22q
6265D	chr22	q	37075304	INS	1	1e-06	37.075304	0.0269721321772574	2.69721321772574e-08	chr22q
6265D	chr3	p	94076514	DEL	6	4.418371	94.076514	0.0637778734020693	0.0469657177135624	chr3p
6265D	chr3	p	94076514	DUP	3	0.396786	94.076514	0.0318889367010346	0.00421769454595225	chr3p
6265D	chr3	p	94076514	INS	2	2e-06	94.076514	0.0212592911340231	2.12592911340231e-08	chr3p
6265D	chr3	q	107029434	DEL	12	0.729686	107.029434	0.11211869063981	0.00681761990818339	chr3q
6265D	chr3	q	107029434	DUP	1	5.71115	107.029434	0.0093432242199842	0.0533605550039627	chr3q
6265D	chr3	q	107029434	INS	2	2e-06	107.029434	0.0186864484399684	1.86864484399684e-08	chr3q
6265D	chr4	p	52452474	DEL	1	0.025624	52.452474	0.0190648776643024	0.000488518425270084	chr4p
6265D	chr4	q	141122471	DEL	8	0.027722	141.122471	0.0566883497951223	0.000196439304127547	chr4q
6265D	chr4	q	141122471	DUP	1	0.072863	141.122471	0.00708604372439029	0.000516310403890249	chr4q
6265D	chr4	q	141122471	INS	2	2e-06	141.122471	0.0141720874487806	1.41720874487806e-08	chr4q
6265D	chr5	p	48317879	DEL	6	0.025328	48.317879	0.124177636191357	0.000524195194909114	chr5p
6265D	chr5	p	48317879	DUP	1	0.11125	48.317879	0.0206962726985595	0.00230246033771474	chr5p
6265D	chr5	p	48317879	INS	1	1e-06	48.317879	0.0206962726985595	2.06962726985595e-08	chr5p
6265D	chr5	q	133727560	DEL	7	25.7276	133.72756	0.0523452308559283	0.192388165909854	chr5q
6265D	chr5	q	133727560	DUP	16	302.193364	133.72756	0.119646241956407	2.25976877167279	chr5q
6265D	chr5	q	133727560	INS	6	6e-06	133.72756	0.0448673407336528	4.48673407336528e-08	chr5q
6265D	chr6	p	59672548	DEL	8	0.013642	59.672548	0.134064997526166	0.000228614337031494	chr6p
6265D	chr6	p	59672548	INS	12	1.2e-05	59.672548	0.201097496289248	2.01097496289248e-07	chr6p
6265D	chr6	q	112454080	DEL	11	0.440492	112.45408	0.0978177047911468	0.00391708331080562	chr6q
6265D	chr6	q	112454080	DUP	3	0.439113	112.45408	0.0266775558521309	0.00390482052763226	chr6q
6265D	chr6	q	112454080	INV	1	0.004108	112.45408	0.00889251861737698	3.65304664801846e-05	chr6q
6265D	chr7	p	62064435	DEL	3	0.066379	62.064435	0.0483368615214172	0.00106951751031005	chr7p
6265D	chr7	p	62064435	INS	1	1e-06	62.064435	0.0161122871738057	1.61122871738057e-08	chr7p
6265D	chr7	p	62064435	INV	1	0.001094	62.064435	0.0161122871738057	1.76268421681435e-05	chr7p
6265D	chr7	q	98502993	DEL	3	0.01609	98.502993	0.0304559273645624	0.000163345290431936	chr7q
6265D	chr7	q	98502993	DUP	5	0.114288	98.502993	0.0507598789409374	0.00116024900888037	chr7q
6265D	chr7	q	98502993	INS	6	6e-06	98.502993	0.0609118547291248	6.09118547291248e-08	chr7q
6265D	chr8	p	45270456	DEL	3	0.032544	45.270456	0.0662683848380056	0.000718879438722685	chr8p
6265D	chr8	q	100988875	DEL	3	0.010586	100.988875	0.0297062423955114	0.000104823427332961	chr8q
6265D	chr8	q	100988875	INS	3	3e-06	100.988875	0.0297062423955114	2.97062423955114e-08	chr8q
6265D	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q
6265D	chr9	p	46267185	INS	1	1e-06	46.267185	0.0216135907122943	2.16135907122943e-08	chr9p
6265D	chr9	q	104350062	DEL	4	0.027491	104.350062	0.0383325119634332	0.000263449771596686	chr9q
6265D	chr9	q	104350062	DUP	1	0.007324	104.350062	0.00958312799085831	7.01868294050463e-05	chr9q
6265D	chr9	q	104350062	INS	3	3e-06	104.350062	0.0287493839725749	2.87493839725749e-08	chr9q
6265D	chrX	p	59373565	DEL	1	0.011847	59.373565	0.0168425123200872	0.000199533243456073	chrXp
6265D	chrX	p	59373565	INS	2	2e-06	59.373565	0.0336850246401745	3.36850246401745e-08	chrXp
6265D	chrX	q	94886001	DEL	3	0.004029	94.886001	0.0316168873003722	4.24614796443998e-05	chrXq
6265D	chrX	q	94886001	INS	2	2e-06	94.886001	0.0210779248669148	2.10779248669148e-08	chrXq
6265D	chrY	p	10724418	DEL	20	0.00495	10.724418	1.86490306513603	0.000461563508621167	chrYp
6265D	chrY	p	10724418	INS	11	1.1e-05	10.724418	1.02569668582482	1.02569668582482e-06	chrYp
6266D	chr1	p	124048267	DEL	9	0.062312	124.048267	0.0725524041379796	0.000502320600738421	chr1p
6266D	chr1	p	124048267	DUP	1	0.001816	124.048267	0.00806137823755329	1.46394628793968e-05	chr1p
6266D	chr1	p	124048267	INS	3	3e-06	124.048267	0.0241841347126599	2.41841347126599e-08	chr1p
6266D	chr1	q	124339061	DEL	6	0.074353	124.339061	0.0482551496830107	0.000597985857396816	chr1q
6266D	chr1	q	124339061	DUP	3	0.139843	124.339061	0.0241275748415054	0.00112469081618688	chr1q
6266D	chr1	q	124339061	INS	3	3e-06	124.339061	0.0241275748415054	2.41275748415054e-08	chr1q
6266D	chr10	p	40649191	DEL	4	0.042618	40.649191	0.0984029423857414	0.00104843414964888	chr10p
6266D	chr10	p	40649191	INS	1	1e-06	40.649191	0.0246007355964354	2.46007355964354e-08	chr10p
6266D	chr10	q	94108943	DEL	7	0.047711	94.108943	0.0743818788826477	0.00050697626048143	chr10q
6266D	chr11	p	52743313	DEL	3	0.054224	52.743313	0.05687924837031	0.0010280734545439	chr11p
6266D	chr11	q	82384456	DEL	4	0.044565	82.384456	0.0485528483674153	0.000540939421873466	chr11q
6266D	chr11	q	82384456	INS	1	1e-06	82.384456	0.0121382120918538	1.21382120918538e-08	chr11q
6266D	chr12	p	35911664	DEL	4	0.043196	35.911664	0.111384423734862	0.00120284039191278	chr12p
6266D	chr12	p	35911664	DUP	1	10.116514	35.911664	0.0278461059337156	0.281705520523917	chr12p
6266D	chr12	p	35911664	INS	2	2e-06	35.911664	0.0556922118674311	5.56922118674311e-08	chr12p
6266D	chr12	q	97412884	DEL	3	0.002618	97.412884	0.0307967475842313	2.68752950585058e-05	chr12q
6266D	chr12	q	97412884	DUP	1	0.006083	97.412884	0.0102655825280771	6.24455385182929e-05	chr12q
6266D	chr12	q	97412884	INS	3	3e-06	97.412884	0.0307967475842313	3.07967475842313e-08	chr12q
6266D	chr13	q	97043744	DEL	1	0.036321	97.043744	0.0103046312805079	0.000374274512739327	chr13q
6266D	chr13	q	97043744	INS	3	3e-06	97.043744	0.0309138938415237	3.09138938415237e-08	chr13q
6266D	chr14	p	11400261	DEL	3	0.027205	11.400261	0.26315186994403	0.00238634887394245	chr14p
6266D	chr14	p	11400261	INS	2	2e-06	11.400261	0.175434579962687	1.75434579962687e-07	chr14p
6266D	chr14	q	89761231	DEL	4	0.025557	89.761231	0.0445626687093897	0.000284722031051468	chr14q
6266D	chr14	q	89761231	INS	2	2e-06	89.761231	0.0222813343546948	2.22813343546948e-08	chr14q
6266D	chr15	q	82566565	DEL	4	0.018168	82.566565	0.0484457600967171	0.000220040642359289	chr15q
6266D	chr15	q	82566565	INS	2	2e-06	82.566565	0.0242228800483586	2.42228800483586e-08	chr15q
6266D	chr16	p	36838903	DEL	2	0.072083	36.838903	0.0542904331326044	0.00195670864574876	chr16p
6266D	chr16	p	36838903	INS	1	1e-06	36.838903	0.0271452165663022	2.71452165663022e-08	chr16p
6266D	chr16	q	59491471	DEL	4	0.002118	59.491471	0.0672365287454398	3.56017419707104e-05	chr16q
6266D	chr16	q	59491471	DUP	1	0.018312	59.491471	0.01680913218636	0.000307808828596624	chr16q
6266D	chr16	q	59491471	INS	1	1e-06	59.491471	0.01680913218636	1.680913218636e-08	chr16q
6266D	chr16	q	59491471	INV	2	0.001093	59.491471	0.0336182643727199	1.83723814796914e-05	chr16q
6266D	chr17	p	25689679	DEL	1	0.003104	25.689679	0.0389261383919978	0.000120826733568761	chr17p
6266D	chr17	p	25689679	INS	1	1e-06	25.689679	0.0389261383919978	3.89261383919978e-08	chr17p
6266D	chr17	q	58587218	DEL	1	0.001896	58.587218	0.017068569461687	3.23620076993586e-05	chr17q
6266D	chr17	q	58587218	DUP	1	0.051368	58.587218	0.017068569461687	0.000876778276107939	chr17q
6266D	chr17	q	58587218	INS	1	1e-06	58.587218	0.017068569461687	1.7068569461687e-08	chr17q
6266D	chr18	p	18449624	DEL	1	0.000152	18.449624	0.0542016466026625	8.2386502836047e-06	chr18p
6266D	chr18	q	62092914	DEL	4	0.021655	62.092914	0.0644195890049547	0.000348751549975574	chr18q
6266D	chr18	q	62092914	DUP	1	0.002713	62.092914	0.0161048972512387	4.36925862426105e-05	chr18q
6266D	chr18	q	62092914	INS	3	3e-06	62.092914	0.0483146917537161	4.83146917537161e-08	chr18q
6266D	chr19	p	27792923	DEL	2	0.014516	27.792923	0.0719607649760337	0.000522291232196052	chr19p
6266D	chr19	p	27792923	DUP	3	0.012577	27.792923	0.10794114746405	0.000452525270551788	chr19p
6266D	chr19	p	27792923	INS	2	2e-06	27.792923	0.0719607649760337	7.19607649760337e-08	chr19p
6266D	chr19	q	33914441	DEL	5	0.071368	33.914441	0.147429822004143	0.00210435430735833	chr19q
6266D	chr19	q	33914441	DUP	3	0.009568	33.914441	0.0884578932024856	0.000282121707387128	chr19q
6266D	chr19	q	33914441	INS	2	2e-06	33.914441	0.0589719288016571	5.89719288016571e-08	chr19q
6266D	chr2	p	93503283	DEL	3	0.001297	93.503283	0.0320844349390385	1.3871170705311e-05	chr2p
6266D	chr2	p	93503283	INS	6	6e-06	93.503283	0.0641688698780769	6.41688698780769e-08	chr2p
6266D	chr2	q	149193469	DEL	10	0.028233	149.193469	0.0670270626926706	0.000189237506100217	chr2q
6266D	chr2	q	149193469	INS	5	5e-06	149.193469	0.0335135313463353	3.35135313463353e-08	chr2q
6266D	chr20	p	28012753	DEL	2	0.012446	28.012753	0.0713960530762542	0.00044429763829353	chr20p
6266D	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p
6266D	chr20	q	38197502	DEL	5	0.028057	38.197502	0.13089861216579	0.000734524472307116	chr20q
6266D	chr20	q	38197502	INS	2	2e-06	38.197502	0.0523594448663161	5.23594448663161e-08	chr20q
6266D	chr21	q	33956153	INS	1	1e-06	33.956153	0.0294497436149496	2.94497436149495e-08	chr21q
6266D	chr22	p	14249622	DEL	1	0.016803	14.249622	0.070177300141716	0.00117918917428125	chr22p
6266D	chr22	q	37075304	DEL	3	0.065446	37.075304	0.0809163965317722	0.00176521816247279	chr22q
6266D	chr22	q	37075304	INS	1	1e-06	37.075304	0.0269721321772574	2.69721321772574e-08	chr22q
6266D	chr3	p	94076514	DEL	1	0.008278	94.076514	0.0106296455670115	8.79922060037216e-05	chr3p
6266D	chr3	p	94076514	DUP	2	1.98135	94.076514	0.0212592911340231	0.0210610482441983	chr3p
6266D	chr3	p	94076514	INS	1	1e-06	94.076514	0.0106296455670115	1.06296455670115e-08	chr3p
6266D	chr3	q	107029434	DEL	11	0.270227	107.029434	0.102775466419826	0.00252479145129367	chr3q
6266D	chr3	q	107029434	DUP	1	0.004755	107.029434	0.0093432242199842	4.44270311660249e-05	chr3q
6266D	chr3	q	107029434	INS	7	7e-06	107.029434	0.0654025695398894	6.54025695398894e-08	chr3q
6266D	chr4	p	52452474	DUP	1	0.006625	52.452474	0.0190648776643024	0.000126304814526003	chr4p
6266D	chr4	q	141122471	DEL	8	0.072669	141.122471	0.0566883497951223	0.000514935711407718	chr4q
6266D	chr4	q	141122471	DUP	2	0.025269	141.122471	0.0141720874487806	0.000179057238871618	chr4q
6266D	chr4	q	141122471	INS	6	6e-06	141.122471	0.0425162623463417	4.25162623463417e-08	chr4q
6266D	chr5	p	48317879	DEL	1	0.009211	48.317879	0.0206962726985595	0.000190633367826431	chr5p
6266D	chr5	p	48317879	INS	4	4e-06	48.317879	0.0827850907942379	8.27850907942379e-08	chr5p
6266D	chr5	q	133727560	DEL	1	0.016631	133.72756	0.00747789012227547	0.000124364790623563	chr5q
6266D	chr5	q	133727560	DUP	1	0.002564	133.72756	0.00747789012227547	1.91733102735143e-05	chr5q
6266D	chr5	q	133727560	INS	3	3e-06	133.72756	0.0224336703668264	2.24336703668264e-08	chr5q
6266D	chr6	p	59672548	DEL	4	0.010788	59.672548	0.0670324987630828	0.000180786649164034	chr6p
6266D	chr6	p	59672548	INS	3	3e-06	59.672548	0.0502743740723121	5.02743740723121e-08	chr6p
6266D	chr6	q	112454080	DEL	7	0.068071	112.45408	0.0622476303216388	0.000605322634803468	chr6q
6266D	chr6	q	112454080	DUP	1	0.003507	112.45408	0.00889251861737698	3.11860627911411e-05	chr6q
6266D	chr6	q	112454080	INS	5	5e-06	112.45408	0.0444625930868849	4.44625930868849e-08	chr6q
6266D	chr7	p	62064435	DEL	3	0.381624	62.064435	0.0483368615214172	0.00614883548041644	chr7p
6266D	chr7	p	62064435	DUP	1	0.358863	62.064435	0.0161122871738057	0.00578210371205345	chr7p
6266D	chr7	p	62064435	INV	1	0.001094	62.064435	0.0161122871738057	1.76268421681435e-05	chr7p
6266D	chr7	q	98502993	DEL	1	0.021652	98.502993	0.0101519757881875	0.000219810579765835	chr7q
6266D	chr7	q	98502993	DUP	1	0.096571	98.502993	0.0101519757881875	0.000980386453841052	chr7q
6266D	chr7	q	98502993	INS	3	3e-06	98.502993	0.0304559273645624	3.04559273645624e-08	chr7q
6266D	chr8	p	45270456	DEL	2	0.013275	45.270456	0.0441789232253371	0.000293237602908175	chr8p
6266D	chr8	p	45270456	INS	1	1e-06	45.270456	0.0220894616126685	2.20894616126685e-08	chr8p
6266D	chr8	q	100988875	DEL	4	0.021808	100.988875	0.0396083231940152	0.000215944578053771	chr8q
6266D	chr8	q	100988875	INS	1	1e-06	100.988875	0.0099020807985038	9.9020807985038e-09	chr8q
6266D	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q
6266D	chr9	p	46267185	DEL	4	0.031966	46.267185	0.086454362849177	0.000690900040709198	chr9p
6266D	chr9	q	104350062	DEL	2	0.005508	104.350062	0.0191662559817166	5.27838689736476e-05	chr9q
6266D	chr9	q	104350062	INS	1	1e-06	104.350062	0.00958312799085831	9.58312799085831e-09	chr9q
6266D	chrX	p	59373565	DEL	1	0.000645	59.373565	0.0168425123200872	1.08634204464563e-05	chrXp
6266D	chrX	p	59373565	INS	2	2e-06	59.373565	0.0336850246401745	3.36850246401745e-08	chrXp
6266D	chrX	q	94886001	DEL	2	0.090928	94.886001	0.0210779248669148	0.000958286776149413	chrXq
6266D	chrX	q	94886001	INS	3	3e-06	94.886001	0.0316168873003722	3.16168873003722e-08	chrXq
6266D	chrY	p	10724418	DEL	27	0.011779	10.724418	2.51761913793364	0.00109833466021186	chrYp
6266D	chrY	p	10724418	DUP	1	0.000152	10.724418	0.0932451532568014	1.41732632950338e-05	chrYp
6266D	chrY	p	10724418	INS	21	2.1e-05	10.724418	1.95814821839283	1.95814821839283e-06	chrYp
6266D	chrY	q	51735611	DEL	1	0.007255	51.735611	0.0193290459061168	0.000140232228048877	chrYq
6266D	chrY	q	51735611	INS	2	2e-06	51.735611	0.0386580918122335	3.86580918122336e-08	chrYq
6269C	chr1	p	124048267	DEL	5	0.056395	124.048267	0.0403068911877665	0.000454621425706818	chr1p
6269C	chr1	p	124048267	DUP	1	0.000374	124.048267	0.00806137823755329	3.01495546084493e-06	chr1p
6269C	chr1	p	124048267	INS	5	5e-06	124.048267	0.0403068911877665	4.03068911877665e-08	chr1p
6269C	chr1	q	124339061	DEL	2	0.042686	124.339061	0.0160850498943369	0.000343303219894833	chr1q
6269C	chr1	q	124339061	DUP	1	0.006393	124.339061	0.00804252494716845	5.14158619872479e-05	chr1q
6269C	chr1	q	124339061	INS	6	6e-06	124.339061	0.0482551496830107	4.82551496830107e-08	chr1q
6269C	chr1	q	124339061	INV	1	0.001196	124.339061	0.00804252494716845	9.61885983681347e-06	chr1q
6269C	chr10	p	40649191	DEL	1	0.011311	40.649191	0.0246007355964354	0.00027825892033128	chr10p
6269C	chr10	p	40649191	INS	2	2e-06	40.649191	0.0492014711928707	4.92014711928707e-08	chr10p
6269C	chr10	q	94108943	DEL	5	0.023787	94.108943	0.0531299134876055	0.000252760250425935	chr10q
6269C	chr10	q	94108943	INS	6	6e-06	94.108943	0.0637558961851266	6.37558961851266e-08	chr10q
6269C	chr11	p	52743313	DEL	3	0.036291	52.743313	0.05687924837031	0.00068806826753564	chr11p
6269C	chr11	p	52743313	DUP	1	0.045801	52.743313	0.01895974945677	0.000868375484869523	chr11p
6269C	chr11	q	82384456	DEL	6	0.045927	82.384456	0.072829272551123	0.000557471666742571	chr11q
6269C	chr12	p	35911664	DEL	3	0.033912	35.911664	0.0835383178011467	0.000944317144424162	chr12p
6269C	chr12	p	35911664	DUP	1	0.029445	35.911664	0.0278461059337156	0.000819928589218255	chr12p
6269C	chr12	p	35911664	INS	1	1e-06	35.911664	0.0278461059337156	2.78461059337156e-08	chr12p
6269C	chr12	q	97412884	DEL	3	0.053849	97.412884	0.0307967475842313	0.000552791353554423	chr12q
6269C	chr12	q	97412884	DUP	2	0.025156	97.412884	0.0205311650561542	0.000258240994076307	chr12q
6269C	chr12	q	97412884	INS	1	1e-06	97.412884	0.0102655825280771	1.02655825280771e-08	chr12q
6269C	chr13	q	97043744	DEL	5	0.057354	97.043744	0.0515231564025395	0.00059101182246225	chr13q
6269C	chr13	q	97043744	INS	2	2e-06	97.043744	0.0206092625610158	2.06092625610158e-08	chr13q
6269C	chr14	q	89761231	DEL	2	0.000344	89.761231	0.0222813343546948	3.83238950900751e-06	chr14q
6269C	chr14	q	89761231	DUP	2	0.00869	89.761231	0.0222813343546948	9.68123977711491e-05	chr14q
6269C	chr14	q	89761231	INS	5	5e-06	89.761231	0.0557033358867371	5.57033358867371e-08	chr14q
6269C	chr15	q	82566565	DEL	4	0.018461	82.566565	0.0484457600967171	0.000223589294286374	chr15q
6269C	chr15	q	82566565	INS	1	1e-06	82.566565	0.0121114400241793	1.21114400241793e-08	chr15q
6269C	chr16	p	36838903	DEL	2	0.005856	36.838903	0.0542904331326044	0.000158962388212266	chr16p
6269C	chr16	p	36838903	INS	3	3e-06	36.838903	0.0814356496989066	8.14356496989066e-08	chr16p
6269C	chr16	q	59491471	DEL	4	0.01965	59.491471	0.0672365287454398	0.000330299447461973	chr16q
6269C	chr16	q	59491471	DUP	1	0.003692	59.491471	0.01680913218636	6.2059316032041e-05	chr16q
6269C	chr16	q	59491471	INS	1	1e-06	59.491471	0.01680913218636	1.680913218636e-08	chr16q
6269C	chr16	q	59491471	INV	1	0.000662	59.491471	0.01680913218636	1.11276455073703e-05	chr16q
6269C	chr17	p	25689679	INS	1	1e-06	25.689679	0.0389261383919978	3.89261383919978e-08	chr17p
6269C	chr17	q	58587218	DEL	6	19.356382	58.587218	0.102411416770122	0.330385750693948	chr17q
6269C	chr18	q	62092914	DEL	1	5.6e-05	62.092914	0.0161048972512387	9.01874246069366e-07	chr18q
6269C	chr19	p	27792923	DEL	2	0.003413	27.792923	0.0719607649760337	0.000122801045431601	chr19p
6269C	chr19	p	27792923	INS	2	2e-06	27.792923	0.0719607649760337	7.19607649760337e-08	chr19p
6269C	chr19	q	33914441	DEL	1	0.012476	33.914441	0.0294859644008285	0.000367866891864737	chr19q
