type	chr	Sample_ID	arm.x	arm_size	sv_count	sv_size_sum	chr_length_mb	sv_rate	sv_proportion	chr_arm	final_average_TL_p75	chr_order	arm.y	final_average_TL_p75_kb	direction	TL_group
DEL	chr22	6483C	q	37075304	309	0.081881	37.075304	8.33438884277254	0.00220850515480601	chr22q	5352.5	22	q	5.3525	Positive	Other
DEL	chr22	6500D	p	14249622	201	0.09332	14.249622	14.1056373284849	0.00654894564922494	chr22p	4768	22	p	4.768	Positive	Other
DEL	chr22	6500D	q	37075304	334	0.113371	37.075304	9.00869214720397	0.00305785759706785	chr22q	3249.5	22	q	3.2495	Positive	Other
DEL	chr22	6605D	p	14249622	195	0.078319	14.249622	13.6845735276346	0.00549621596979906	chr22p	5490.25	22	p	5.49025	Positive	Other
DEL	chr22	6605D	q	37075304	295	0.069186	37.075304	7.95677899229093	0.00186609393681573	chr22q	3118	22	q	3.118	Positive	Other
DEL	chr3	2436A	p	94076514	371	0.134904	94.076514	3.94359850536128	0.00143398170557213	chr3p	4739.2	3	p	4.7392	Negative	Other
DEL	chr3	2436A	q	107029434	482	0.34187	107.029434	4.50343407403238	0.003194168064086	chr3q	4078.05	3	q	4.07805	Negative	Other
DEL	chr3	3188	p	94076514	245	230.857361	94.076514	2.60426316391783	2.45393192396563	chr3p	2890.5	3	p	2.8905	Negative	Short TL
DEL	chr3	3188	q	107029434	322	113.787025	107.029434	3.00851819883491	1.06313768789995	chr3q	2360.8	3	q	2.3608	Negative	Short TL
DEL	chr3	3988	p	94076514	329	0.124611	94.076514	3.4971533915468	0.00132457076375088	chr3p	10037.5	3	p	10.0375	Negative	Other
DEL	chr3	3988	q	107029434	400	0.256179	107.029434	3.73728968799368	0.00239353783745133	chr3q	2135.21428571429	3	q	2.13521428571429	Negative	Other
DEL	chr3	6265D	p	94076514	246	29.12741	94.076514	2.61489280948484	0.309614044585028	chr3p	5329.5	3	p	5.3295	Negative	Other
DEL	chr3	6265D	q	107029434	347	0.404631	107.029434	3.24209880433452	0.00378055815935643	chr3q	4617.5	3	q	4.6175	Negative	Other
DEL	chr3	6266D	p	94076514	353	0.87511	94.076514	3.75226488515508	0.00930210913214748	chr3p	12829.5	3	p	12.8295	Negative	Other
DEL	chr3	6266D	q	107029434	515	0.332521	107.029434	4.81176047329186	0.00310681826085337	chr3q	5562	3	q	5.562	Negative	Other
DEL	chr3	6269C	p	94076514	263	342.547371	94.076514	2.79559678412404	3.64115714364161	chr3p	9171	3	p	9.171	Negative	Short TL
DEL	chr3	6269C	q	107029434	353	0.240227	107.029434	3.29815814965442	0.00224449472469414	chr3q	4462.125	3	q	4.462125	Negative	Short TL
DEL	chr3	6277A	p	94076514	361	0.141376	94.076514	3.83730204969117	0.00150277677168182	chr3p	5097.9	3	p	5.0979	Negative	Other
DEL	chr3	6277A	q	107029434	468	0.230293	107.029434	4.3726289349526	0.00215167913529282	chr3q	6069	3	q	6.069	Negative	Other
DEL	chr3	6285B	p	94076514	343	0.126708	94.076514	3.64596842948496	0.0013468611305049	chr3p	2985	3	p	2.985	Negative	Short TL
DEL	chr3	6285B	q	107029434	489	0.194636	107.029434	4.56883664357227	0.00181852778928084	chr3q	2050.25	3	q	2.05025	Negative	Short TL
DEL	chr3	6298B	p	94076514	340	0.115687	94.076514	3.61407949278393	0.00122971180671087	chr3p	5978.5	3	p	5.9785	Negative	Other
DEL	chr3	6298B	q	107029434	534	0.409911	107.029434	4.98928173347156	0.00382989038323794	chr3q	6844.5	3	q	6.8445	Negative	Other
DEL	chr3	6314E	p	94076514	254	0.133847	94.076514	2.69992997402093	0.00142274617020779	chr3p	1922	3	p	1.922	Negative	Other
DEL	chr3	6314E	q	107029434	323	0.299977	107.029434	3.0178614230549	0.0028027523718382	chr3q	3415.5	3	q	3.4155	Negative	Other
DEL	chr3	6324B	p	94076514	329	0.134782	94.076514	3.4971533915468	0.00143268488881295	chr3p	3953	3	p	3.953	Negative	Other
DEL	chr3	6324B	q	107029434	496	0.221975	107.029434	4.63423921311216	0.00207396219623099	chr3q	5117	3	q	5.117	Negative	Other
DEL	chr3	6365A	p	94076514	312	0.103073	94.076514	3.3164494169076	0.00109562945752858	chr3p	3834.33333333333	3	p	3.83433333333333	Negative	Other
DEL	chr3	6365A	q	107029434	572	0.494044	107.029434	5.34432425383096	0.00461596386653787	chr3q	3536.6	3	q	3.5366	Negative	Other
DEL	chr3	6414C	p	94076514	336	0.116279	94.076514	3.57156091051588	0.00123600455688654	chr3p	7371.25	3	p	7.37125	Negative	Short TL
DEL	chr3	6414C	q	107029434	528	0.394547	107.029434	4.93322238815166	0.0036863410863221	chr3q	3291.5	3	q	3.2915	Negative	Short TL
DEL	chr3	6423A	p	94076514	314	0.122715	94.076514	3.33770870804163	0.00130441695575582	chr3p	3541	3	p	3.541	Negative	Other
DEL	chr3	6423A	q	107029434	463	0.236444	107.029434	4.32591281385268	0.00220914930746994	chr3q	3244.875	3	q	3.244875	Negative	Other
DEL	chr3	6436B	p	94076514	346	0.142177	94.076514	3.677857366186	0.001511291117781	chr3p	4486.5	3	p	4.4865	Negative	Other
DEL	chr3	6436B	q	107029434	528	0.39644	107.029434	4.93322238815166	0.00370402780977053	chr3q	5081.41666666667	3	q	5.08141666666667	Negative	Other
DEL	chr3	6439C	p	94076514	370	0.179437	94.076514	3.93296885979427	0.00190735171160785	chr3p	4767.66666666667	3	p	4.76766666666667	Negative	Other
DEL	chr3	6439C	q	107029434	549	0.395536	107.029434	5.12943009677132	0.00369558153507567	chr3q	6033.26666666667	3	q	6.03326666666667	Negative	Other
DEL	chr3	6478A	p	94076514	370	0.141858	94.076514	3.93296885979427	0.00150790026084512	chr3p	7234	3	p	7.234	Negative	Other
DEL	chr3	6478A	q	107029434	467	0.226147	107.029434	4.36328571073262	0.00211294212767677	chr3q	5576.5	3	q	5.5765	Negative	Other
DEL	chr3	6483C	p	94076514	349	0.146662	94.076514	3.70974630288703	0.00155896507814905	chr3p	3060	3	p	3.06	Negative	Other
DEL	chr3	6483C	q	107029434	507	0.214635	107.029434	4.73701467953199	0.00200538293045631	chr3q	5834.5	3	q	5.8345	Negative	Other
DEL	chr3	6500D	p	94076514	393	0.16212	94.076514	4.17745070783554	0.00172327813932391	chr3p	4698	3	p	4.698	Negative	Other
DEL	chr3	6500D	q	107029434	518	0.265784	107.029434	4.83979014595181	0.00248327950608428	chr3q	5411.5	3	q	5.4115	Negative	Other
DEL	chr3	6605D	p	94076514	333	0.118956	94.076514	3.53967197381485	0.00126446011806943	chr3p	3379.75	3	p	3.37975	Negative	Other
DEL	chr3	6605D	q	107029434	516	0.207346	107.029434	4.82110369751185	0.00193728016911684	chr3q	3096.25	3	q	3.09625	Negative	Other
DEL	chr4	2436A	p	52452474	364	0.089057	52.452474	6.93961546980606	0.00169786081014977	chr4p	5788.25	4	p	5.78825	Negative	Other
DEL	chr4	2436A	q	141122471	620	0.231824	141.122471	4.39334710912198	0.00164271500036305	chr4q	4223.91666666667	4	q	4.22391666666667	Positive	Other
DEL	chr4	3188	p	52452474	266	0.118434	52.452474	5.07125745870443	0.00225792972129399	chr4p	2557.83333333333	4	p	2.55783333333333	Negative	Short TL
DEL	chr4	3188	q	141122471	456	0.207064	141.122471	3.23123593832197	0.00146726455774715	chr4q	4114.5	4	q	4.1145	Positive	Short TL
DEL	chr4	3988	p	52452474	427	0.229485	52.452474	8.1407027626571	0.00437510345079243	chr4p	4202	4	p	4.202	Negative	Other
DEL	chr4	3988	q	141122471	543	0.245248	141.122471	3.84772174234392	0.00173783805131927	chr4q	5734.5	4	q	5.7345	Positive	Other
DEL	chr4	6265D	q	141122471	455	0.220203	141.122471	3.22414989459758	0.00156036808624191	chr4q	5053.25	4	q	5.05325	Positive	Other
DEL	chr4	6266D	p	52452474	345	0.09745	52.452474	6.57738279418431	0.00185787232838626	chr4p	6912	4	p	6.912	Negative	Other
DEL	chr4	6269C	p	52452474	255	0.16652	52.452474	4.8615438043971	0.00317468342865963	chr4p	3559.5	4	p	3.5595	Negative	Short TL
DEL	chr4	6269C	q	141122471	518	0.252335	141.122471	3.67057064923417	0.00178805684319402	chr4q	4636.25	4	q	4.63625	Positive	Short TL
DEL	chr4	6277A	p	52452474	383	0.092775	52.452474	7.3018481454278	0.00176874402530565	chr4p	4112.5	4	p	4.1125	Negative	Other
DEL	chr4	6277A	q	141122471	644	0.214895	141.122471	4.56341215850734	0.00152275536615285	chr4q	4390.5	4	q	4.3905	Positive	Other
DEL	chr4	6285B	p	52452474	333	0.107346	52.452474	6.34860426221268	0.0020465383577522	chr4p	3057.75	4	p	3.05775	Negative	Short TL
DEL	chr4	6285B	q	141122471	651	0.218762	141.122471	4.61301446457808	0.00155015709723507	chr4q	3066.5	4	q	3.0665	Positive	Short TL
DEL	chr4	6298B	p	52452474	380	0.099239	52.452474	7.24465351243489	0.0018919793945277	chr4p	4737	4	p	4.737	Negative	Other
DEL	chr4	6298B	q	141122471	663	0.247641	141.122471	4.69804698927076	0.00175479495395173	chr4q	5980	4	q	5.98	Positive	Other
DEL	chr4	6314E	p	52452474	245	0.11812	52.452474	4.67089502775408	0.00225194334970739	chr4p	8268	4	p	8.268	Negative	Other
DEL	chr4	6324B	p	52452474	314	0.083033	52.452474	5.98637158659094	0.00158301398710002	chr4p	4548	4	p	4.548	Negative	Other
DEL	chr4	6324B	q	141122471	654	0.210414	141.122471	4.63427259575125	0.00149100280422386	chr4q	5403	4	q	5.403	Positive	Other
DEL	chr4	6365A	p	52452474	370	0.104247	52.452474	7.05400473579187	0.00198745630187053	chr4p	6984	4	p	6.984	Negative	Other
DEL	chr4	6365A	q	141122471	659	0.216018	141.122471	4.6697028143732	0.00153071299325534	chr4q	4348.25	4	q	4.34825	Positive	Other
DEL	chr4	6414C	p	52452474	344	0.085927	52.452474	6.55831791652001	0.00163818774306051	chr4p	3407.41666666667	4	p	3.40741666666667	Negative	Short TL
DEL	chr4	6423A	p	52452474	282	0.085556	52.452474	5.37629550133326	0.00163111467344705	chr4p	6523	4	p	6.523	Negative	Other
DEL	chr4	6423A	q	141122471	569	0.245009	141.122471	4.03195887917807	0.00173614448686914	chr4q	4393	4	q	4.393	Positive	Other
DEL	chr4	6436B	p	52452474	332	0.10376	52.452474	6.32953938454838	0.00197817170644801	chr4p	4571.25	4	p	4.57125	Negative	Other
DEL	chr4	6436B	q	141122471	627	0.212069	141.122471	4.44294941519271	0.00150273020658772	chr4q	5689	4	q	5.689	Positive	Other
DEL	chr4	6439C	p	52452474	352	0.105034	52.452474	6.71083693783443	0.00200246036059233	chr4p	7232	4	p	7.232	Negative	Other
DEL	chr4	6439C	q	141122471	703	0.226439	141.122471	4.98148873824637	0.00160455665490721	chr4q	6591	4	q	6.591	Positive	Other
DEL	chr4	6478A	p	52452474	349	0.099608	52.452474	6.65364230484152	0.00189901433438583	chr4p	3353.33333333333	4	p	3.35333333333333	Negative	Other
DEL	chr4	6478A	q	141122471	696	0.269118	141.122471	4.93188643217564	0.00190698191502047	chr4q	3031.5	4	q	3.0315	Positive	Other
DEL	chr4	6483C	p	52452474	356	0.147831	52.452474	6.78709644849164	0.00281837992999148	chr4p	6787.25	4	p	6.78725	Negative	Other
DEL	chr4	6483C	q	141122471	655	0.214268	141.122471	4.64135863947564	0.00151831241673766	chr4q	5857	4	q	5.857	Positive	Other
DEL	chr4	6500D	p	52452474	359	0.1202	52.452474	6.84429108148455	0.00229159829524914	chr4p	6665.5	4	p	6.6655	Negative	Other
DEL	chr4	6500D	q	141122471	617	0.225008	141.122471	4.37208897794881	0.00159441652633761	chr4q	6759.5	4	q	6.7595	Positive	Other
DEL	chr4	6605D	p	52452474	327	0.078242	52.452474	6.23421499622687	0.00149167415821034	chr4p	3165	4	p	3.165	Negative	Other
DEL	chr4	6605D	q	141122471	649	0.260925	141.122471	4.5988423771293	0.00184892595878654	chr4q	5181.25	4	q	5.18125	Positive	Other
DEL	chr5	2436A	p	48317879	333	0.159801	48.317879	6.8918588086203	0.0033072850735025	chr5p	6545.75	5	p	6.54575	Positive	Other
DEL	chr5	2436A	q	133727560	640	0.213503	133.72756	4.7858496782563	0.00159655197477618	chr5q	10542.2083333333	5	q	10.5422083333333	Negative	Other
DEL	chr5	3188	p	48317879	221	494.756935	48.317879	4.57387626638164	10.2396244462635	chr5p	3681	5	p	3.681	Positive	Short TL
DEL	chr5	3188	q	133727560	396	59.470694	133.72756	2.96124448842109	0.444715315227467	chr5q	2158	5	q	2.158	Negative	Short TL
DEL	chr5	3988	p	48317879	312	0.082522	48.317879	6.45723708195055	0.00170789781563052	chr5p	5688.66666666667	5	p	5.68866666666667	Positive	Other
DEL	chr5	3988	q	133727560	454	0.156075	133.72756	3.39496211551306	0.00116711170083414	chr5q	6124.66666666667	5	q	6.12466666666667	Negative	Other
DEL	chr5	6265D	p	48317879	236	0.138348	48.317879	4.88432035686004	0.00286328793530031	chr5p	7076	5	p	7.076	Positive	Other
DEL	chr5	6266D	p	48317879	333	0.148658	48.317879	6.8918588086203	0.00307666650682245	chr5p	4185.5	5	p	4.1855	Positive	Other
DEL	chr5	6266D	q	133727560	656	0.225396	133.72756	4.90549592021271	0.0016854865220004	chr5q	3372	5	q	3.372	Negative	Other
DEL	chr5	6269C	p	48317879	240	0.149794	48.317879	4.96710544765427	0.00310017747260802	chr5p	5932.5	5	p	5.9325	Positive	Short TL
DEL	chr5	6269C	q	133727560	441	217.583787	133.72756	3.29774954392348	1.62706765157459	chr5q	3078	5	q	3.078	Negative	Short TL
DEL	chr5	6277A	p	48317879	316	0.169135	48.317879	6.54002217274479	0.00350046408287086	chr5p	5226.83333333333	5	p	5.22683333333333	Positive	Other
DEL	chr5	6277A	q	133727560	628	0.186159	133.72756	4.69611499678899	0.00139207654727268	chr5q	8993	5	q	8.993	Negative	Other
DEL	chr5	6285B	p	48317879	301	0.134411	48.317879	6.2295780822664	0.00278180670968608	chr5p	3228	5	p	3.228	Positive	Short TL
DEL	chr5	6285B	q	133727560	604	0.229948	133.72756	4.51664563385438	0.001719525877837	chr5q	3251.5	5	q	3.2515	Negative	Short TL
DEL	chr5	6298B	p	48317879	310	0.137019	48.317879	6.41584453655344	0.00283578258888392	chr5p	10733.5	5	p	10.7335	Positive	Other
DEL	chr5	6298B	q	133727560	640	0.238682	133.72756	4.7858496782563	0.00178483777016495	chr5q	3698	5	q	3.698	Negative	Other
DEL	chr5	6314E	p	48317879	212	0.148106	48.317879	4.38760981209461	0.00306524216429285	chr5p	9230	5	p	9.23	Positive	Other
DEL	chr5	6314E	q	133727560	467	0.271362	133.72756	3.49217468710264	0.00202921521936092	chr5q	1415	5	q	1.415	Negative	Other
DEL	chr5	6324B	p	48317879	325	0.126736	48.317879	6.72628862703183	0.00262296281672463	chr5p	4419	5	p	4.419	Positive	Other
DEL	chr5	6324B	q	133727560	649	0.260111	133.72756	4.85315068935678	0.00194508147759519	chr5q	11015.5	5	q	11.0155	Negative	Other
DEL	chr5	6365A	p	48317879	326	0.152479	48.317879	6.74698489973039	0.00315574696480365	chr5p	3540	5	p	3.54	Positive	Other
DEL	chr5	6365A	q	133727560	717	0.304485	133.72756	5.36164721767151	0.00227690537388105	chr5q	5311	5	q	5.311	Negative	Other
DEL	chr5	6414C	p	48317879	330	0.129305	48.317879	6.82976999052463	0.00267613154128723	chr5p	3302	5	p	3.302	Positive	Short TL
DEL	chr5	6414C	q	133727560	622	0.16586	133.72756	4.65124765605534	0.00124028285568061	chr5q	5114.5	5	q	5.1145	Negative	Short TL
DEL	chr5	6423A	p	48317879	277	0.13251	48.317879	5.73286753750097	0.00274246309528612	chr5p	9706	5	p	9.706	Positive	Other
DEL	chr5	6423A	q	133727560	506	0.159584	133.72756	3.78381240187139	0.00119335161727321	chr5q	3837.5	5	q	3.8375	Negative	Other
DEL	chr5	6436B	p	48317879	304	0.138296	48.317879	6.29166690036208	0.00286221172911998	chr5p	5587.5	5	p	5.5875	Positive	Other
DEL	chr5	6436B	q	133727560	600	0.199135	133.72756	4.48673407336528	0.00148910964949933	chr5q	7119.5	5	q	7.1195	Negative	Other
DEL	chr5	6439C	p	48317879	324	0.160153	48.317879	6.70559235433327	0.00331457016149239	chr5p	9609	5	p	9.609	Positive	Other
DEL	chr5	6439C	q	133727560	702	0.286967	133.72756	5.24947886583738	0.00214590769471902	chr5q	4512	5	q	4.512	Negative	Other
DEL	chr5	6478A	p	48317879	328	0.184699	48.317879	6.78837744512751	0.00382258087115124	chr5p	4829.5	5	p	4.8295	Positive	Other
DEL	chr5	6478A	q	133727560	646	0.212031	133.72756	4.83071701898995	0.00158554452051619	chr5q	9295.66666666667	5	q	9.29566666666667	Negative	Other
DEL	chr5	6483C	p	48317879	346	0.176336	48.317879	7.16091035370158	0.00364949794257318	chr5p	6910	5	p	6.91	Positive	Other
DEL	chr5	6483C	q	133727560	627	0.233	133.72756	4.68863710666672	0.00174234839849018	chr5q	3951	5	q	3.951	Negative	Other
DEL	chr5	6500D	p	48317879	336	0.145151	48.317879	6.95394762671598	0.00300408467846861	chr5p	6060.5	5	p	6.0605	Positive	Other
DEL	chr5	6500D	q	133727560	560	0.196344	133.72756	4.18761846847426	0.00146823885816805	chr5q	4729.5	5	q	4.7295	Negative	Other
DEL	chr5	6605D	p	48317879	321	0.152798	48.317879	6.64350353623759	0.00316234907579449	chr5p	8951.25	5	p	8.95125	Positive	Other
DEL	chr5	6605D	q	133727560	620	0.239925	133.72756	4.63629187581079	0.00179413278758694	chr5q	4559	5	q	4.559	Negative	Other
DEL	chr6	2436A	p	59672548	327	0.149898	59.672548	5.47990677388202	0.00251200937489715	chr6p	4048.5	6	p	4.0485	Negative	Other
DEL	chr6	2436A	q	112454080	597	0.29806	112.45408	5.30883361457406	0.00265050409909538	chr6q	5896.92857142857	6	q	5.89692857142857	Positive	Other
DEL	chr6	3188	p	59672548	214	149.068861	59.672548	3.58623868382493	2.49811456014917	chr6p	2707.5	6	p	2.7075	Negative	Short TL
DEL	chr6	3188	q	112454080	285	0.124478	112.45408	2.53436780595244	0.00110692293245385	chr6q	2246.33333333333	6	q	2.24633333333333	Positive	Short TL
DEL	chr6	3988	p	59672548	275	0.111873	59.672548	4.60848428996194	0.00187478168353059	chr6p	2850.25	6	p	2.85025	Negative	Other
DEL	chr6	6265D	p	59672548	204	0.091783	59.672548	3.41865743691722	0.00153811095849301	chr6p	7669.25	6	p	7.66925	Negative	Other
DEL	chr6	6265D	q	112454080	374	44.029768	112.45408	3.32580196289899	0.391535531658789	chr6q	8975	6	q	8.975	Positive	Other
DEL	chr6	6266D	p	59672548	327	0.094205	59.672548	5.47990677388202	0.00157869913649405	chr6p	4795.375	6	p	4.795375	Negative	Other
DEL	chr6	6266D	q	112454080	637	0.266278	112.45408	5.66453435926913	0.00236788207239791	chr6q	3383.5	6	q	3.3835	Positive	Other
DEL	chr6	6269C	p	59672548	234	160.097104	59.672548	3.92140117764035	2.68292723146329	chr6p	6963	6	p	6.963	Negative	Short TL
DEL	chr6	6277A	p	59672548	354	0.129427	59.672548	5.93237614053283	0.00216895380435238	chr6p	3839.66666666667	6	p	3.83966666666667	Negative	Other
DEL	chr6	6277A	q	112454080	501	0.279922	112.45408	4.45515182730587	0.0024892115964134	chr6q	7479	6	q	7.479	Positive	Other
DEL	chr6	6285B	p	59672548	314	0.082974	59.672548	5.262051152902	0.00139048863809201	chr6p	3463	6	p	3.463	Negative	Short TL
DEL	chr6	6285B	q	112454080	521	0.194176	112.45408	4.63300219965341	0.00172671369504779	chr6q	4018.5	6	q	4.0185	Positive	Short TL
DEL	chr6	6298B	p	59672548	318	0.116642	59.672548	5.32908365166508	0.00195470118018088	chr6p	1641	6	p	1.641	Negative	Other
DEL	chr6	6298B	q	112454080	660	0.314361	112.45408	5.8690622874688	0.00279546104507724	chr6q	4143.5	6	q	4.1435	Positive	Other
DEL	chr6	6314E	p	59672548	199	0.085353	59.672548	3.33486681346337	0.00143035621673135	chr6p	3820	6	p	3.82	Negative	Other
DEL	chr6	6314E	q	112454080	494	0.253642	112.45408	4.39290419698423	0.00225551620714873	chr6q	4838	6	q	4.838	Positive	Other
DEL	chr6	6324B	p	59672548	307	50.194789	59.672548	5.14474428006661	0.841170532888926	chr6p	5239	6	p	5.239	Negative	Other
DEL	chr6	6324B	q	112454080	675	0.236031	112.45408	6.00245006672946	0.00209891006177811	chr6q	4250.5	6	q	4.2505	Positive	Other
DEL	chr6	6365A	p	59672548	319	0.107307	59.672548	5.34584177635585	0.00179826408619253	chr6p	1875.5	6	p	1.8755	Negative	Other
DEL	chr6	6365A	q	112454080	505	0.274016	112.45408	4.49072190177537	0.00243669238145917	chr6q	4836	6	q	4.836	Positive	Other
DEL	chr6	6414C	p	59672548	269	0.087956	59.672548	4.50793554181732	0.00147397761530143	chr6p	6200	6	p	6.2	Negative	Short TL
DEL	chr6	6414C	q	112454080	511	5.505476	112.45408	4.54407701347963	0.0489575478275221	chr6q	5129	6	q	5.129	Positive	Short TL
DEL	chr6	6423A	p	59672548	299	0.114857	59.672548	5.01067928254044	0.00192478792760785	chr6p	6808	6	p	6.808	Negative	Other
DEL	chr6	6423A	q	112454080	578	0.286345	112.45408	5.13987576084389	0.00254632824349281	chr6q	5479	6	q	5.479	Positive	Other
DEL	chr6	6436B	p	59672548	294	0.089474	59.672548	4.92688865908659	0.00149941644858202	chr6p	2295.16666666667	6	p	2.29516666666667	Negative	Other
DEL	chr6	6436B	q	112454080	623	0.230168	112.45408	5.54003909862586	0.00204677322512442	chr6q	5735.5	6	q	5.7355	Positive	Other
DEL	chr6	6439C	q	112454080	658	1.013664	112.45408	5.85127725023405	0.00901402599176481	chr6q	9609	6	q	9.609	Positive	Other
DEL	chr6	6478A	p	59672548	352	0.10985	59.672548	5.89885989115129	0.00184087999728116	chr6p	5004	6	p	5.004	Negative	Other
DEL	chr6	6478A	q	112454080	638	0.300057	112.45408	5.67342687788651	0.00266826245877428	chr6q	7965	6	q	7.965	Positive	Other
DEL	chr6	6483C	p	59672548	334	0.090973	59.672548	5.59721364671742	0.00152453687749348	chr6p	3580.5	6	p	3.5805	Negative	Other
DEL	chr6	6483C	q	112454080	683	0.270217	112.45408	6.07359021566848	0.00240290970323175	chr6q	4985.5	6	q	4.9855	Positive	Other
DEL	chr6	6500D	p	59672548	318	0.088762	59.672548	5.32908365166508	0.00148748466380219	chr6p	4441	6	p	4.441	Negative	Other
DEL	chr6	6500D	q	112454080	654	0.315917	112.45408	5.81570717576454	0.00280929780404588	chr6q	5955.5	6	q	5.9555	Positive	Other
DEL	chr6	6605D	p	59672548	321	0.11209	59.672548	5.3793580257374	0.00187841819658849	chr6p	4249.75	6	p	4.24975	Negative	Other
DEL	chr6	6605D	q	112454080	620	0.223656	112.45408	5.51336154277373	0.00198886514388806	chr6q	7141.25	6	q	7.14125	Positive	Other
DEL	chr7	2436A	p	62064435	364	0.130354	62.064435	5.86487253126529	0.00210030108225427	chr7p	4684.33333333333	7	p	4.68433333333333	Positive	Other
DEL	chr7	2436A	q	98502993	540	0.169895	98.502993	5.48206692562123	0.00172476992653411	chr7q	6483.08333333333	7	q	6.48308333333333	Positive	Other
DEL	chr7	3188	p	62064435	280	0.10985	62.064435	4.51144040866561	0.00176993474604256	chr7p	1615	7	p	1.615	Positive	Short TL
DEL	chr7	3188	q	98502993	416	0.193029	98.502993	4.22322192788599	0.00195962573441804	chr7q	2375.75	7	q	2.37575	Positive	Short TL
DEL	chr7	3988	p	62064435	382	0.110753	62.064435	6.15489370039379	0.00178448414136051	chr7p	5220	7	p	5.22	Positive	Other
DEL	chr7	3988	q	98502993	480	0.177616	98.502993	4.87294837832999	0.00180315333159471	chr7q	5331	7	q	5.331	Positive	Other
DEL	chr7	6265D	p	62064435	278	0.127002	62.064435	4.479215834318	0.00204629269564768	chr7p	5219.25	7	p	5.21925	Positive	Other
DEL	chr7	6265D	q	98502993	394	36.630136	98.502993	3.99987846054586	0.371868253790014	chr7q	7775.5	7	q	7.7755	Positive	Other
DEL	chr7	6266D	p	62064435	348	0.102532	62.064435	5.6070759364844	0.00165202502850465	chr7p	4870	7	p	4.87	Positive	Other
DEL	chr7	6266D	q	98502993	562	0.184699	98.502993	5.70541039296136	0.00187505977610244	chr7q	6241	7	q	6.241	Positive	Other
DEL	chr7	6269C	p	62064435	302	0.179644	62.064435	4.86591072648933	0.00289447571705116	chr7p	7478	7	p	7.478	Positive	Short TL
DEL	chr7	6269C	q	98502993	459	0.206306	98.502993	4.65975688677805	0.0020944135169578	chr7q	4016	7	q	4.016	Positive	Short TL
DEL	chr7	6277A	p	62064435	397	0.147109	62.064435	6.39657800800088	0.00237026245385139	chr7p	6403.5	7	p	6.4035	Positive	Other
DEL	chr7	6277A	q	98502993	595	0.205097	98.502993	6.04042559397155	0.00208213977822989	chr7q	5808	7	q	5.808	Positive	Other
DEL	chr7	6285B	p	62064435	395	0.133762	62.064435	6.36435343365327	0.0021552117569426	chr7p	3370	7	p	3.37	Positive	Short TL
DEL	chr7	6285B	q	98502993	546	0.146871	98.502993	5.54297878035036	0.00149103083598688	chr7q	3978	7	q	3.978	Positive	Short TL
DEL	chr7	6298B	p	62064435	384	0.116392	62.064435	6.1871182747414	0.0018753413287336	chr7p	5973	7	p	5.973	Positive	Other
DEL	chr7	6298B	q	98502993	631	0.19034	98.502993	6.40589672234629	0.0019323270715236	chr7q	3918.5	7	q	3.9185	Positive	Other
DEL	chr7	6314E	p	62064435	268	0.11821	62.064435	4.31809296257994	0.00190463346681558	chr7p	1998.5	7	p	1.9985	Positive	Other
DEL	chr7	6314E	q	98502993	404	0.244065	98.502993	4.10139821842774	0.00247774197074398	chr7q	5512	7	q	5.512	Positive	Other
DEL	chr7	6324B	p	62064435	404	0.176795	62.064435	6.50936401821752	0.00284857181089299	chr7p	3142	7	p	3.142	Positive	Other
DEL	chr7	6324B	q	98502993	625	0.328302	98.502993	6.34498486761717	0.00333291395521352	chr7q	3970	7	q	3.97	Positive	Other
DEL	chr7	6365A	p	62064435	407	0.138739	62.064435	6.55770087973894	0.00223540261020663	chr7p	6764.5	7	p	6.7645	Positive	Other
DEL	chr7	6365A	q	98502993	614	0.191274	98.502993	6.23331313394711	0.00194180901690977	chr7q	7389.25	7	q	7.38925	Positive	Other
DEL	chr7	6414C	p	62064435	405	0.129288	62.064435	6.52547630539132	0.002083125384127	chr7p	4883	7	p	4.883	Positive	Short TL
DEL	chr7	6414C	q	98502993	589	3.8162	98.502993	5.97951373924242	0.038741970002881	chr7q	2906	7	q	2.906	Positive	Short TL
DEL	chr7	6423A	q	98502993	618	0.201132	98.502993	6.27392103709986	0.00204188719422972	chr7q	4276	7	q	4.276	Positive	Other
DEL	chr7	6436B	p	62064435	390	0.129574	62.064435	6.28379199778424	0.0020877334982587	chr7p	6975	7	p	6.975	Positive	Other
DEL	chr7	6436B	q	98502993	544	0.198494	98.502993	5.52267482877398	0.00201510628210048	chr7q	5743.5	7	q	5.7435	Positive	Other
DEL	chr7	6439C	p	62064435	435	0.166019	62.064435	7.0088449206055	0.00267494580430805	chr7p	7063	7	p	7.063	Positive	Other
DEL	chr7	6439C	q	98502993	579	0.340581	98.502993	5.87799398136055	0.00345757006591668	chr7q	6938.5	7	q	6.9385	Positive	Other
DEL	chr7	6478A	p	62064435	365	0.126045	62.064435	5.88098481843909	0.00203087323682234	chr7p	9319	7	p	9.319	Positive	Other
DEL	chr7	6478A	q	98502993	603	0.170516	98.502993	6.12164140027704	0.00173107430349857	chr7q	8043	7	q	8.043	Positive	Other
DEL	chr7	6483C	p	62064435	390	0.107507	62.064435	6.28379199778424	0.00173218365719433	chr7p	7881.5	7	p	7.8815	Positive	Other
