filename	chr	Arm	arm_size.y	type	sv_count	sv_size_sum	chr_arm_length_mb	sv_rate	sv_proportion	region	final_average_TL_p75	chr_order	arm	final_average_TL_p75_kb	direction	TL_group
6266D	chr1	q	124339061	DUP	3	0.139843	124.339061	0.0241275748415054	0.00112469081618688	chr1q	4338.5	1	q	4.3385	Negative	Other
6266D	chr1	q	124339061	INS	3	0.010684	124.339061	0.0241275748415054	8.59263365355478e-05	chr1q	4338.5	1	q	4.3385	Negative	Other
6266D	chr10	p	40649191	BND	2	0.01739	40.649191	0.0492014711928707	0.000427806792022011	chr10p	5948	10	p	5.948	Negative	Other
6266D	chr10	p	40649191	DEL	4	0.042618	40.649191	0.0984029423857414	0.00104843414964888	chr10p	5948	10	p	5.948	Negative	Other
6266D	chr10	p	40649191	INS	1	0.002721	40.649191	0.0246007355964354	6.69386015579006e-05	chr10p	5948	10	p	5.948	Negative	Other
6266D	chr10	q	94108943	BND	22	166.037744	94.108943	0.233771619345464	1.76431419487944	chr10q	5216	10	q	5.216	Positive	Other
6266D	chr10	q	94108943	DEL	7	0.047711	94.108943	0.0743818788826477	0.00050697626048143	chr10q	5216	10	q	5.216	Positive	Other
6266D	chr11	p	52743313	DEL	3	0.054224	52.743313	0.05687924837031	0.0010280734545439	chr11p	4686.25	11	p	4.68625	Negative	Other
6266D	chr11	q	82384456	BND	12	0.624296	82.384456	0.145658545102246	0.00757783725609598	chr11q	6269	11	q	6.269	Negative	Other
6266D	chr11	q	82384456	DEL	4	0.044565	82.384456	0.0485528483674153	0.000540939421873466	chr11q	6269	11	q	6.269	Negative	Other
6266D	chr11	q	82384456	INS	1	0.000279	82.384456	0.0121382120918538	3.38656117362722e-06	chr11q	6269	11	q	6.269	Negative	Other
6266D	chr12	p	35911664	BND	13	242.195346	35.911664	0.361999377138302	6.7441972613689	chr12p	4092.5	12	p	4.0925	Positive	Other
6266D	chr12	p	35911664	DEL	4	0.043196	35.911664	0.111384423734862	0.00120284039191278	chr12p	4092.5	12	p	4.0925	Positive	Other
6266D	chr12	p	35911664	DUP	1	10.116514	35.911664	0.0278461059337156	0.281705520523917	chr12p	4092.5	12	p	4.0925	Positive	Other
6266D	chr12	p	35911664	INS	2	0.004396	35.911664	0.0556922118674311	0.000122411481684614	chr12p	4092.5	12	p	4.0925	Positive	Other
6266D	chr12	q	97412884	BND	3	99.649182	97.412884	0.0307967475842313	1.02295690167637	chr12q	2331	12	q	2.331	Positive	Other
6266D	chr12	q	97412884	DEL	3	0.002618	97.412884	0.0307967475842313	2.68752950585058e-05	chr12q	2331	12	q	2.331	Positive	Other
6266D	chr12	q	97412884	DUP	1	0.006083	97.412884	0.0102655825280771	6.24455385182929e-05	chr12q	2331	12	q	2.331	Positive	Other
6266D	chr12	q	97412884	INS	3	0.004364	97.412884	0.0307967475842313	4.47990021525284e-05	chr12q	2331	12	q	2.331	Positive	Other
6266D	chr13	q	97043744	DEL	1	0.036321	97.043744	0.0103046312805079	0.000374274512739327	chr13q	7529.66666666667	13	q	7.52966666666667	Positive	Other
6266D	chr13	q	97043744	INS	3	0.000545	97.043744	0.0309138938415237	5.6160240478768e-06	chr13q	7529.66666666667	13	q	7.52966666666667	Positive	Other
6266D	chr14	p	11400261	DEL	3	0.027205	11.400261	0.26315186994403	0.00238634887394245	chr14p	3688.75	14	p	3.68875	Positive	Other
6266D	chr14	p	11400261	INS	2	0.004403	11.400261	0.175434579962687	0.000386219227787855	chr14p	3688.75	14	p	3.68875	Positive	Other
6266D	chr14	q	89761231	BND	4	0.036576	89.761231	0.0445626687093897	0.000407481042678659	chr14q	5204.75	14	q	5.20475	Positive	Other
6266D	chr14	q	89761231	DEL	4	0.025557	89.761231	0.0445626687093897	0.000284722031051468	chr14q	5204.75	14	q	5.20475	Positive	Other
6266D	chr14	q	89761231	INS	2	0.00323	89.761231	0.0222813343546948	3.59843549828322e-05	chr14q	5204.75	14	q	5.20475	Positive	Other
6266D	chr16	p	36838903	DEL	2	0.072083	36.838903	0.0542904331326044	0.00195670864574876	chr16p	5183	16	p	5.183	Positive	Other
6266D	chr16	p	36838903	INS	1	8e-05	36.838903	0.0271452165663022	2.17161732530418e-06	chr16p	5183	16	p	5.183	Positive	Other
6266D	chr16	q	59491471	BND	4	0.072312	59.491471	0.0672365287454398	0.00121550196666006	chr16q	12000.5	16	q	12.0005	Negative	Other
6266D	chr16	q	59491471	DEL	4	0.002118	59.491471	0.0672365287454398	3.56017419707104e-05	chr16q	12000.5	16	q	12.0005	Negative	Other
6266D	chr16	q	59491471	DUP	1	0.018312	59.491471	0.01680913218636	0.000307808828596624	chr16q	12000.5	16	q	12.0005	Negative	Other
6266D	chr16	q	59491471	INS	1	0.001238	59.491471	0.01680913218636	2.08097056467136e-05	chr16q	12000.5	16	q	12.0005	Negative	Other
6266D	chr16	q	59491471	INV	2	0.001093	59.491471	0.0336182643727199	1.83723814796914e-05	chr16q	12000.5	16	q	12.0005	Negative	Other
6266D	chr17	p	25689679	DEL	1	0.003104	25.689679	0.0389261383919978	0.000120826733568761	chr17p	4201	17	p	4.201	Positive	Other
6266D	chr17	p	25689679	INS	1	0.003316	25.689679	0.0389261383919978	0.000129079074907865	chr17p	4201	17	p	4.201	Positive	Other
6266D	chr17	q	58587218	BND	2	0.00167	58.587218	0.034137138923374	2.85045110010173e-05	chr17q	8153	17	q	8.153	Positive	Other
6266D	chr17	q	58587218	DEL	1	0.001896	58.587218	0.017068569461687	3.23620076993586e-05	chr17q	8153	17	q	8.153	Positive	Other
6266D	chr17	q	58587218	DUP	1	0.051368	58.587218	0.017068569461687	0.000876778276107939	chr17q	8153	17	q	8.153	Positive	Other
6266D	chr17	q	58587218	INS	1	0.002203	58.587218	0.017068569461687	3.76020585240965e-05	chr17q	8153	17	q	8.153	Positive	Other
6266D	chr18	p	18449624	DEL	1	0.000152	18.449624	0.0542016466026625	8.2386502836047e-06	chr18p	8683	18	p	8.683	Negative	Other
6266D	chr18	q	62092914	DEL	4	0.021655	62.092914	0.0644195890049547	0.000348751549975574	chr18q	5275.66666666667	18	q	5.27566666666667	Positive	Other
6266D	chr18	q	62092914	DUP	1	0.002713	62.092914	0.0161048972512387	4.36925862426105e-05	chr18q	5275.66666666667	18	q	5.27566666666667	Positive	Other
6266D	chr18	q	62092914	INS	3	0.006129	62.092914	0.0483146917537161	9.87069152528419e-05	chr18q	5275.66666666667	18	q	5.27566666666667	Positive	Other
6266D	chr19	p	27792923	DEL	2	0.014516	27.792923	0.0719607649760337	0.000522291232196052	chr19p	4961.46428571429	19	p	4.96146428571429	Negative	Other
6266D	chr19	p	27792923	DUP	3	0.012577	27.792923	0.10794114746405	0.000452525270551788	chr19p	4961.46428571429	19	p	4.96146428571429	Negative	Other
6266D	chr19	p	27792923	INS	2	0.004201	27.792923	0.0719607649760337	0.000151153586832159	chr19p	4961.46428571429	19	p	4.96146428571429	Negative	Other
6266D	chr19	q	33914441	DEL	5	0.071368	33.914441	0.147429822004143	0.00210435430735833	chr19q	5271	19	q	5.271	Positive	Other
6266D	chr19	q	33914441	DUP	3	0.009568	33.914441	0.0884578932024856	0.000282121707387128	chr19q	5271	19	q	5.271	Positive	Other
6266D	chr19	q	33914441	INS	2	0.001812	33.914441	0.0589719288016571	5.34285674943013e-05	chr19q	5271	19	q	5.271	Positive	Other
6266D	chr2	p	93503283	BND	2	0.031498	93.503283	0.0213896232926923	0.000336865177236611	chr2p	4472.5	2	p	4.4725	Negative	Other
6266D	chr2	p	93503283	DEL	3	0.001297	93.503283	0.0320844349390385	1.3871170705311e-05	chr2p	4472.5	2	p	4.4725	Negative	Other
6266D	chr2	p	93503283	INS	5	0.003741	93.503283	0.0534740582317308	4.0009290368981e-05	chr2p	4472.5	2	p	4.4725	Negative	Other
6266D	chr2	q	149193469	BND	2	0.00159	149.193469	0.0134054125385341	1.06573029681346e-05	chr2q	4364.75	2	q	4.36475	Positive	Other
6266D	chr2	q	149193469	DEL	10	0.028233	149.193469	0.0670270626926706	0.000189237506100217	chr2q	4364.75	2	q	4.36475	Positive	Other
6266D	chr2	q	149193469	INS	5	0.006356	149.193469	0.0335135313463353	4.26024010474614e-05	chr2q	4364.75	2	q	4.36475	Positive	Other
6266D	chr20	p	28012753	BND	4	0.331098	28.012753	0.142792106152508	0.0118195451907208	chr20p	3651.5	20	p	3.6515	Positive	Other
6266D	chr20	p	28012753	DEL	2	0.012446	28.012753	0.0713960530762542	0.00044429763829353	chr20p	3651.5	20	p	3.6515	Positive	Other
6266D	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p	3651.5	20	p	3.6515	Positive	Other
6266D	chr20	q	38197502	DEL	5	0.028057	38.197502	0.13089861216579	0.000734524472307116	chr20q	1916	20	q	1.916	Negative	Other
6266D	chr20	q	38197502	INS	2	0.006101	38.197502	0.0523594448663161	0.000159722486564697	chr20q	1916	20	q	1.916	Negative	Other
6266D	chr21	q	33956153	BND	6	11.328292	33.956153	0.176698461689697	0.333615294995284	chr21q	7273	21	q	7.273	Negative	Other
6266D	chr21	q	33956153	INS	1	0.000236	33.956153	0.0294497436149496	6.95013949312809e-06	chr21q	7273	21	q	7.273	Negative	Other
6266D	chr22	p	14249622	BND	2	9.692954	14.249622	0.140354600283432	0.680225342117847	chr22p	3949	22	p	3.949	Positive	Other
6266D	chr22	p	14249622	DEL	1	0.016803	14.249622	0.070177300141716	0.00117918917428125	chr22p	3949	22	p	3.949	Positive	Other
6266D	chr22	q	37075304	BND	4	0.047928	37.075304	0.10788852870903	0.00129272035099159	chr22q	8680	22	q	8.68	Positive	Other
6266D	chr22	q	37075304	DEL	3	0.065446	37.075304	0.0809163965317722	0.00176521816247279	chr22q	8680	22	q	8.68	Positive	Other
6266D	chr22	q	37075304	INS	1	0.001523	37.075304	0.0269721321772574	4.1078557305963e-05	chr22q	8680	22	q	8.68	Positive	Other
6266D	chr3	p	94076514	BND	11	65.634139	94.076514	0.116926101237127	0.69766763466597	chr3p	12829.5	3	p	12.8295	Negative	Other
6266D	chr3	p	94076514	DEL	1	0.008278	94.076514	0.0106296455670115	8.79922060037216e-05	chr3p	12829.5	3	p	12.8295	Negative	Other
6266D	chr3	p	94076514	DUP	2	1.98135	94.076514	0.0212592911340231	0.0210610482441983	chr3p	12829.5	3	p	12.8295	Negative	Other
6266D	chr3	p	94076514	INS	1	0.001384	94.076514	0.0106296455670115	1.4711429464744e-05	chr3p	12829.5	3	p	12.8295	Negative	Other
6266D	chr3	q	107029434	BND	5	58.589001	107.029434	0.046716121099921	0.547410173167878	chr3q	5562	3	q	5.562	Negative	Other
6266D	chr3	q	107029434	DEL	11	0.270227	107.029434	0.102775466419826	0.00252479145129367	chr3q	5562	3	q	5.562	Negative	Other
6266D	chr3	q	107029434	DUP	1	0.004755	107.029434	0.0093432242199842	4.44270311660249e-05	chr3q	5562	3	q	5.562	Negative	Other
6266D	chr3	q	107029434	INS	7	0.017818	107.029434	0.0654025695398894	0.000166477569151678	chr3q	5562	3	q	5.562	Negative	Other
6266D	chr4	p	52452474	BND	6	0.22331	52.452474	0.114389265985814	0.00425737783121536	chr4p	6912	4	p	6.912	Negative	Other
6266D	chr4	p	52452474	DUP	1	0.006625	52.452474	0.0190648776643024	0.000126304814526003	chr4p	6912	4	p	6.912	Negative	Other
6266D	chr5	p	48317879	BND	4	238.798654	48.317879	0.0827850907942379	4.94224206323295	chr5p	4185.5	5	p	4.1855	Positive	Other
6266D	chr5	p	48317879	DEL	1	0.009211	48.317879	0.0206962726985595	0.000190633367826431	chr5p	4185.5	5	p	4.1855	Positive	Other
6266D	chr5	p	48317879	INS	4	0.009824	48.317879	0.0827850907942379	0.000203320182990648	chr5p	4185.5	5	p	4.1855	Positive	Other
6266D	chr5	q	133727560	BND	4	238.616494	133.72756	0.0299115604891019	1.7843479234946	chr5q	3372	5	q	3.372	Negative	Other
6266D	chr5	q	133727560	DEL	1	0.016631	133.72756	0.00747789012227547	0.000124364790623563	chr5q	3372	5	q	3.372	Negative	Other
6266D	chr5	q	133727560	DUP	1	0.002564	133.72756	0.00747789012227547	1.91733102735143e-05	chr5q	3372	5	q	3.372	Negative	Other
6266D	chr5	q	133727560	INS	3	0.003832	133.72756	0.0224336703668264	2.86552749485596e-05	chr5q	3372	5	q	3.372	Negative	Other
6266D	chr6	p	59672548	BND	2	0.00612	59.672548	0.0335162493815414	0.000102559723107517	chr6p	4795.375	6	p	4.795375	Negative	Other
6266D	chr6	p	59672548	DEL	4	0.010788	59.672548	0.0670324987630828	0.000180786649164034	chr6p	4795.375	6	p	4.795375	Negative	Other
6266D	chr6	p	59672548	INS	3	0.004769	59.672548	0.0502743740723121	7.99194966502855e-05	chr6p	4795.375	6	p	4.795375	Negative	Other
6266D	chr6	q	112454080	BND	2	0.000906	112.45408	0.017785037234754	8.05662186734354e-06	chr6q	3383.5	6	q	3.3835	Positive	Other
6266D	chr6	q	112454080	DEL	7	0.068071	112.45408	0.0622476303216388	0.000605322634803468	chr6q	3383.5	6	q	3.3835	Positive	Other
6266D	chr6	q	112454080	DUP	1	0.003507	112.45408	0.00889251861737698	3.11860627911411e-05	chr6q	3383.5	6	q	3.3835	Positive	Other
6266D	chr6	q	112454080	INS	5	0.008712	112.45408	0.0444625930868849	7.74716221945882e-05	chr6q	3383.5	6	q	3.3835	Positive	Other
6266D	chr7	p	62064435	BND	4	0.00367	62.064435	0.0644491486952229	5.91320939278671e-05	chr7p	4870	7	p	4.87	Positive	Other
6266D	chr7	p	62064435	DEL	3	0.381624	62.064435	0.0483368615214172	0.00614883548041644	chr7p	4870	7	p	4.87	Positive	Other
6266D	chr7	p	62064435	DUP	1	0.358863	62.064435	0.0161122871738057	0.00578210371205345	chr7p	4870	7	p	4.87	Positive	Other
6266D	chr7	p	62064435	INV	1	0.001094	62.064435	0.0161122871738057	1.76268421681435e-05	chr7p	4870	7	p	4.87	Positive	Other
6266D	chr7	q	98502993	BND	4	0.025682	98.502993	0.0406079031527499	0.000260723042192231	chr7q	6241	7	q	6.241	Positive	Other
6266D	chr7	q	98502993	DEL	1	0.021652	98.502993	0.0101519757881875	0.000219810579765835	chr7q	6241	7	q	6.241	Positive	Other
6266D	chr7	q	98502993	DUP	1	0.096571	98.502993	0.0101519757881875	0.000980386453841052	chr7q	6241	7	q	6.241	Positive	Other
6266D	chr7	q	98502993	INS	3	0.004506	98.502993	0.0304559273645624	4.57448029015727e-05	chr7q	6241	7	q	6.241	Positive	Other
6266D	chr8	p	45270456	DEL	2	0.013275	45.270456	0.0441789232253371	0.000293237602908175	chr8p	2143.5	8	p	2.1435	Negative	Other
6266D	chr8	p	45270456	INS	1	0.000313	45.270456	0.0220894616126685	6.91400148476525e-06	chr8p	2143.5	8	p	2.1435	Negative	Other
6266D	chr8	q	100988875	BND	2	0.000476	100.988875	0.0198041615970076	4.71339046008781e-06	chr8q	4278	8	q	4.278	Negative	Other
6266D	chr8	q	100988875	DEL	4	0.021808	100.988875	0.0396083231940152	0.000215944578053771	chr8q	4278	8	q	4.278	Negative	Other
6266D	chr8	q	100988875	INS	1	7e-04	100.988875	0.0099020807985038	6.93145655895266e-06	chr8q	4278	8	q	4.278	Negative	Other
6266D	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q	4278	8	q	4.278	Negative	Other
6266D	chr9	p	46267185	DEL	4	0.031966	46.267185	0.086454362849177	0.000690900040709198	chr9p	4410.5	9	p	4.4105	Negative	Other
6266D	chr9	q	104350062	BND	6	0.058808	104.350062	0.0574987679451499	0.000563564590886395	chr9q	4862	9	q	4.862	Negative	Other
6266D	chr9	q	104350062	DEL	2	0.005508	104.350062	0.0191662559817166	5.27838689736476e-05	chr9q	4862	9	q	4.862	Negative	Other
6266D	chr9	q	104350062	INS	1	0.006067	104.350062	0.00958312799085831	5.81408375205374e-05	chr9q	4862	9	q	4.862	Negative	Other
6269C	chr1	p	124048267	BND	5	128.775573	124.048267	0.0403068911877665	1.03810860171066	chr1p	4019	1	p	4.019	Negative	Short TL
6269C	chr1	p	124048267	DEL	5	0.056395	124.048267	0.0403068911877665	0.000454621425706818	chr1p	4019	1	p	4.019	Negative	Short TL
6269C	chr1	p	124048267	DUP	1	0.000374	124.048267	0.00806137823755329	3.01495546084493e-06	chr1p	4019	1	p	4.019	Negative	Short TL
6269C	chr1	p	124048267	INS	5	0.004377	124.048267	0.0403068911877665	3.52846525457708e-05	chr1p	4019	1	p	4.019	Negative	Short TL
6269C	chr1	q	124339061	BND	5	128.778805	124.339061	0.0402126247358423	1.03570675187904	chr1q	4756.8	1	q	4.7568	Negative	Short TL
6269C	chr1	q	124339061	DEL	2	0.042686	124.339061	0.0160850498943369	0.000343303219894833	chr1q	4756.8	1	q	4.7568	Negative	Short TL
6269C	chr1	q	124339061	DUP	1	0.006393	124.339061	0.00804252494716845	5.14158619872479e-05	chr1q	4756.8	1	q	4.7568	Negative	Short TL
6269C	chr1	q	124339061	INS	6	0.01126	124.339061	0.0482551496830107	9.05588309051168e-05	chr1q	4756.8	1	q	4.7568	Negative	Short TL
6269C	chr1	q	124339061	INV	1	0.001196	124.339061	0.00804252494716845	9.61885983681347e-06	chr1q	4756.8	1	q	4.7568	Negative	Short TL
6269C	chr10	p	40649191	BND	2	0.017354	40.649191	0.0492014711928707	0.000426921165540539	chr10p	3778.5	10	p	3.7785	Negative	Short TL
6269C	chr10	p	40649191	DEL	1	0.011311	40.649191	0.0246007355964354	0.00027825892033128	chr10p	3778.5	10	p	3.7785	Negative	Short TL
6269C	chr10	p	40649191	INS	2	0.00252	40.649191	0.0492014711928707	6.19938537030171e-05	chr10p	3778.5	10	p	3.7785	Negative	Short TL
6269C	chr10	q	94108943	DEL	5	0.023787	94.108943	0.0531299134876055	0.000252760250425935	chr10q	6423.5	10	q	6.4235	Positive	Short TL
6269C	chr10	q	94108943	INS	6	0.013496	94.108943	0.0637558961851266	0.000143408262485745	chr10q	6423.5	10	q	6.4235	Positive	Short TL
6269C	chr11	q	82384456	BND	8	0.461772	82.384456	0.0971056967348307	0.00560508647407953	chr11q	3914	11	q	3.914	Negative	Short TL
6269C	chr11	q	82384456	DEL	6	0.045927	82.384456	0.072829272551123	0.000557471666742571	chr11q	3914	11	q	3.914	Negative	Short TL
6269C	chr12	p	35911664	BND	3	142.878868	35.911664	0.0835383178011467	3.97862009401736	chr12p	4043.16666666667	12	p	4.04316666666667	Positive	Short TL
6269C	chr12	p	35911664	DEL	3	0.033912	35.911664	0.0835383178011467	0.000944317144424162	chr12p	4043.16666666667	12	p	4.04316666666667	Positive	Short TL
6269C	chr12	p	35911664	DUP	1	0.029445	35.911664	0.0278461059337156	0.000819928589218255	chr12p	4043.16666666667	12	p	4.04316666666667	Positive	Short TL
6269C	chr12	p	35911664	INS	1	0.000116	35.911664	0.0278461059337156	3.23014828831101e-06	chr12p	4043.16666666667	12	p	4.04316666666667	Positive	Short TL
6269C	chr12	q	97412884	BND	9	99.855406	97.412884	0.0923902427526938	1.02507391116764	chr12q	4918.75	12	q	4.91875	Positive	Short TL
6269C	chr12	q	97412884	DEL	3	0.053849	97.412884	0.0307967475842313	0.000552791353554423	chr12q	4918.75	12	q	4.91875	Positive	Short TL
6269C	chr12	q	97412884	DUP	2	0.025156	97.412884	0.0205311650561542	0.000258240994076307	chr12q	4918.75	12	q	4.91875	Positive	Short TL
6269C	chr12	q	97412884	INS	1	0.003067	97.412884	0.0102655825280771	3.14845416136124e-05	chr12q	4918.75	12	q	4.91875	Positive	Short TL
6269C	chr13	q	97043744	DEL	5	0.057354	97.043744	0.0515231564025395	0.00059101182246225	chr13q	5219	13	q	5.219	Positive	Short TL
6269C	chr13	q	97043744	INS	2	0.001126	97.043744	0.0206092625610158	1.16030148218519e-05	chr13q	5219	13	q	5.219	Positive	Short TL
6269C	chr14	p	11400261	BND	4	0.002866	11.400261	0.350869159925374	0.00025139775308653	chr14p	5100	14	p	5.1	Positive	Short TL
6269C	chr14	q	89761231	BND	2	0.001192	89.761231	0.0222813343546948	1.32796752753981e-05	chr14q	2039	14	q	2.039	Positive	Short TL
6269C	chr14	q	89761231	DEL	2	0.000344	89.761231	0.0222813343546948	3.83238950900751e-06	chr14q	2039	14	q	2.039	Positive	Short TL
6269C	chr14	q	89761231	DUP	2	0.00869	89.761231	0.0222813343546948	9.68123977711491e-05	chr14q	2039	14	q	2.039	Positive	Short TL
6269C	chr14	q	89761231	INS	5	0.004271	89.761231	0.0557033358867371	4.75817895144508e-05	chr14q	2039	14	q	2.039	Positive	Short TL
6269C	chr15	q	82566565	DEL	4	0.018461	82.566565	0.0484457600967171	0.000223589294286374	chr15q	3138.5	15	q	3.1385	Negative	Short TL
6269C	chr15	q	82566565	INS	1	0.000293	82.566565	0.0121114400241793	3.54865192708453e-06	chr15q	3138.5	15	q	3.1385	Negative	Short TL
6269C	chr16	p	36838903	DEL	2	0.005856	36.838903	0.0542904331326044	0.000158962388212266	chr16p	4978.75	16	p	4.97875	Positive	Short TL
6269C	chr16	p	36838903	INS	3	0.002667	36.838903	0.0814356496989066	7.2396292582328e-05	chr16p	4978.75	16	p	4.97875	Positive	Short TL
6269C	chr16	q	59491471	BND	4	0.76742	59.491471	0.0672365287454398	0.0128996642224564	chr16q	4368.75	16	q	4.36875	Negative	Short TL
6269C	chr16	q	59491471	DEL	4	0.01965	59.491471	0.0672365287454398	0.000330299447461973	chr16q	4368.75	16	q	4.36875	Negative	Short TL
6269C	chr16	q	59491471	DUP	1	0.003692	59.491471	0.01680913218636	6.2059316032041e-05	chr16q	4368.75	16	q	4.36875	Negative	Short TL
6269C	chr16	q	59491471	INS	1	5.4e-05	59.491471	0.01680913218636	9.07693138063438e-07	chr16q	4368.75	16	q	4.36875	Negative	Short TL
6269C	chr16	q	59491471	INV	1	0.000662	59.491471	0.01680913218636	1.11276455073703e-05	chr16q	4368.75	16	q	4.36875	Negative	Short TL
6269C	chr17	p	25689679	INS	1	0.003979	25.689679	0.0389261383919978	0.000154887104661759	chr17p	5390	17	p	5.39	Positive	Short TL
6269C	chr17	q	58587218	BND	4	0.001864	58.587218	0.0682742778467481	3.18158134765846e-05	chr17q	5776.25	17	q	5.77625	Positive	Short TL
6269C	chr17	q	58587218	DEL	6	19.356382	58.587218	0.102411416770122	0.330385750693948	chr17q	5776.25	17	q	5.77625	Positive	Short TL
6269C	chr18	q	62092914	DEL	1	5.6e-05	62.092914	0.0161048972512387	9.01874246069366e-07	chr18q	5185.75	18	q	5.18575	Positive	Short TL
6269C	chr19	q	33914441	DEL	1	0.012476	33.914441	0.0294859644008285	0.000367866891864737	chr19q	5292	19	q	5.292	Positive	Short TL
6269C	chr19	q	33914441	INS	2	0.0051	33.914441	0.0589719288016571	0.000150378418444226	chr19q	5292	19	q	5.292	Positive	Short TL
6269C	chr2	p	93503283	BND	6	0.051302	93.503283	0.0641688698780769	0.00054866522708085	chr2p	6108.25	2	p	6.10825	Negative	Short TL
6269C	chr2	p	93503283	DEL	3	0.056639	93.503283	0.0320844349390385	0.0006057434368374	chr2p	6108.25	2	p	6.10825	Negative	Short TL
6269C	chr2	q	149193469	BND	8	0.020618	149.193469	0.0536216501541364	0.000138196397859748	chr2q	3223	2	q	3.223	Positive	Short TL
6269C	chr2	q	149193469	DEL	5	0.031551	149.193469	0.0335135313463353	0.000211477085501645	chr2q	3223	2	q	3.223	Positive	Short TL
6269C	chr2	q	149193469	INS	4	0.002856	149.193469	0.0268108250770682	1.91429291050267e-05	chr2q	3223	2	q	3.223	Positive	Short TL
6269C	chr20	p	28012753	BND	2	0.33096	28.012753	0.0713960530762542	0.0118146188630585	chr20p	3327.25	20	p	3.32725	Positive	Short TL
6269C	chr20	p	28012753	DEL	1	0.00943	28.012753	0.0356980265381271	0.000336632390254539	chr20p	3327.25	20	p	3.32725	Positive	Short TL
6269C	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p	3327.25	20	p	3.32725	Positive	Short TL
6269C	chr20	q	38197502	DEL	3	0.001854	38.197502	0.0785391672994742	4.85372053910751e-05	chr20q	5551.5	20	q	5.5515	Negative	Short TL
6269C	chr20	q	38197502	INS	1	0.002208	38.197502	0.0261797224331581	5.7804827132413e-05	chr20q	5551.5	20	q	5.5515	Negative	Short TL
6269C	chr21	q	33956153	BND	6	11.328292	33.956153	0.176698461689697	0.333615294995284	chr21q	2735	21	q	2.735	Negative	Short TL
6269C	chr21	q	33956153	DEL	1	6.8e-05	33.956153	0.0294497436149496	2.00258256581657e-06	chr21q	2735	21	q	2.735	Negative	Short TL
6269C	chr21	q	33956153	DUP	1	0.024224	33.956153	0.0294497436149496	0.000713390589328538	chr21q	2735	21	q	2.735	Negative	Short TL
6269C	chr22	q	37075304	DEL	4	0.171476	37.075304	0.10788852870903	0.00462507333722739	chr22q	3979	22	q	3.979	Positive	Short TL
6269C	chr22	q	37075304	DUP	1	0.012046	37.075304	0.0269721321772574	0.000324906304207243	chr22q	3979	22	q	3.979	Positive	Short TL
6269C	chr22	q	37075304	INS	2	0.001658	37.075304	0.0539442643545148	4.47197951498928e-05	chr22q	3979	22	q	3.979	Positive	Short TL
6269C	chr3	p	94076514	BND	2	0.000914	94.076514	0.0212592911340231	9.71549604824856e-06	chr3p	9171	3	p	9.171	Negative	Short TL
6269C	chr3	p	94076514	DEL	7	0.066342	94.076514	0.0744075189690808	0.00070519194620668	chr3p	9171	3	p	9.171	Negative	Short TL
6269C	chr3	p	94076514	INS	1	0.001381	94.076514	0.0106296455670115	1.46795405280429e-05	chr3p	9171	3	p	9.171	Negative	Short TL
6269C	chr3	q	107029434	BND	8	0.852826	107.029434	0.0747457937598736	0.00796814453863224	chr3q	4462.125	3	q	4.462125	Negative	Short TL
6269C	chr3	q	107029434	DEL	6	0.094549	107.029434	0.0560593453199052	0.000883392506775286	chr3q	4462.125	3	q	4.462125	Negative	Short TL
6269C	chr3	q	107029434	INS	1	0.002046	107.029434	0.0093432242199842	1.91162367540877e-05	chr3q	4462.125	3	q	4.462125	Negative	Short TL
6269C	chr4	p	52452474	BND	2	0.002228	52.452474	0.0381297553286047	4.24765474360656e-05	chr4p	3559.5	4	p	3.5595	Negative	Short TL
6269C	chr4	p	52452474	DEL	2	0.098154	52.452474	0.0381297553286047	0.00187129400226193	chr4p	3559.5	4	p	3.5595	Negative	Short TL
6269C	chr4	p	52452474	INS	1	0.000331	52.452474	0.0190648776643024	6.31047450688408e-06	chr4p	3559.5	4	p	3.5595	Negative	Short TL
6269C	chr4	p	52452474	INV	1	0.002018	52.452474	0.0190648776643024	3.84729231265622e-05	chr4p	3559.5	4	p	3.5595	Negative	Short TL
6269C	chr4	q	141122471	BND	4	0.02217	141.122471	0.0283441748975611	0.000157097589369733	chr4q	4636.25	4	q	4.63625	Positive	Short TL
6269C	chr4	q	141122471	DEL	10	0.053453	141.122471	0.0708604372439029	0.000378770295199834	chr4q	4636.25	4	q	4.63625	Positive	Short TL
6269C	chr4	q	141122471	INS	8	0.011647	141.122471	0.0566883497951223	8.25311512579736e-05	chr4q	4636.25	4	q	4.63625	Positive	Short TL
6269C	chr4	q	141122471	INV	1	0.011552	141.122471	0.00708604372439029	8.18579771041566e-05	chr4q	4636.25	4	q	4.63625	Positive	Short TL
6269C	chr5	p	48317879	BND	2	0.222438	48.317879	0.0413925453971189	0.00460363750652217	chr5p	5932.5	5	p	5.9325	Positive	Short TL
6269C	chr5	p	48317879	INS	1	0.00215	48.317879	0.0206962726985595	4.44969863019029e-05	chr5p	5932.5	5	p	5.9325	Positive	Short TL
6269C	chr5	q	133727560	BND	6	0.013398	133.72756	0.0448673407336528	0.000100188771858247	chr5q	3078	5	q	3.078	Negative	Short TL
