ID	chrom	Arm	Gain_Loss	Arm_Length	total_cnv_length	segment_count	arm_length_mb	cnv_rate_per_mb	cnv_proportion_per_mb	arm
6423A	chr7	q	Gain	98502993	76.279473	14	98.502993	0.142127661034625	0.7743873630317	chr7q
6423A	chr8	p	Gain	45270456	34.814209	8	45.270456	0.176715692901348	0.769027133280919	chr8p
6423A	chr8	q	Gain	100988875	92.837598	14	100.988875	0.138629131179053	0.919285396535014	chr8q
6423A	chr8	NA	Gain	NA	10.404213	1	NA	NA	NA	chr8NA
6423A	chr9	q	Loss	104350062	3.600401	3	104.350062	0.0287493839725749	0.0345031036014143	chr9q
6436B	chr10	p	Gain	40649191	16.619511	6	40.649191	0.147604413578612	0.408852195853049	chr10p
6436B	chr11	q	Gain	82384456	1.000946	1	82.384456	0.0121382120918538	0.0121496948404927	chr11q
6436B	chr14	q	Gain	89761231	0.400641	1	89.761231	0.0111406671773474	0.00446340803859965	chr14q
6436B	chr17	q	Loss	58587218	1.601457	1	58.587218	0.017068569461687	0.0273345800444049	chr17q
6436B	chr21	q	Loss	33956153	4.008061	1	33.956153	0.0294497436149496	0.118036368843078	chr21q
6436B	chr3	q	Gain	107029434	56.82983	10	107.029434	0.093432242199842	0.530973844073584	chr3q
6436B	chr4	p	Gain	52452474	26.824256	2	52.452474	0.0381297553286047	0.511401159075928	chr4p
6436B	chr5	q	Loss	133727560	0.400101	1	133.72756	0.00747789012227547	0.00299191131581254	chr5q
6436B	chr8	q	Gain	100988875	25.41029	3	100.988875	0.0297062423955114	0.251614744693413	chr8q
6436B	chr9	q	Gain	104350062	0.200024	1	104.350062	0.00958312799085831	0.00191685559324344	chr9q
6439C	chr1	q	Loss	124339061	0.400303	1	124.339061	0.00804252494716845	0.00321944686392637	chr1q
6439C	chr11	p	Loss	52743313	44.84253	3	52.743313	0.05687924837031	0.850203133807692	chr11p
6439C	chr12	q	Loss	97412884	10.009352	2	97.412884	0.0205311650561542	0.102751829008573	chr12q
6439C	chr14	q	Gain	89761231	0.801281	1	89.761231	0.0111406671773474	0.00892680493653212	chr14q
6439C	chr15	q	Gain	82566565	1.602465	1	82.566565	0.0121114400241793	0.0194081587383464	chr15q
6439C	chr8	q	Gain	100988875	82.033217	7	100.988875	0.0693145655895266	0.812299542895195	chr8q
6478A	chr10	p	Gain	40649191	20.824448	8	40.649191	0.196805884771483	0.512296739189717	chr10p
6478A	chr11	p	Loss	52743313	49.246689	6	52.743313	0.11375849674062	0.933704885015471	chr11p
6478A	chr11	q	Gain	82384456	57.654435	3	82.384456	0.0364146362755615	0.699821760066001	chr11q
6478A	chr12	p	Gain	35911664	30.228244	2	35.911664	0.0556922118674311	0.841738884614202	chr12p
6478A	chr14	q	Gain	89761231	0.400641	1	89.761231	0.0111406671773474	0.00446340803859965	chr14q
6478A	chr14	q	Loss	89761231	48.877982	5	89.761231	0.0557033358867371	0.544533329762378	chr14q
6478A	chr2	p	Loss	93503283	0.200081	1	93.503283	0.0106948116463462	0.00213982860901258	chr2p
6483C	chr11	p	Gain	52743313	2.402281	2	52.743313	0.03791949891354	0.0455466458847589	chr11p
6483C	chr11	p	Loss	52743313	13.612921	1	52.743313	0.01895974945677	0.258097571534803	chr11p
6483C	chr14	q	Gain	89761231	0.400641	1	89.761231	0.0111406671773474	0.00446340803859965	chr14q
6483C	chr15	q	Gain	82566565	2.604005	1	82.566565	0.0121114400241793	0.031538250380163	chr15q
6483C	chr17	q	Gain	58587218	3.202913	1	58.587218	0.017068569461687	0.0546691430202404	chr17q
6483C	chr19	p	Gain	27792923	0.801397	1	27.792923	0.0359803824880168	0.0288345705847492	chr19p
6483C	chr2	q	Gain	149193469	1.600641	1	149.193469	0.00670270626926705	0.0107286264655459	chr2q
6483C	chr21	q	Gain	33956153	6.012091	1	33.956153	0.0294497436149496	0.177054538539746	chr21q
6483C	chr21	q	Loss	33956153	12.825796	4	33.956153	0.117798974459798	0.377716403857645	chr21q
6483C	chr21	NA	Loss	NA	6.6133	1	NA	NA	NA	chr21NA
6483C	chr5	q	Gain	133727560	0.200051	1	133.72756	0.00747789012227547	0.00149595939685133	chr5q
6483C	chr8	q	Gain	100988875	41.01661	5	100.988875	0.049510403992519	0.406149786300719	chr8q
6500D	chr14	q	Gain	89761231	0.400641	1	89.761231	0.0111406671773474	0.00446340803859965	chr14q
6500D	chr15	q	Gain	82566565	1.602465	1	82.566565	0.0121114400241793	0.0194081587383464	chr15q
6500D	chr19	p	Loss	27792923	3.806632	1	27.792923	0.0359803824880168	0.136964075351124	chr19p
6500D	chr5	q	Loss	133727560	46.211499	7	133.72756	0.0523452308559283	0.345564511907643	chr5q
6500D	chr7	p	Gain	62064435	45.247238	4	62.064435	0.0644491486952229	0.729036492477536	chr7p
6500D	chr8	q	Gain	100988875	32.813287	3	100.988875	0.0297062423955114	0.324919819138494	chr8q
6605D	chr10	p	Gain	40649191	35.842069	4	40.649191	0.0984029423857414	0.881741262698192	chr10p
6605D	chr10	q	Gain	94108943	0.200236	1	94.108943	0.0106259826975211	0.00212770427142084	chr10q
6605D	chr10	q	Loss	94108943	5.806797	1	94.108943	0.0106259826975211	0.0617029244500175	chr10q
6605D	chr11	p	Loss	52743313	12.011402	2	52.743313	0.03791949891354	0.227733172544546	chr11p
6605D	chr12	p	Gain	35911664	30.628618	2	35.911664	0.0556922118674311	0.852887741431308	chr12p
6605D	chr12	q	Loss	97412884	4.804489	1	97.412884	0.0102655825280771	0.0493208783347386	chr12q
6605D	chr12	NA	Gain	NA	8.608042	1	NA	NA	NA	chr12NA
6605D	chr14	q	Gain	89761231	0.801281	1	89.761231	0.0111406671773474	0.00892680493653212	chr14q
6605D	chr15	q	Gain	82566565	1.602465	1	82.566565	0.0121114400241793	0.0194081587383464	chr15q
6605D	chr18	q	Loss	62092914	0.400709	1	62.092914	0.0161048972512387	0.0064533772726466	chr18q
6605D	chr7	p	Gain	62064435	0.600628	1	62.064435	0.0161122871738057	0.00967749082062859	chr7p
6605D	chr8	q	Gain	100988875	36.014586	6	100.988875	0.0594124847910228	0.356619340496664	chr8q
6605D	chr9	p	Loss	46267185	0.400047	1	46.267185	0.0216135907122943	0.00864645212368118	chr9p
6605D	chr9	q	Gain	104350062	0.400045	1	104.350062	0.00958312799085831	0.00383368243710291	chr9q
