filename	chr	Arm	type	arm_size	sv_count	sv_size_sum	chr_arm_length_mb	sv_rate	sv_proportion	region
6266D	chr3	p	INS	94076514	1844	0.001844	94.076514	19.6010664255693	1.96010664255693e-05	chr3p
6266D	chr3	q	DEL	107029434	1732	3.146668	107.029434	16.1824643490126	0.0294000246698492	chr3q
6266D	chr3	q	DUP	107029434	16	0.050936	107.029434	0.149491587519747	0.000475906468869115	chr3q
6266D	chr3	q	INS	107029434	1844	0.001844	107.029434	17.2289054616509	1.72289054616509e-05	chr3q
6266D	chr4	p	DEL	52452474	2108	1.685336	52.452474	40.1887621163494	0.0321307246632447	chr4p
6266D	chr4	p	DUP	52452474	36	0.258648	52.452474	0.686335595914885	0.00493109247811647	chr4p
6266D	chr4	p	INS	52452474	2108	0.002108	52.452474	40.1887621163494	4.01887621163494e-05	chr4p
6266D	chr4	q	DEL	141122471	2108	1.685336	141.122471	14.9373801710147	0.011942364586289	chr4q
6266D	chr4	q	DUP	141122471	36	0.258648	141.122471	0.25509757407805	0.0018327910372261	chr4q
6266D	chr4	q	INS	141122471	2108	0.002108	141.122471	14.9373801710147	1.49373801710147e-05	chr4q
6266D	chr5	p	DEL	48317879	1824	1.21808	48.317879	37.7500014021725	0.0252097158486613	chr5p
6266D	chr5	p	DUP	48317879	16	0.03026	48.317879	0.331140363176952	0.00062626921185841	chr5p
6266D	chr5	p	INS	48317879	1884	0.001884	48.317879	38.991777764086	3.8991777764086e-05	chr5p
6266D	chr5	q	DEL	133727560	1824	1.21808	133.72756	13.6396715830305	0.0091086684001413	chr5q
6266D	chr5	q	DUP	133727560	16	0.03026	133.72756	0.119646241956407	0.000226280955100056	chr5q
6266D	chr5	q	INS	133727560	1884	0.001884	133.72756	14.088344990367	1.4088344990367e-05	chr5q
6266D	chr6	p	DEL	59672548	1964	1.696216	59.672548	32.9129568926737	0.0284253992304803	chr6p
6266D	chr6	p	DUP	59672548	24	0.037776	59.672548	0.402194992578497	0.000633054918318554	chr6p
6266D	chr6	p	INS	59672548	1876	0.001876	59.672548	31.4382419198858	3.14382419198858e-05	chr6p
6266D	chr6	q	DEL	112454080	1964	1.696216	112.45408	17.4649065645284	0.0150836323590927	chr6q
6266D	chr6	q	DUP	112454080	24	0.037776	112.45408	0.213420446817047	0.000335923783290033	chr6q
6266D	chr6	q	INS	112454080	1876	0.001876	112.45408	16.6823649261992	1.66823649261992e-05	chr6q
6266D	chr7	p	DEL	62064435	1908	1.374936	62.064435	30.7422439276213	0.0221533636776038	chr7p
6266D	chr7	p	DUP	62064435	8	2.871064	62.064435	0.128898297390446	0.0462594076623754	chr7p
6266D	chr7	p	INS	62064435	1964	0.001964	62.064435	31.6445320093545	3.16445320093545e-05	chr7p
6266D	chr7	p	INV	62064435	8	0.008752	62.064435	0.128898297390446	0.000141014737345148	chr7p
6266D	chr7	q	DEL	98502993	1908	1.374936	98.502993	19.3699698038617	0.0139583169823073	chr7q
6266D	chr7	q	DUP	98502993	8	2.871064	98.502993	0.0812158063054998	0.0291469722143367	chr7q
6266D	chr7	q	INS	98502993	1964	0.001964	98.502993	19.9384804480002	1.99384804480002e-05	chr7q
6266D	chr7	q	INV	98502993	8	0.008752	98.502993	0.0812158063054998	8.88500920982167e-05	chr7q
6266D	chr8	p	DEL	45270456	1628	0.95038	45.270456	35.9616435054244	0.0209933825274479	chr8p
6266D	chr8	p	INS	45270456	1612	0.001612	45.270456	35.6082121196217	3.56082121196217e-05	chr8p
6266D	chr8	p	INV	45270456	8	0.007096	45.270456	0.176715692901348	0.000156746819603496	chr8p
6266D	chr8	q	DEL	100988875	1628	0.95038	100.988875	16.1205875399642	0.00941073954928204	chr8q
6266D	chr8	q	INS	100988875	1612	0.001612	100.988875	15.9621542471881	1.59621542471881e-05	chr8q
6266D	chr8	q	INV	100988875	8	0.007096	100.988875	0.0792166463880304	7.02651653461829e-05	chr8q
6266D	chr9	p	DEL	46267185	1316	1.010516	46.267185	28.4434853773792	0.0218408792322247	chr9p
6266D	chr9	p	INS	46267185	1200	0.0012	46.267185	25.9363088547531	2.59363088547531e-05	chr9p
6266D	chr9	q	DEL	104350062	1316	1.010516	104.350062	12.6113964359695	0.00968390416481018	chr9q
6266D	chr9	q	INS	104350062	1200	0.0012	104.350062	11.49975358903	1.149975358903e-05	chr9q
6266D	chrX	p	DEL	59373565	708	1.043964	59.373565	11.9244987226218	0.0175829765317275	chrXp
6266D	chrX	p	INS	59373565	688	0.000688	59.373565	11.58764847622	1.158764847622e-05	chrXp
6266D	chrX	q	DEL	94886001	708	1.043964	94.886001	7.46158540288783	0.0110022973778819	chrXq
6266D	chrX	q	INS	94886001	688	0.000688	94.886001	7.25080615421868	7.25080615421868e-06	chrXq
6266D	chrY	p	DEL	10724418	256	0.242316	10.724418	23.8707592337412	0.0225947925565751	chrYp
6266D	chrY	p	DUP	10724418	8	0.001216	10.724418	0.745961226054412	0.000113386106360271	chrYp
6266D	chrY	p	INS	10724418	216	0.000216	10.724418	20.1409531034691	2.01409531034691e-05	chrYp
6266D	chrY	q	DEL	51735611	256	0.242316	51.735611	4.94823575196589	0.00468373708778659	chrYq
6266D	chrY	q	DUP	51735611	8	0.001216	51.735611	0.154632367248934	2.3504119821838e-05	chrYq
6266D	chrY	q	INS	51735611	216	0.000216	51.735611	4.17507391572122	4.17507391572122e-06	chrYq
6269C	chr1	p	DEL	124048267	1552	1.190996	124.048267	12.5112590246827	0.00960106923541302	chr1p
6269C	chr1	p	DUP	124048267	8	0.051144	124.048267	0.0644910259004263	0.000412291128581426	chr1p
6269C	chr1	p	INS	124048267	1424	0.001424	124.048267	11.4794026102759	1.14794026102759e-05	chr1p
6269C	chr1	p	INV	124048267	8	0.009568	124.048267	0.0644910259004263	7.71312669769099e-05	chr1p
6269C	chr1	q	DEL	124339061	1552	1.190996	124.339061	12.4819987180054	0.00957861504197784	chr1q
6269C	chr1	q	DUP	124339061	8	0.051144	124.339061	0.0643401995773476	0.000411326895897983	chr1q
6269C	chr1	q	INS	124339061	1424	0.001424	124.339061	11.4525555247679	1.14525555247679e-05	chr1q
6269C	chr1	q	INV	124339061	8	0.009568	124.339061	0.0643401995773476	7.69508786945078e-05	chr1q
6269C	chr10	p	DEL	40649191	1132	0.883996	40.649191	27.8480326951648	0.0217469518643065	chr10p
6269C	chr10	p	DUP	40649191	8	0.029872	40.649191	0.196805884771483	0.000734873173736717	chr10p
6269C	chr10	p	INS	40649191	1112	0.001112	40.649191	27.3560179832361	2.73560179832361e-05	chr10p
6269C	chr10	q	DEL	94108943	1132	0.883996	94.108943	12.0286124135939	0.00939332620067787	chr10q
6269C	chr10	q	DUP	94108943	8	0.029872	94.108943	0.0850078615801688	0.00031741935514035	chr10q
6269C	chr10	q	INS	94108943	1112	0.001112	94.108943	11.8160927596435	1.18160927596435e-05	chr10q
6269C	chr11	p	DEL	52743313	1188	1.069896	52.743313	22.5241823546428	0.0202849601048004	chr11p
6269C	chr11	p	DUP	52743313	8	0.366408	52.743313	0.15167799565416	0.00694700387895618	chr11p
6269C	chr11	p	INS	52743313	1044	0.001044	52.743313	19.7939784328679	1.97939784328679e-05	chr11p
6269C	chr11	q	DEL	82384456	1188	1.069896	82.384456	14.4201959651224	0.012986624564226	chr11q
6269C	chr11	q	DUP	82384456	8	0.366408	82.384456	0.0971056967348307	0.00444753801615198	chr11q
6269C	chr11	q	INS	82384456	1044	0.001044	82.384456	12.6722934238954	1.26722934238954e-05	chr11q
6269C	chr12	p	DEL	35911664	1132	0.898676	35.911664	31.521791916966	0.0250246270960878	chr12p
6269C	chr12	p	DUP	35911664	24	0.43728	35.911664	0.668306542409174	0.0121765452026951	chr12p
6269C	chr12	p	INS	35911664	1108	0.001108	35.911664	30.8534853745569	3.08534853745569e-05	chr12p
6269C	chr12	q	DEL	97412884	1132	0.898676	97.412884	11.6206394217833	0.0092254326440022	chr12q
6269C	chr12	q	DUP	97412884	24	0.43728	97.412884	0.24637398067385	0.00448893392787755	chr12q
6269C	chr12	q	INS	97412884	1108	0.001108	97.412884	11.3742654411094	1.13742654411094e-05	chr12q
6269C	chr13	p	DEL	16522942	968	0.670988	16.522942	58.5852083726978	0.0406094749954336	chr13p
6269C	chr13	p	DUP	16522942	4	0.000716	16.522942	0.24208763790371	4.33336871847641e-05	chr13p
6269C	chr13	p	INS	16522942	964	0.000964	16.522942	58.3431207347941	5.83431207347941e-05	chr13p
6269C	chr13	q	DEL	97043744	968	0.670988	97.043744	9.97488307953164	0.00691428393364543	chr13q
6269C	chr13	q	DUP	97043744	4	0.000716	97.043744	0.0412185251220316	7.37811599684365e-06	chr13q
6269C	chr13	q	INS	97043744	964	0.000964	97.043744	9.93366455440961	9.93366455440961e-06	chr13q
6269C	chr14	p	DEL	11400261	752	0.629856	11.400261	65.9634020659702	0.055249261398489	chr14p
6269C	chr14	p	DUP	11400261	12	0.05434	11.400261	1.05260747977612	0.0047665575375862	chr14p
6269C	chr14	p	INS	11400261	636	0.000636	11.400261	55.7881964281344	5.57881964281344e-05	chr14p
6269C	chr14	q	DEL	89761231	752	0.629856	89.761231	8.37778171736526	0.00701701606565534	chr14q
6269C	chr14	q	DUP	89761231	12	0.05434	89.761231	0.133688006128169	0.000605383854417059	chr14q
6269C	chr14	q	INS	89761231	636	0.000636	89.761231	7.08546432479296	7.08546432479296e-06	chr14q
6269C	chr15	p	DEL	17186630	532	0.336928	17.18663	30.9542941228152	0.0196040759590449	chr15p
6269C	chr15	p	DUP	17186630	4	0.034052	17.18663	0.232739053555002	0.00198130756291373	chr15p
6269C	chr15	p	INS	17186630	496	0.000496	17.18663	28.8596426408202	2.88596426408202e-05	chr15p
6269C	chr15	q	DEL	82566565	532	0.336928	82.566565	6.44328609286338	0.00408068326446668	chr15q
6269C	chr15	q	DUP	82566565	4	0.034052	82.566565	0.0484457600967171	0.000412418755703353	chr15q
6269C	chr15	q	INS	82566565	496	0.000496	82.566565	6.00727425199292	6.00727425199292e-06	chr15q
6269C	chr16	p	DEL	36838903	728	0.359492	36.838903	19.761717660268	0.00975848819385311	chr16p
6269C	chr16	p	INS	36838903	660	0.00066	36.838903	17.9158429337595	1.79158429337595e-05	chr16p
6269C	chr16	p	INV	36838903	8	0.005296	36.838903	0.217161732530418	0.000143761066935136	chr16p
6269C	chr16	q	DEL	59491471	728	0.359492	59.491471	12.23704823167	0.00604274854793891	chr16q
6269C	chr16	q	INS	59491471	660	0.00066	59.491471	11.0940272429976	1.10940272429976e-05	chr16q
6269C	chr16	q	INV	59491471	8	0.005296	59.491471	0.13447305749088	8.90211640589623e-05	chr16q
6269C	chr17	p	DEL	25689679	780	0.359352	25.689679	30.3623879457583	0.0139881856834412	chr17p
6269C	chr17	p	DUP	25689679	4	0.011532	25.689679	0.155704553567991	0.000448896227936519	chr17p
6269C	chr17	p	INS	25689679	664	0.000664	25.689679	25.8469558922865	2.58469558922865e-05	chr17p
6269C	chr17	q	DEL	58587218	780	0.359352	58.587218	13.3134841801159	0.00613362457319615	chr17q
6269C	chr17	q	DUP	58587218	4	0.011532	58.587218	0.0682742778467481	0.000196834743032175	chr17q
6269C	chr17	q	INS	58587218	664	0.000664	58.587218	11.3335301225602	1.13335301225602e-05	chr17q
6269C	chr18	p	DEL	18449624	608	0.214908	18.449624	32.9546011344188	0.011648367468085	chr18p
6269C	chr18	p	INS	18449624	652	0.000652	18.449624	35.3394735849359	3.53394735849359e-05	chr18p
6269C	chr18	q	DEL	62092914	608	0.214908	62.092914	9.79177752875312	0.0034610712584692	chr18q
6269C	chr18	q	INS	62092914	652	0.000652	62.092914	10.5003930078076	1.05003930078076e-05	chr18q
6269C	chr19	p	DEL	27792923	560	0.217924	27.792923	20.1490141932894	0.00784098887331858	chr19p
6269C	chr19	p	INS	27792923	496	0.000496	27.792923	17.8462697140563	1.78462697140563e-05	chr19p
6269C	chr19	q	DEL	33914441	560	0.217924	33.914441	16.512140064464	0.00642569930608616	chr19q
6269C	chr19	q	INS	33914441	496	0.000496	33.914441	14.625038342811	1.4625038342811e-05	chr19q
6269C	chr2	p	DEL	93503283	1804	1.280588	93.503283	19.2934402100085	0.0136956474565711	chr2p
6269C	chr2	p	DUP	93503283	4	0.000176	93.503283	0.0427792465853846	1.88228684975692e-06	chr2p
6269C	chr2	p	INS	93503283	1580	0.00158	93.503283	16.8978024012269	1.68978024012269e-05	chr2p
6269C	chr2	q	DEL	149193469	1804	1.280588	149.193469	12.0916821097578	0.00858340521594816	chr2q
6269C	chr2	q	DUP	149193469	4	0.000176	149.193469	0.0268108250770682	1.179676303391e-06	chr2q
6269C	chr2	q	INS	149193469	1580	0.00158	149.193469	10.5902759054419	1.05902759054419e-05	chr2q
6269C	chr20	p	DEL	28012753	596	0.297	28.012753	21.2760238167238	0.0106023138818238	chr20p
6269C	chr20	p	INS	28012753	552	0.000552	28.012753	19.7053106490462	1.97053106490462e-05	chr20p
6269C	chr20	p	INV	28012753	8	0.004944	28.012753	0.285584212305017	0.0001764910432045	chr20p
6269C	chr20	q	DEL	38197502	596	0.297	38.197502	15.6031145701622	0.00777537756264794	chr20q
6269C	chr20	q	INS	38197502	552	0.000552	38.197502	14.4512067831033	1.44512067831033e-05	chr20q
6269C	chr20	q	INV	38197502	8	0.004944	38.197502	0.209437779465265	0.000129432547709533	chr20q
6269C	chr21	p	DEL	11134529	436	0.14936	11.134529	39.1574713218673	0.0134141282491608	chr21p
6269C	chr21	p	INS	11134529	444	0.000444	11.134529	39.8759570341952	3.98759570341952e-05	chr21p
6269C	chr21	q	DEL	33956153	436	0.14936	33.956153	12.840088216118	0.00439861370632886	chr21q
6269C	chr21	q	INS	33956153	444	0.000444	33.956153	13.0756861650376	1.30756861650376e-05	chr21q
6269C	chr22	p	DEL	14249622	412	0.970352	14.249622	28.913047658387	0.0680966835471144	chr22p
6269C	chr22	p	INS	14249622	508	0.000508	14.249622	35.6500684719917	3.56500684719917e-05	chr22p
6269C	chr22	q	DEL	37075304	412	0.970352	37.075304	11.11251845703	0.0261724624024661	chr22q
6269C	chr22	q	INS	37075304	508	0.000508	37.075304	13.7018431460468	1.37018431460468e-05	chr22q
6269C	chr3	p	DEL	94076514	1268	2.478628	94.076514	13.4783905789706	0.0263469371324707	chr3p
6269C	chr3	p	INS	94076514	1196	0.001196	94.076514	12.7130560981458	1.27130560981458e-05	chr3p
6269C	chr3	q	DEL	107029434	1268	2.478628	107.029434	11.84720831094	0.023158377161931	chr3q
6269C	chr3	q	INS	107029434	1196	0.001196	107.029434	11.1744961671011	1.11744961671011e-05	chr3q
6269C	chr4	p	DEL	52452474	1408	1.278016	52.452474	26.8433477513377	0.024365218693021	chr4p
6269C	chr4	p	DUP	52452474	12	0.037016	52.452474	0.228778531971628	0.000705705511621816	chr4p
6269C	chr4	p	INS	52452474	1436	0.001436	52.452474	27.3771643259382	2.73771643259382e-05	chr4p
6269C	chr4	q	DEL	141122471	1408	1.278016	141.122471	9.97714956394152	0.00905607725647038	chr4q
6269C	chr4	q	DUP	141122471	12	0.037016	141.122471	0.0850325246926834	0.000262296994502031	chr4q
6269C	chr4	q	INS	141122471	1436	0.001436	141.122471	10.1755587882244	1.01755587882245e-05	chr4q
6269C	chr5	p	DEL	48317879	1308	0.75636	48.317879	27.0707246897158	0.0156538328182824	chr5p
6269C	chr5	p	DUP	48317879	4	0.001016	48.317879	0.0827850907942379	2.10274130617364e-05	chr5p
6269C	chr5	p	INS	48317879	1208	0.001208	48.317879	25.0010974198598	2.50010974198598e-05	chr5p
6269C	chr5	q	DEL	133727560	1308	0.75636	133.72756	9.78108027993631	0.00565597697288427	chr5q
6269C	chr5	q	DUP	133727560	4	0.001016	133.72756	0.0299115604891019	7.59753636423188e-06	chr5q
6269C	chr5	q	INS	133727560	1208	0.001208	133.72756	9.03329126770877	9.03329126770877e-06	chr5q
6269C	chr6	p	DEL	59672548	1556	1.977296	59.672548	26.0756420188392	0.0331357729185622	chr6p
6269C	chr6	p	INS	59672548	1284	0.001284	59.672548	21.5174321029496	2.15174321029496e-05	chr6p
6269C	chr6	q	DEL	112454080	1556	1.977296	112.45408	13.8367589686386	0.017583141492065	chr6q
6269C	chr6	q	INS	112454080	1284	0.001284	112.45408	11.417993904712	1.1417993904712e-05	chr6q
6269C	chr7	p	DEL	62064435	1648	1.079736	62.064435	26.5530492624319	0.0173970165038963	chr7p
6269C	chr7	p	DUP	62064435	8	0.772568	62.064435	0.128898297390446	0.0124478374772928	chr7p
6269C	chr7	p	INS	62064435	1512	0.001512	62.064435	24.3617782067943	2.43617782067943e-05	chr7p
6269C	chr7	q	DEL	98502993	1648	1.079736	98.502993	16.730456098933	0.0109614537296344	chr7q
6269C	chr7	q	DUP	98502993	8	0.772568	98.502993	0.0812158063054998	0.00784309163072842	chr7q
6269C	chr7	q	INS	98502993	1512	0.001512	98.502993	15.3497873917395	1.53497873917395e-05	chr7q
6269C	chr8	p	DEL	45270456	1292	0.655312	45.270456	28.5395844035677	0.014475489268321	chr8p
6269C	chr8	p	INS	45270456	1228	0.001228	45.270456	27.125858860357	2.7125858860357e-05	chr8p
6269C	chr8	p	INV	45270456	8	0.007096	45.270456	0.176715692901348	0.000156746819603496	chr8p
6269C	chr8	q	DEL	100988875	1292	0.655312	100.988875	12.7934883916669	0.00648895237222912	chr8q
6269C	chr8	q	INS	100988875	1228	0.001228	100.988875	12.1597552205627	1.21597552205627e-05	chr8q
6269C	chr8	q	INV	100988875	8	0.007096	100.988875	0.0792166463880304	7.02651653461829e-05	chr8q
6269C	chr9	p	DEL	46267185	920	0.61538	46.267185	19.8845034553107	0.0133005714525316	chr9p
6269C	chr9	p	INS	46267185	772	0.000772	46.267185	16.6856920298912	1.66856920298912e-05	chr9p
6269C	chr9	q	DEL	104350062	920	0.61538	104.350062	8.81647775158964	0.00589726530301439	chr9q
6269C	chr9	q	INS	104350062	772	0.000772	104.350062	7.39817480894262	7.39817480894262e-06	chr9q
6269C	chrX	p	DEL	59373565	604	0.302272	59.373565	10.1728774413327	0.00509101988401741	chrXp
6269C	chrX	p	INS	59373565	528	0.000528	59.373565	8.89284650500606	8.89284650500606e-06	chrXp
6269C	chrX	q	DEL	94886001	604	0.302272	94.886001	6.36553330980826	0.00318563325268603	chrXq
6269C	chrX	q	INS	94886001	528	0.000528	94.886001	5.5645721648655	5.5645721648655e-06	chrXq
6269C	chrY	p	DEL	10724418	44	0.0038	10.724418	4.10278674329926	0.000354331582375845	chrYp
6269C	chrY	p	INS	10724418	56	5.6e-05	10.724418	5.22172858238088	5.22172858238088e-06	chrYp
6269C	chrY	q	DEL	51735611	44	0.0038	51.735611	0.850478019869138	7.34503744432437e-05	chrYq
6269C	chrY	q	INS	51735611	56	5.6e-05	51.735611	1.08242657074254	1.08242657074254e-06	chrYq
6277A	chr1	p	DEL	124048267	2080	1.321232	124.048267	16.7676667341108	0.010650950891559	chr1p
6277A	chr1	p	DUP	124048267	16	0.993768	124.048267	0.128982051800853	0.00801113972837686	chr1p
6277A	chr1	p	INS	124048267	1856	0.001856	124.048267	14.9619180088989	1.49619180088989e-05	chr1p
6277A	chr1	p	INV	124048267	8	0.009568	124.048267	0.0644910259004263	7.71312669769099e-05	chr1p
6277A	chr1	q	DEL	124339061	2080	1.321232	124.339061	16.7284518901104	0.0106260413209973	chr1q
6277A	chr1	q	DUP	124339061	16	0.993768	124.339061	0.128680399154695	0.0079924039316977	chr1q
6277A	chr1	q	INS	124339061	1856	0.001856	124.339061	14.9269263019446	1.49269263019446e-05	chr1q
6277A	chr1	q	INV	124339061	8	0.009568	124.339061	0.0643401995773476	7.69508786945078e-05	chr1q
6277A	chr10	p	DEL	40649191	1476	0.982112	40.649191	36.3106857403386	0.0241606776380863	chr10p
6277A	chr10	p	DUP	40649191	16	0.033912	40.649191	0.393611769542966	0.000834260145546316	chr10p
6277A	chr10	p	INS	40649191	1500	0.0015	40.649191	36.901103394653	3.6901103394653e-05	chr10p
6277A	chr10	q	DEL	94108943	1476	0.982112	94.108943	15.6839504615412	0.0104359051190278	chr10q
6277A	chr10	q	DUP	94108943	16	0.033912	94.108943	0.170015723160338	0.000360348325238336	chr10q
6277A	chr10	q	INS	94108943	1500	0.0015	94.108943	15.9389740462817	1.59389740462817e-05	chr10q
6277A	chr11	p	DEL	52743313	1476	1.687212	52.743313	27.9845901981925	0.0319891168004558	chr11p
6277A	chr11	p	DUP	52743313	12	4.06374	52.743313	0.22751699348124	0.0770474922574545	chr11p
6277A	chr11	p	INS	52743313	1312	0.001312	52.743313	24.8751912872822	2.48751912872822e-05	chr11p
6277A	chr11	q	DEL	82384456	1476	1.687212	82.384456	17.9160010475763	0.0204797370999209	chr11q
6277A	chr11	q	DUP	82384456	12	4.06374	82.384456	0.145658545102246	0.0493265380061501	chr11q
6277A	chr11	q	INS	82384456	1312	0.001312	82.384456	15.9253342645122	1.59253342645122e-05	chr11q
6277A	chr12	p	DEL	35911664	1500	1.133964	35.911664	41.7691589005734	0.0315764816690198	chr12p
6277A	chr12	p	DUP	35911664	32	167.619144	35.911664	0.891075389878898	4.66754044034273	chr12p
6277A	chr12	p	INS	35911664	1580	0.00158	35.911664	43.9968473752706	4.39968473752706e-05	chr12p
6277A	chr12	p	INV	35911664	8	0.154416	35.911664	0.222768847469725	0.00429988429386062	chr12p
6277A	chr12	q	DEL	97412884	1500	1.133964	97.412884	15.3983737921156	0.0116408010258684	chr12q
6277A	chr12	q	DUP	97412884	32	167.619144	97.412884	0.328498640898467	1.72070815601764	chr12q
6277A	chr12	q	INS	97412884	1580	0.00158	97.412884	16.2196203943618	1.62196203943618e-05	chr12q
6277A	chr12	q	INV	97412884	8	0.154416	97.412884	0.0821246602246167	0.00158517019165555	chr12q
6277A	chr13	p	DEL	16522942	1244	5.047576	16.522942	75.2892553880538	0.305488937744864	chr13p
6277A	chr13	p	DUP	16522942	32	648.72414	16.522942	1.93670110322968	39.2620236759289	chr13p
6277A	chr13	p	INS	16522942	1152	0.001152	16.522942	69.7212397162684	6.97212397162684e-05	chr13p
6277A	chr13	q	DEL	97043744	1244	5.047576	97.043744	12.8189613129518	0.0520134095403409	chr13q
6277A	chr13	q	DUP	97043744	32	648.72414	97.043744	0.329748200976253	6.68486306546458	chr13q
6277A	chr13	q	INS	97043744	1152	0.001152	97.043744	11.8709352351451	1.18709352351451e-05	chr13q
6277A	chr14	p	DEL	11400261	988	1.102088	11.400261	86.6646825015673	0.0966721726809588	chr14p
6277A	chr14	p	DUP	11400261	12	0.16198	11.400261	1.05260747977612	0.014208446631178	chr14p
6277A	chr14	p	INS	11400261	836	0.000836	11.400261	73.3316544244031	7.33316544244031e-05	chr14p
6277A	chr14	q	DEL	89761231	988	1.102088	89.761231	11.0069791712193	0.0122779956081485	chr14q
6277A	chr14	q	DUP	89761231	12	0.16198	89.761231	0.133688006128169	0.00180456526938674	chr14q
6277A	chr14	q	INS	89761231	836	0.000836	89.761231	9.31359776026245	9.31359776026245e-06	chr14q
6277A	chr15	p	DEL	17186630	808	0.917928	17.18663	47.0132888181104	0.0534094234879089	chr15p
6277A	chr15	p	DUP	17186630	4	0.004996	17.18663	0.232739053555002	0.000290691077890197	chr15p
6277A	chr15	p	INS	17186630	772	0.000772	17.18663	44.9186373361153	4.49186373361153e-05	chr15p
6277A	chr15	q	DEL	82566565	808	0.917928	82.566565	9.78604353953686	0.0111174299185148	chr15q
6277A	chr15	q	DUP	82566565	4	0.004996	82.566565	0.0484457600967171	6.05087543607997e-05	chr15q
6277A	chr15	q	INS	82566565	772	0.000772	82.566565	9.3500316986664	9.3500316986664e-06	chr15q
6277A	chr16	p	DEL	36838903	1100	0.528656	36.838903	29.8597382229324	0.0143504816090751	chr16p
6277A	chr16	p	DUP	36838903	8	0.067136	36.838903	0.217161732530418	0.00182242125939526	chr16p
6277A	chr16	p	INS	36838903	1128	0.001128	36.838903	30.6198042867889	3.06198042867889e-05	chr16p
6277A	chr16	p	INV	36838903	8	0.005296	36.838903	0.217161732530418	0.000143761066935136	chr16p
6277A	chr16	q	DEL	59491471	1100	0.528656	59.491471	18.490045404996	0.00888624858511231	chr16q
6277A	chr16	q	DUP	59491471	8	0.067136	59.491471	0.13447305749088	0.00112849789846346	chr16q
6277A	chr16	q	INS	59491471	1128	0.001128	59.491471	18.960701106214	1.8960701106214e-05	chr16q
6277A	chr16	q	INV	59491471	8	0.005296	59.491471	0.13447305749088	8.90211640589623e-05	chr16q
6277A	chr17	p	DEL	25689679	1160	0.53628	25.689679	45.1543205347175	0.0208753094968606	chr17p
6277A	chr17	p	DUP	25689679	4	0	25.689679	0.155704553567991	0	chr17p
6277A	chr17	p	INS	25689679	996	0.000996	25.689679	38.7704338384298	3.87704338384298e-05	chr17p
6277A	chr17	q	DEL	58587218	1160	0.53628	58.587218	19.7995405755569	0.00915353243091351	chr17q
6277A	chr17	q	DUP	58587218	4	0	58.587218	0.0682742778467481	0	chr17q
6277A	chr17	q	INS	58587218	996	0.000996	58.587218	17.0002951838403	1.70002951838403e-05	chr17q
6277A	chr18	p	DEL	18449624	836	0.35852	18.449624	45.3125765598258	0.0194323743399865	chr18p
6277A	chr18	p	DUP	18449624	4	0.001008	18.449624	0.21680658641065	5.46352597754838e-05	chr18p
6277A	chr18	p	INS	18449624	956	0.000956	18.449624	51.8167741521453	5.18167741521453e-05	chr18p
6277A	chr18	q	DEL	62092914	836	0.35852	62.092914	13.4636941020355	0.00577392776251409	chr18q
6277A	chr18	q	DUP	62092914	4	0.001008	62.092914	0.0644195890049547	1.62337364292486e-05	chr18q
6277A	chr18	q	INS	62092914	956	0.000956	62.092914	15.3962817721842	1.53962817721842e-05	chr18q
6277A	chr19	p	DEL	27792923	864	0.618524	27.792923	31.0870504696465	0.0222547300980181	chr19p
6277A	chr19	p	DUP	27792923	8	0.010784	27.792923	0.287843059904135	0.000388012444750773	chr19p
6277A	chr19	p	INS	27792923	896	0.000896	27.792923	32.2384227092631	3.22384227092631e-05	chr19p
6277A	chr19	q	DEL	33914441	864	0.618524	33.914441	25.4758732423159	0.0182377766450581	chr19q
6277A	chr19	q	DUP	33914441	8	0.010784	33.914441	0.235887715206628	0.000317976640098535	chr19q
6277A	chr19	q	INS	33914441	896	0.000896	33.914441	26.4194241031424	2.64194241031424e-05	chr19q
6277A	chr2	p	DEL	93503283	2652	1.64596	93.503283	28.36264048611	0.0176032321774199	chr2p
6277A	chr2	p	DUP	93503283	28	483.868656	93.503283	0.299454726097692	5.17488413749066	chr2p
6277A	chr2	p	INS	93503283	2448	0.002448	93.503283	26.1808989102554	2.61808989102554e-05	chr2p
6277A	chr2	p	INV	93503283	8	109.837776	93.503283	0.0855584931707692	1.17469432597356	chr2p
6277A	chr2	q	DEL	149193469	2652	1.64596	149.193469	17.7755770260962	0.0110323864109628	chr2q
6277A	chr2	q	DUP	149193469	28	483.868656	149.193469	0.187675775539478	3.24322947407302	chr2q
6277A	chr2	q	INS	149193469	2448	0.002448	149.193469	16.4082249471658	1.64082249471658e-05	chr2q
6277A	chr2	q	INV	149193469	8	109.837776	149.193469	0.0536216501541364	0.736210349797551	chr2q
6277A	chr20	p	DEL	28012753	920	0.412236	28.012753	32.842184415077	0.0147160116679714	chr20p
6277A	chr20	p	INS	28012753	916	0.000916	28.012753	32.6993923089244	3.26993923089244e-05	chr20p
6277A	chr20	p	INV	28012753	8	0.004944	28.012753	0.285584212305017	0.0001764910432045	chr20p
6277A	chr20	q	DEL	38197502	920	0.412236	38.197502	24.0853446385054	0.0107922240569553	chr20q
6277A	chr20	q	INS	38197502	916	0.000916	38.197502	23.9806257487728	2.39806257487728e-05	chr20q
6277A	chr20	q	INV	38197502	8	0.004944	38.197502	0.209437779465265	0.000129432547709533	chr20q
