type	chr	filename	arm	sv_count	sv_size_sum	chr_length_mb	sv_rate	sv_proportion	region
DEL	chr22	6298B	q	313	79462	50.818468	6.15917819482476	0.00156364414606123	chr22q
DEL	chr22	6314E	p	211	126380	50.818468	4.15203386296494	0.00248689118294554	chr22p
DEL	chr22	6314E	q	237	116225	50.818468	4.66365888873313	0.00228706225461185	chr22q
DEL	chr22	6324B	p	229	135231	50.818468	4.50623580388138	0.00266106014844839	chr22p
DEL	chr22	6324B	q	287	72333	50.818468	5.64755316905657	0.00142336049957271	chr22q
DEL	chr22	6365A	p	345	177141	50.818468	6.78887053423177	0.00348576033421551	chr22p
DEL	chr22	6365A	q	330	129523	50.818468	6.49370225013473	0.00254873877740667	chr22q
DEL	chr22	6414C	p	129	35347	50.818468	2.53844724323449	0.000695554222531856	chr22p
DEL	chr22	6414C	q	334	97142	50.818468	6.57241379256061	0.0019115491635836	chr22q
DEL	chr22	6423A	p	203	57625	50.818468	3.99461077811318	0.00113393815807277	chr22p
DEL	chr22	6423A	q	276	73570	50.818468	5.43109642738541	0.00144770204406792	chr22q
DEL	chr22	6436B	p	235	106902	50.818468	4.62430311752019	0.00210360532710274	chr22p
DEL	chr22	6436B	q	309	70584	50.818468	6.08046665239889	0.001388943877647	chr22q
DEL	chr22	6439C	p	353	172686	50.818468	6.94629361908352	0.00339809535383869	chr22p
DEL	chr22	6439C	q	369	119712	50.818468	7.26113978878702	0.0023556790417216	chr22q
DEL	chr22	6478A	p	292	161536	50.818468	5.74594259708892	0.00317868692932656	chr22p
DEL	chr22	6478A	q	344	91966	50.818468	6.7691926486253	0.00180969642768452	chr22q
DEL	chr22	6483C	p	304	222111	50.818468	5.98207722436654	0.00437067484993841	chr22p
DEL	chr22	6483C	q	309	81881	50.818468	6.08046665239889	0.00161124495134328	chr22q
DEL	chr22	6500D	p	201	93320	50.818468	3.95525500690025	0.00183634028479568	chr22p
DEL	chr22	6500D	q	334	113371	50.818468	6.57241379256061	0.00223090156909098	chr22q
DEL	chr22	6605D	p	195	78319	50.818468	3.83718769326143	0.00154115232281304	chr22p
DEL	chr22	6605D	q	295	69186	50.818468	5.80497625390832	0.00136143419356916	chr22q
DEL	chr3	2436A	p	371	134904	198.295559	1.87094457319642	0.000680317807823422	chr3p
DEL	chr3	2436A	q	482	341870	198.295559	2.43071505196947	0.00172404264484814	chr3q
DEL	chr3	3188	p	245	230857361	198.295559	1.23552943512971	1.16420842788516	chr3p
DEL	chr3	3188	q	322	113787025	198.295559	1.62383868617048	0.573825382544246	chr3q
DEL	chr3	3988	p	329	124611	198.295559	1.65913952717418	0.000628410442616115	chr3p
DEL	chr3	3988	q	400	256179	198.295559	2.01719091449749	0.00129190487821263	chr3q
DEL	chr3	6265D	p	246	29127410	198.295559	1.24057241241595	0.146888867037108	chr3p
DEL	chr3	6265D	q	347	404631	198.295559	1.74991311832657	0.00204054494231008	chr3q
DEL	chr3	6266D	p	353	875110	198.295559	1.78017098204403	0.00441315985296474	chr3p
DEL	chr3	6266D	q	515	332521	198.295559	2.59713330241551	0.00167689585019905	chr3q
DEL	chr3	6269C	p	263	342547371	198.295559	1.3263030262821	1.7274586114155	chr3p
DEL	chr3	6269C	q	353	240227	198.295559	1.78017098204403	0.00121145930454247	chr3q
DEL	chr3	6277A	p	361	141376	198.295559	1.82051480033398	0.000712955956819991	chr3p
DEL	chr3	6277A	q	468	230293	198.295559	2.36011336996206	0.00116136236818092	chr3q
DEL	chr3	6285B	p	343	126708	198.295559	1.72974120918159	0.000638985565985368	chr3p
DEL	chr3	6285B	q	489	194636	198.295559	2.46601589297318	0.000981544927085331	chr3q
DEL	chr3	6298B	p	340	115687	198.295559	1.71461227732286	0.000583406913313676	chr3p
DEL	chr3	6298B	q	534	409911	198.295559	2.69294987085414	0.00206717186238145	chr3q
DEL	chr3	6314E	p	254	133847	198.295559	1.2809162307059	0.000674987380831862	chr3p
DEL	chr3	6314E	q	323	299977	198.295559	1.62888166345672	0.00151277719739553	chr3q
DEL	chr3	6324B	p	329	134782	198.295559	1.65913952717418	0.0006797025645945	chr3p
DEL	chr3	6324B	q	496	221975	198.295559	2.50131673397688	0.00111941488311395	chr3q
DEL	chr3	6365A	p	312	103073	198.295559	1.57340891330804	0.000519794797824998	chr3p
DEL	chr3	6365A	q	572	494044	198.295559	2.8845830077314	0.00249145267040499	chr3q
DEL	chr3	6414C	p	336	116279	198.295559	1.69444036817789	0.000586392355867133	chr3p
DEL	chr3	6414C	q	528	394547	198.295559	2.66269200713668	0.0019896915593556	chr3q
DEL	chr3	6423A	p	314	122715	198.295559	1.58349486788053	0.000618848957681397	chr3p
DEL	chr3	6423A	q	463	236444	198.295559	2.33489848353084	0.00119238172146861	chr3q
DEL	chr3	6436B	p	346	142177	198.295559	1.74487014104032	0.000716995381626272	chr3p
DEL	chr3	6436B	q	528	396440	198.295559	2.66269200713668	0.00199923791535846	chr3q
DEL	chr3	6439C	p	370	179437	198.295559	1.86590159591017	0.000904896715311713	chr3p
DEL	chr3	6439C	q	549	395536	198.295559	2.7685945301478	0.00199467906389169	chr3q
DEL	chr3	6478A	p	370	141858	198.295559	1.86590159591017	0.000715386671871961	chr3p
DEL	chr3	6478A	q	467	226147	198.295559	2.35507039267581	0.00114045418435216	chr3q
DEL	chr3	6483C	p	349	146662	198.295559	1.75999907289906	0.000739613134755075	chr3p
DEL	chr3	6483C	q	507	214635	198.295559	2.55678948412556	0.00108239942983292	chr3q
DEL	chr3	6500D	p	393	162120	198.295559	1.98189007349378	0.000817567477645831	chr3p
DEL	chr3	6500D	q	518	265784	198.295559	2.61226223427424	0.001340342675047	chr3q
DEL	chr3	6605D	p	333	118956	198.295559	1.67931143631916	0.000599892406062407	chr3p
DEL	chr3	6605D	q	516	207346	198.295559	2.60217627970176	0.00104564116839349	chr3q
DEL	chr4	2436A	p	364	89057	190.214555	1.91362853384169	0.000468192352577856	chr4p
DEL	chr4	2436A	q	620	231824	190.214555	3.25947717302706	0.0012187500583223	chr4q
DEL	chr4	3188	p	266	118434	190.214555	1.39842085165354	0.000622633741145624	chr4p
DEL	chr4	3188	q	456	207064	190.214555	2.39729288854893	0.00108858126025109	chr4q
DEL	chr4	3988	p	427	229485	190.214555	2.24483347239122	0.00120645341782599	chr4p
DEL	chr4	3988	q	543	245248	190.214555	2.85467113702209	0.00128932299633958	chr4q
DEL	chr4	6265D	p	246	91739	190.214555	1.29327642671719	0.000482292219961822	chr4p
DEL	chr4	6265D	q	455	220203	190.214555	2.39203566730212	0.00115765589021303	chr4q
DEL	chr4	6266D	p	345	97450	190.214555	1.81374133015215	0.000512316210502398	chr4p
DEL	chr4	6266D	q	695	319798	190.214555	3.6537687665384	0.00168124884028985	chr4q
DEL	chr4	6269C	p	255	166520	190.214555	1.34059141793855	0.000875432482020106	chr4p
DEL	chr4	6269C	q	518	252335	190.214555	2.72324060585164	0.00132658092331578	chr4q
DEL	chr4	6277A	p	383	92775	190.214555	2.01351573753123	0.000487738701173525	chr4p
DEL	chr4	6277A	q	644	214895	190.214555	3.38565048295069	0.00112975055983492	chr4q
DEL	chr4	6285B	p	333	107346	190.214555	1.75065467519034	0.000564341671960907	chr4p
DEL	chr4	6285B	q	651	218762	190.214555	3.42245103167841	0.00115008023439636	chr4q
DEL	chr4	6298B	p	380	99239	190.214555	1.99774407379078	0.000521721379312955	chr4p
DEL	chr4	6298B	q	663	247641	190.214555	3.48553768664023	0.00130190352678322	chr4q
DEL	chr4	6314E	p	245	118120	190.214555	1.28801920547037	0.000620982973674123	chr4p
DEL	chr4	6314E	q	456	235010	190.214555	2.39729288854893	0.00123549956521466	chr4q
DEL	chr4	6324B	p	314	83033	190.214555	1.6507674715008	0.000436522851787025	chr4p
DEL	chr4	6324B	q	654	210414	190.214555	3.43822269541887	0.00110619295142793	chr4q
DEL	chr4	6365A	p	370	104247	190.214555	1.9451718613226	0.000548049543317019	chr4p
DEL	chr4	6365A	q	659	216018	190.214555	3.46450880165295	0.0011356544192951	chr4q
DEL	chr4	6414C	p	344	85927	190.214555	1.80848410890534	0.000451737250075316	chr4p
DEL	chr4	6414C	q	575	214666	190.214555	3.02290221692026	0.0011285466561694	chr4q
DEL	chr4	6423A	p	282	85556	190.214555	1.48253639160263	0.000449786820992747	chr4p
DEL	chr4	6423A	q	569	245009	190.214555	2.99135888943935	0.00128806652046159	chr4q
DEL	chr4	6436B	p	332	103760	190.214555	1.74539745394352	0.000545489276569819	chr4p
DEL	chr4	6436B	q	627	212069	190.214555	3.29627772175478	0.00111489365259141	chr4q
DEL	chr4	6439C	p	352	105034	190.214555	1.85054187887988	0.000552186976438265	chr4p
DEL	chr4	6439C	q	703	226439	190.214555	3.69582653651294	0.00119043992190818	chr4q
DEL	chr4	6478A	p	349	99608	190.214555	1.83477021513943	0.000523661293953031	chr4p
DEL	chr4	6478A	q	696	269118	190.214555	3.65902598778521	0.00141481286750112	chr4q
DEL	chr4	6483C	p	356	147831	190.214555	1.87157076386715	0.000777180274138328	chr4p
DEL	chr4	6483C	q	655	214268	190.214555	3.44347991666568	0.00112645428211316	chr4q
DEL	chr4	6500D	p	359	120200	190.214555	1.8873424276076	0.000631917993867504	chr4p
DEL	chr4	6500D	q	617	225008	190.214555	3.24370550928661	0.00118291683830399	chr4q
DEL	chr4	6605D	p	327	78242	190.214555	1.71911134770943	0.000411335504793521	chr4p
DEL	chr4	6605D	q	649	260925	190.214555	3.41193658918478	0.00137174045382594	chr4q
DEL	chr5	2436A	p	333	159801	181.538259	1.83432408041326	0.00088026072785021	chr5p
DEL	chr5	2436A	q	640	213503	181.538259	3.52542766205552	0.001176077159581	chr5q
DEL	chr5	3188	p	221	494756935	181.538259	1.21737423955355	2.72535903850439	chr5p
DEL	chr5	3188	q	396	59470694	181.538259	2.18135836589685	0.327593171420687	chr5q
DEL	chr5	3988	p	312	82522	181.538259	1.71864598525207	0.000454570846137728	chr5p
DEL	chr5	3988	q	454	156075	181.538259	2.50085024777064	0.000859736128680181	chr5q
DEL	chr5	6265D	p	236	138348	181.538259	1.30000145038297	0.000762087290921965	chr5p
DEL	chr5	6265D	q	407	66332781	181.538259	2.24195165383843	0.365392845372611	chr5q
DEL	chr5	6266D	p	333	148658	181.538259	1.83432408041326	0.000818879727165391	chr5p
DEL	chr5	6266D	q	656	225396	181.538259	3.61356335360691	0.00124158952080729	chr5q
DEL	chr5	6269C	p	240	149794	181.538259	1.32203537327082	0.000825137361265539	chr5p
DEL	chr5	6269C	q	441	217583787	181.538259	2.42923999838513	1.19855609610093	chr5q
DEL	chr5	6277A	p	316	169135	181.538259	1.74067990813991	0.000931676886909001	chr5p
DEL	chr5	6277A	q	628	186159	181.538259	3.45932589339198	0.00102545326271968	chr5q
DEL	chr5	6285B	p	301	134411	181.538259	1.65805269731049	0.000740400402319601	chr5p
DEL	chr5	6285B	q	604	229948	181.538259	3.3271223560649	0.00126666412505366	chr5q
DEL	chr5	6298B	p	310	137019	181.538259	1.70762902380814	0.000754766520042478	chr5p
DEL	chr5	6298B	q	640	238682	181.538259	3.52542766205552	0.00131477519567928	chr5q
DEL	chr5	6314E	p	212	148106	181.538259	1.16779791305589	0.000815839045806868	chr5p
DEL	chr5	6314E	q	467	271362	181.538259	2.57246049715614	0.00149479234567299	chr5q
DEL	chr5	6324B	p	325	126736	181.538259	1.79025623463757	0.000698122812778545	chr5p
DEL	chr5	6324B	q	649	260111	181.538259	3.57500398855318	0.00143281642907019	chr5q
DEL	chr5	6365A	p	326	152479	181.538259	1.79576471535953	0.000839927632004006	chr5p
DEL	chr5	6365A	q	717	304485	181.538259	3.94958067764658	0.00167724975262652	chr5q
DEL	chr5	6414C	p	330	129305	181.538259	1.81779863824738	0.000712274099753265	chr5p
DEL	chr5	6414C	q	622	165860	181.538259	3.42627500906021	0.000913636612544577	chr5q
DEL	chr5	6423A	p	277	132510	181.538259	1.52584915998341	0.000729928780467152	chr5p
DEL	chr5	6423A	q	506	159584	181.538259	2.78729124531265	0.000879065387533545	chr5q
DEL	chr5	6436B	p	304	138296	181.538259	1.67457813947637	0.000761800849924423	chr5p
DEL	chr5	6436B	q	600	199135	181.538259	3.30508843317705	0.00109693130856785	chr5q
DEL	chr5	6439C	p	324	160153	181.538259	1.78474775391561	0.000882199713064341	chr5p
DEL	chr5	6439C	q	702	286967	181.538259	3.86695346681715	0.0015807521873392	chr5q
DEL	chr5	6478A	p	328	184699	181.538259	1.80678167680346	0.00101741088086561	chr5p
DEL	chr5	6478A	q	646	212031	181.538259	3.55847854638729	0.00116796867595827	chr5q
DEL	chr5	6483C	p	346	176336	181.538259	1.90593432979877	0.000971343456587848	chr5p
DEL	chr5	6483C	q	627	233000	181.538259	3.45381741267002	0.00128347600821709	chr5q
DEL	chr5	6500D	p	336	145151	181.538259	1.85084952257915	0.000799561485273471	chr5p
DEL	chr5	6500D	q	560	196344	181.538259	3.08474920429858	0.00108155713887286	chr5q
DEL	chr5	6605D	p	321	152798	181.538259	1.76822231174972	0.000841684837354312	chr5p
DEL	chr5	6605D	q	620	239925	181.538259	3.41525804761629	0.00132162223721667	chr5q
DEL	chr6	2436A	p	327	149898	170.805979	1.91445288926332	0.000877592229953496	chr6p
DEL	chr6	2436A	q	597	298060	170.805979	3.49519380700368	0.00174502088126552	chr6q
DEL	chr6	3188	p	214	149068861	170.805979	1.25288354220902	0.872737956087591	chr6p
DEL	chr6	3188	q	285	124478	170.805979	1.66855985761482	0.000728768399846237	chr6q
DEL	chr6	3988	p	275	111873	170.805979	1.61001389769851	0.000654971217371729	chr6p
DEL	chr6	3988	q	456	205117	170.805979	2.66969577218371	0.00120087716601537	chr6q
DEL	chr6	6265D	p	204	91783	170.805979	1.19433758229271	0.000537352383899863	chr6p
DEL	chr6	6265D	q	374	44029768	170.805979	2.18961890086997	0.257776503245241	chr6q
DEL	chr6	6266D	p	327	94205	170.805979	1.91445288926332	0.000551532215391594	chr6p
DEL	chr6	6266D	q	637	266278	170.805979	3.72937764666891	0.00155895011145951	chr6q
DEL	chr6	6269C	p	234	160097104	170.805979	1.36997546204164	0.937303863350123	chr6p
DEL	chr6	6269C	q	490	340244	170.805979	2.86875203589916	0.00199199115857648	chr6q
DEL	chr6	6277A	p	354	129427	170.805979	2.07252698103736	0.000757742795408819	chr6p
DEL	chr6	6277A	q	501	279922	170.805979	2.93315259180711	0.00163883021916932	chr6q
DEL	chr6	6285B	p	314	82974	170.805979	1.83834314137212	0.000485779247809586	chr6p
DEL	chr6	6285B	q	521	194176	170.805979	3.05024451163972	0.00113682203127093	chr6q
DEL	chr6	6298B	p	318	116642	170.805979	1.86176152533864	0.000682891785655817	chr6p
DEL	chr6	6298B	q	660	314361	170.805979	3.86403335447643	0.0018404566505251	chr6q
DEL	chr6	6314E	p	199	85353	170.805979	1.16506460233456	0.000499707331673676	chr6p
DEL	chr6	6314E	q	494	253642	170.805979	2.89217041986569	0.00148497143650926	chr6q
DEL	chr6	6324B	p	307	50194789	170.805979	1.7973609694307	0.293870210480161	chr6p
DEL	chr6	6324B	q	675	236031	170.805979	3.95185229435089	0.00138186614650064	chr6q
DEL	chr6	6365A	p	319	107307	170.805979	1.86761612133027	0.000628239132073942	chr6p
DEL	chr6	6365A	q	505	274016	170.805979	2.95657097577363	0.00160425297524275	chr6q
DEL	chr6	6414C	p	269	87956	170.805979	1.57488632174873	0.000514946845039892	chr6p
DEL	chr6	6414C	q	511	5505476	170.805979	2.99169855172341	0.0322323377216204	chr6q
DEL	chr6	6423A	p	299	114857	170.805979	1.75052420149765	0.000672441331810756	chr6p
DEL	chr6	6423A	q	578	286345	170.805979	3.38395648316269	0.00167643428922356	chr6q
DEL	chr6	6436B	p	294	89474	170.805979	1.7212512215395	0.000523834121755187	chr6p
DEL	chr6	6436B	q	623	230168	170.805979	3.64741330278608	0.00134754065020171	chr6q
DEL	chr6	6439C	p	339	117866	170.805979	1.98470804116289	0.000690057811149573	chr6p
DEL	chr6	6439C	q	658	1013664	170.805979	3.85232416249316	0.00593459319126059	chr6q
DEL	chr6	6478A	p	352	109850	170.805979	2.06081778905409	0.00064312736968066	chr6p
DEL	chr6	6478A	q	638	300057	170.805979	3.73523224266055	0.00175671250946081	chr6q
DEL	chr6	6483C	p	334	90973	170.805979	1.95543506120474	0.000532610161146642	chr6p
DEL	chr6	6483C	q	683	270217	170.805979	3.99868906228394	0.00158201136507054	chr6q
DEL	chr6	6500D	p	318	88762	170.805979	1.86176152533864	0.000519665649409146	chr6p
DEL	chr6	6500D	q	654	315917	170.805979	3.82890577852664	0.00184956640188807	chr6q
DEL	chr6	6605D	p	321	112090	170.805979	1.87932531331353	0.000656241664701913	chr6p
DEL	chr6	6605D	q	620	223656	170.805979	3.62984951481119	0.00130941552110421	chr6q
DEL	chr7	2436A	p	364	130354	159.345973	2.28433761548527	0.000818056443760898	chr7p
DEL	chr7	2436A	q	540	169895	159.345973	3.38885250648914	0.00106620203072217	chr7q
DEL	chr7	3188	p	280	109850	159.345973	1.75718278114251	0.000689380458958947	chr7p
DEL	chr7	3188	q	416	193029	159.345973	2.61067156055459	0.00121138298236128	chr7q
DEL	chr7	3988	p	382	110753	159.345973	2.39729936570157	0.000695047373428132	chr7p
DEL	chr7	3988	q	480	177616	159.345973	3.01231333910145	0.00111465634591217	chr7q
DEL	chr7	6265D	p	278	127002	159.345973	1.74463147556293	0.000797020455609506	chr7p
DEL	chr7	6265D	q	394	36630136	159.345973	2.47260719917911	0.229878015178959	chr7q
DEL	chr7	6266D	p	348	102532	159.345973	2.18392717084855	0.00064345523184323	chr7p
DEL	chr7	6266D	q	562	184699	159.345973	3.52691686786462	0.00115910679462229	chr7q
DEL	chr7	6269C	p	302	179644	159.345973	1.895247142518	0.00112738336976988	chr7p
DEL	chr7	6269C	q	459	206306	159.345973	2.88052463051576	0.00129470482445138	chr7q
DEL	chr7	6277A	p	397	147109	159.345973	2.49143415754849	0.000923205006253908	chr7p
DEL	chr7	6277A	q	595	205097	159.345973	3.73401340992784	0.00128711756022852	chr7q
DEL	chr7	6285B	p	395	133762	159.345973	2.4788828519689	0.000839443868468518	chr7p
DEL	chr7	6285B	q	546	146871	159.345973	3.4265064232279	0.000921711400889937	chr7q
DEL	chr7	6298B	p	384	116392	159.345973	2.40985067128116	0.000730435779509784	chr7p
DEL	chr7	6298B	q	631	190340	159.345973	3.95993691036045	0.00119450775200952	chr7q
DEL	chr7	6314E	p	268	118210	159.345973	1.68187494766498	0.000741844916281631	chr7p
DEL	chr7	6314E	q	404	244065	159.345973	2.53536372707706	0.00153166719814124	chr7q
DEL	chr7	6324B	p	404	176795	159.345973	2.53536372707706	0.00110950403497175	chr7p
DEL	chr7	6324B	q	625	328302	159.345973	3.92228299362168	0.00206030936219518	chr7q
DEL	chr7	6365A	p	407	138739	159.345973	2.55419068544644	0.000870677792403326	chr7p
DEL	chr7	6365A	q	614	191274	159.345973	3.85325081293394	0.00120036921171519	chr7q
DEL	chr7	6414C	p	405	129288	159.345973	2.54163937986685	0.000811366597886976	chr7p
DEL	chr7	6414C	q	589	3816200	159.345973	3.69635949318908	0.0239491461764145	chr7q
DEL	chr7	6423A	p	407	145056	159.345973	2.55419068544644	0.000910321091076459	chr7p
DEL	chr7	6423A	q	618	201132	159.345973	3.87835342409312	0.00126223459691699	chr7q
DEL	chr7	6436B	p	390	129574	159.345973	2.44750458801993	0.000813161434584858	chr7p
DEL	chr7	6436B	q	544	198494	159.345973	3.41395511764831	0.00124567942485751	chr7q
DEL	chr7	6439C	p	435	166019	159.345973	2.72990896356069	0.00104187760050893	chr7p
DEL	chr7	6439C	q	579	340581	159.345973	3.63360296529113	0.00213736810280107	chr7q
DEL	chr7	6478A	p	365	126045	159.345973	2.29061326827506	0.000791014655889672	chr7p
DEL	chr7	6478A	q	603	170516	159.345973	3.7842186322462	0.00107009921110463	chr7q
DEL	chr7	6483C	p	390	107507	159.345973	2.44750458801993	0.000674676604472458	chr7p
DEL	chr7	6483C	q	578	203258	159.345973	3.62732731250133	0.00127557663474809	chr7q
DEL	chr7	6500D	p	355	136131	159.345973	2.22785674037712	0.000854310889927542	chr7p
DEL	chr7	6500D	q	622	238231	159.345973	3.9034560352523	0.00149505503976558	chr7q
DEL	chr7	6605D	p	378	104423	159.345973	2.37219675454239	0.000655322491268731	chr7p
DEL	chr7	6605D	q	564	164697	159.345973	3.53946817344421	0.00103358118752082	chr7q
DEL	chr8	2436A	p	291	259969	145.138636	2.00497957001608	0.00179117709222512	chr8p
DEL	chr8	2436A	q	442	118121	145.138636	3.04536415789384	0.000813849456322574	chr8q
DEL	chr8	3188	p	199	81196	145.138636	1.37110286746804	0.000559437529783593	chr8p
DEL	chr8	3188	q	263	61170097	145.138636	1.81206057358841	0.421459775879387	chr8q
DEL	chr8	3988	p	360	348830	145.138636	2.48038709692711	0.00240342619728078	chr8p
DEL	chr8	3988	q	387	121766	145.138636	2.66641612919664	0.000838963375678961	chr8q
DEL	chr8	6265D	p	228	94163	145.138636	1.57091182805383	0.000648779695022075	chr8p
DEL	chr8	6265D	q	275	126667	145.138636	1.89474014348598	0.00087273109001796	chr8q
DEL	chr8	6266D	p	317	76209	145.138636	2.18411863812748	0.000525077278526994	chr8p
DEL	chr8	6266D	q	449	134052	145.138636	3.09359390700075	0.000923613475325757	chr8q
DEL	chr8	6269C	p	223	246955	145.138636	1.53646200726318	0.0017015110986712	chr8p
DEL	chr8	6269C	q	305	112941	145.138636	2.10143906822991	0.000778159441983456	chr8q
DEL	chr8	6277A	p	281	116796	145.138636	1.93607992843477	0.000804720253813051	chr8p
DEL	chr8	6277A	q	479	135135	145.138636	3.30029283174468	0.000931075306509013	chr8q
DEL	chr8	6285B	p	269	230559	145.138636	1.8534003585372	0.00158854324633449	chr8p
DEL	chr8	6285B	q	433	117034	145.138636	2.98335448047066	0.000806360065282686	chr8q
DEL	chr8	6298B	p	303	244641	145.138636	2.08765913991365	0.00168556772160929	chr8p
DEL	chr8	6298B	q	434	110919	145.138636	2.99024444462879	0.000764227934455716	chr8q
DEL	chr8	6314E	p	236	256279	145.138636	1.62603154131888	0.00176575312448162	chr8p
DEL	chr8	6314E	q	284	108912	145.138636	1.95674982090916	0.000750399776390347	chr8q
DEL	chr8	6324B	p	308	251715	145.138636	2.1221089607043	0.00173430732806391	chr8p
DEL	chr8	6324B	q	438	117643	145.138636	3.01780430126131	0.000810556053454988	chr8q
DEL	chr8	6365A	p	280	62982	145.138636	1.92918996427664	0.000433943722607397	chr8p
DEL	chr8	6365A	q	438	103518	145.138636	3.01780430126131	0.000713235309721389	chr8q
DEL	chr8	6414C	p	270	81415	145.138636	1.86029032269533	0.000560946431934223	chr8p
DEL	chr8	6414C	q	452	1109324	145.138636	3.11426379947514	0.00764320259975435	chr8q
DEL	chr8	6423A	p	305	99553	145.138636	2.10143906822991	0.000685916601834401	chr8p
DEL	chr8	6423A	q	461	119585	145.138636	3.17627347689832	0.000823936363850078	chr8q
DEL	chr8	6436B	p	257	214474	145.138636	1.77072078863963	0.00147771817285096	chr8p
DEL	chr8	6436B	q	420	106211	145.138636	2.89378494641496	0.000731789983199236	chr8q
DEL	chr8	6439C	p	281	121817	145.138636	1.93607992843477	0.000839314763851026	chr8p
DEL	chr8	6439C	q	466	137566	145.138636	3.21072329768898	0.000947824809377429	chr8q
DEL	chr8	6478A	p	321	241212	145.138636	2.21167849476	0.00166194203451106	chr8p
DEL	chr8	6478A	q	430	140115	145.138636	2.96268458799627	0.000965387328016504	chr8q
DEL	chr8	6483C	p	287	76998	145.138636	1.97741971338355	0.000530513460247759	chr8p
DEL	chr8	6483C	q	444	142219	145.138636	3.0591440862101	0.000979883812605211	chr8q
DEL	chr8	6500D	p	289	88514	145.138636	1.99119964169982	0.000609858287492794	chr8p
DEL	chr8	6500D	q	423	98255	145.138636	2.91445483888935	0.000676973428357147	chr8q
DEL	chr8	6605D	p	289	89970	145.138636	1.99119964169982	0.000619890075307033	chr8p
DEL	chr8	6605D	q	459	357585	145.138636	3.16249354858206	0.00246374783348522	chr8q
DEL	chr9	2436A	p	165	99182	138.394717	1.19224204201379	0.000716660304309159	chr9p
DEL	chr9	2436A	q	630	214666	138.394717	4.552196887689	0.00155111412236928	chr9q
DEL	chr9	3188	p	96	64442	138.394717	0.693668097171657	0.000465639161645166	chr9p
DEL	chr9	3188	q	609	262027	138.394717	4.4004569914327	0.00189333094268331	chr9q
DEL	chr9	3988	p	294	140155	138.394717	2.1243585475882	0.00101271929332389	chr9p
DEL	chr9	3988	q	367	128093	138.394717	2.65183532981248	0.000925562787198011	chr9q
DEL	chr9	6265D	p	82	53150	138.394717	0.592508166334124	0.00038404645171535	chr9p
DEL	chr9	6265D	q	1085	460994	138.394717	7.83989463990883	0.00333100865403699	chr9q
DEL	chr9	6266D	p	170	106262	138.394717	1.22837058874148	0.000767818326475569	chr9p
DEL	chr9	6266D	q	551	163166	138.394717	3.98136584939149	0.00117899009107407	chr9q
DEL	chr9	6269C	p	126	100561	138.394717	0.9104393775378	0.000726624557496657	chr9p
DEL	chr9	6269C	q	448	14369065	138.394717	3.23711778680107	0.103826687257144	chr9q
DEL	chr9	6277A	p	187	88551	138.394717	1.35120764761562	0.000639843788256744	chr9p
DEL	chr9	6277A	q	644	3323046	138.394717	4.65335681852653	0.024011364537853	chr9q
DEL	chr9	6285B	p	172	270459	138.394717	1.24282200743255	0.00195425812388489	chr9p
DEL	chr9	6285B	q	730	240054	138.394717	5.27476782224281	0.0017345604312338	chr9q
DEL	chr9	6298B	p	182	103059	138.394717	1.31507910088793	0.000744674379441811	chr9p
DEL	chr9	6298B	q	656	178961	138.394717	4.74006533067299	0.00129312017018684	chr9q
DEL	chr9	6314E	p	152	91679	138.394717	1.09830782052179	0.000662445807089587	chr9p
DEL	chr9	6314E	q	569	217177	138.394717	4.11142861761118	0.00156925787853593	chr9q
DEL	chr9	6324B	p	185	91619	138.394717	1.33675622892455	0.000662012264528855	chr9p
DEL	chr9	6324B	q	608	163516	138.394717	4.39323128208716	0.00118151908934501	chr9q
DEL	chr9	6365A	p	183	103753	138.394717	1.32230481023347	0.000749689021727614	chr9p
DEL	chr9	6365A	q	798	248916	138.394717	5.7661160577394	0.00179859466745396	chr9q
DEL	chr9	6414C	p	147	91924	138.394717	1.0621792737941	0.000664216105879244	chr9p
DEL	chr9	6414C	q	604	196806	138.394717	4.36432844470501	0.00142206295345797	chr9q
DEL	chr9	6423A	p	163	96912	138.394717	1.17779062332271	0.000700257944094788	chr9p
DEL	chr9	6423A	q	377	115671	138.394717	2.72409242326786	0.000835805025707737	chr9q
DEL	chr9	6436B	p	161	66104	138.394717	1.16333920463163	0.00047764829057745	chr9p
DEL	chr9	6436B	q	480	156149	138.394717	3.46834048585829	0.00112828728859643	chr9q
DEL	chr9	6439C	p	189	91378	138.394717	1.3656590663067	0.00066027086857658	chr9p
DEL	chr9	6439C	q	732	306892	138.394717	5.28921924093389	0.00221751239247088	chr9q
DEL	chr9	6478A	p	180	90287	138.394717	1.30062768219686	0.000652387619680598	chr9p
DEL	chr9	6478A	q	692	198685	138.394717	5.00019086711236	0.00143564006131824	chr9q
DEL	chr9	6483C	p	194	216867	138.394717	1.40178761303439	0.00156701790863881	chr9p
DEL	chr9	6483C	q	571	178466	138.394717	4.12588003630225	0.0012895434440608	chr9q
DEL	chr9	6500D	p	190	121026	138.394717	1.37288477565224	0.000874498699253094	chr9p
DEL	chr9	6500D	q	612	186809	138.394717	4.42213411946931	0.00134982753713063	chr9q
DEL	chr9	6605D	p	178	93889	138.394717	1.28617626350578	0.000678414624743226	chr9p
DEL	chr9	6605D	q	532	133502	138.394717	3.84407737182627	0.000964646649048027	chr9q
