Sample_ID	Patient_ID	Sample_Type	chrom	arm	arm_length	altered_bp	w_mean_seg	frac_altered	n_segments	ArmClass	ArmDir	ArmLabel
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr18	18p	17200000	17037693	0.24715099999999998	0.9905635465116279	1	Aneuploid	Gain	chr1818p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr18	18q	60877248	60806231	0.247151	0.9988334393828052	1	Aneuploid	Gain	chr1818q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr19	19p	26500000	21764114	0.4890901043948768	0.821287320754717	2	Aneuploid	Gain	chr1919p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr19	19q	32628983	25794397	0.22206933779502577	0.7905363461680678	7	Segmental	Gain	chr1919q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr2	2p	93300000	0	0	0	1	Neutral	Neutral	chr22p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr2	2q	149899373	0	0	0	4	Neutral	Neutral	chr22q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr20	20p	27500000	0	0	0	1	Neutral	Neutral	chr2020p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr20	20q	35525520	0	0	0	1	Neutral	Neutral	chr2020q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr21	21p	13200000	2294034	-0.365715	0.17379045454545455	1	Segmental	Loss	chr2121p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr21	21q	34929895	34885241	-0.365715	0.998721610815034	1	Aneuploid	Loss	chr2121q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr22	22q	36604566	34145905	-0.352582	0.9328318494474159	1	Aneuploid	Loss	chr2222q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr3	3p	91000000	0	0	0	1	Neutral	Neutral	chr33p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr3	3q	107022430	0	0	0	1	Neutral	Neutral	chr33q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr4	4p	50400000	50315379	0.24449899999999997	0.9983210119047619	1	Aneuploid	Gain	chr44p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr4	4q	140754276	140463195	0.244499	0.9979319917783528	1	Aneuploid	Gain	chr44q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr5	5p	48400000	48260578	0.263538	0.9971193801652892	1	Aneuploid	Gain	chr55p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr5	5q	132515260	132288814	0.263538	0.9982911703904893	1	Aneuploid	Gain	chr55q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr6	6p	61000000	60708461	-0.38716	0.9952206721311475	1	Aneuploid	Loss	chr66p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr6	6q	110115067	109893111	-0.38716	0.9979843267043556	1	Aneuploid	Loss	chr66q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr7	7p	59900000	59073115	0.5182581040672224	0.9861955759599332	2	Aneuploid	Gain	chr77p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr7	7q	99238663	99038463	0.502183	0.9979826411002736	1	Aneuploid	Gain	chr77q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr8	8p	45600000	45410105	-0.375511	0.9958356359649123	1	Aneuploid	Loss	chr88p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr8	8q	100764022	100680543	-0.3755110000000001	0.9991715396195678	1	Aneuploid	Loss	chr88q
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr9	9p	49000000	0	0	0	1	Neutral	Neutral	chr99p
GLSS-HF-3016-TP	GLSS-HF-3016	Primary	chr9	9q	92213431	0	0	0	1	Neutral	Neutral	chr99q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr1	1p	125000000	0	0	0	2	Neutral	Neutral	chr11p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr1	1q	124250621	0	0	0	1	Neutral	Neutral	chr11q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr10	10p	40200000	0	0	0	1	Neutral	Neutral	chr1010p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr10	10q	95334747	0	0	0	1	Neutral	Neutral	chr1010q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr11	11p	53700000	0	0	0	1	Neutral	Neutral	chr1111p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr11	11q	81306516	0	0	0	1	Neutral	Neutral	chr1111q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr12	12p	35800000	0	0	0	1	Neutral	Neutral	chr1212p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr12	12q	98051895	0	0	0	2	Neutral	Neutral	chr1212q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr13	13q	97269878	16005925	0.310289	0.16455171250446105	2	Segmental	Gain	chr1313q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr14	14q	89749540	0	0	0	1	Neutral	Neutral	chr1414q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr15	15q	83531392	0	0	0	1	Neutral	Neutral	chr1515q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr16	16p	36600000	0	0	0	1	Neutral	Neutral	chr1616p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr16	16q	53754753	0	0	0	1	Neutral	Neutral	chr1616q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr17	17p	24000000	9633317	-0.3071764874567089	0.40138820833333333	5	Segmental	Loss	chr1717p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr17	17q	57195210	2126899	-0.374564	0.03718666300901771	3	Segmental	Loss	chr1717q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr18	18p	17200000	0	0	0	1	Neutral	Neutral	chr1818p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr18	18q	60877248	0	0	0	1	Neutral	Neutral	chr1818q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr19	19p	26500000	0	0	0	1	Neutral	Neutral	chr1919p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr19	19q	32628983	0	0	0	2	Neutral	Neutral	chr1919q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr2	2p	93300000	0	0	0	1	Neutral	Neutral	chr22p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr2	2q	149899373	0	0	0	1	Neutral	Neutral	chr22q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr20	20p	27500000	0	0	0	1	Neutral	Neutral	chr2020p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr20	20q	35525520	0	0	0	1	Neutral	Neutral	chr2020q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr21	21q	34929895	0	0	0	1	Neutral	Neutral	chr2121q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr22	22q	36604566	0	0	0	1	Neutral	Neutral	chr2222q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr3	3p	91000000	0	0	0	1	Neutral	Neutral	chr33p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr3	3q	107022430	0	0	0	2	Neutral	Neutral	chr33q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr4	4p	50400000	0	0	0	1	Neutral	Neutral	chr44p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr4	4q	140754276	0	0	0	1	Neutral	Neutral	chr44q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr5	5p	48400000	0	0	0	1	Neutral	Neutral	chr55p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr5	5q	132515260	0	0	0	1	Neutral	Neutral	chr55q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr6	6p	61000000	0	0	0	1	Neutral	Neutral	chr66p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr6	6q	110115067	0	0	0	1	Neutral	Neutral	chr66q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr7	7p	59900000	59705319	0.242804	0.9967498998330551	1	Aneuploid	Gain	chr77p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr7	7q	99238663	99038463	0.242804	0.9979826411002736	1	Aneuploid	Gain	chr77q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr8	8p	45600000	0	0	0	1	Neutral	Neutral	chr88p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr8	8q	100764022	0	0	0	1	Neutral	Neutral	chr88q
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr9	9p	49000000	5232199	-0.5169050000000001	0.10677957142857143	3	Segmental	Loss	chr99p
GLSS-HF-3050-R1	GLSS-HF-3050	Recurrence	chr9	9q	92213431	0	0	0	1	Neutral	Neutral	chr99q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr1	1p	125000000	26333603	0.17363452037231666	0.210668824	21	Segmental	Gain	chr11p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr1	1q	124250621	57048249	0.19413963823622354	0.4591385422532415	17	Segmental	Gain	chr11q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr10	10p	40200000	38793866	-0.5382809267576735	0.9650215422885572	14	Aneuploid	Loss	chr1010p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr10	10q	95334747	86937747	-0.42574696681095264	0.9119208865158052	21	Aneuploid	Loss	chr1010q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr11	11p	53700000	6107238	0.10523481190056781	0.11372882681564246	6	Segmental	Gain	chr1111p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr11	11q	81306516	0	0	0	5	Neutral	Neutral	chr1111q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr12	12p	35800000	4443453	0.0062757503803911405	0.12411879888268157	6	Segmental	Gain	chr1212p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr12	12q	98051895	9009766	-0.28902917947158674	0.09188772945183772	12	Segmental	Loss	chr1212q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr13	13q	97269878	95044531	-0.4245202535912245	0.9771219307995842	3	Aneuploid	Loss	chr1313q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr14	14q	89749540	24833208	-0.27548194274718757	0.27669454350406697	9	Segmental	Loss	chr1414q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr15	15q	83531392	6754611	-0.26335362154415703	0.08086314424162834	9	Segmental	Loss	chr1515q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr16	16p	36600000	20451310	-0.27099031023763276	0.5587789617486338	4	Segmental	Loss	chr1616p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr16	16q	53754753	12919652	-0.2837619656792614	0.24034436545546028	5	Segmental	Loss	chr1616q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr17	17p	24000000	10374995	-0.4551418737274572	0.4322914583333333	10	Segmental	Loss	chr1717p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr17	17q	57195210	10489645	-0.2414798240473343	0.18340076030842442	13	Segmental	Loss	chr1717q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr18	18p	17200000	5376084	-0.294935	0.312563023255814	2	Segmental	Loss	chr1818p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr18	18q	60877248	4030157	-0.294935	0.06620136639553746	2	Segmental	Loss	chr1818q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr19	19p	26500000	5114508	-0.3315016736135714	0.19300030188679246	4	Segmental	Loss	chr1919p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr19	19q	32628983	1277504	-0.270529	0.039152430831203046	3	Segmental	Loss	chr1919q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr2	2p	93300000	8840993	-0.3115275485071643	0.09475876741693462	12	Segmental	Loss	chr22p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr2	2q	149899373	8592082	-0.14946732558267017	0.057318998926032864	10	Segmental	Loss	chr22q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr20	20p	27500000	0	0	0	3	Neutral	Neutral	chr2020p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr20	20q	35525520	0	0	0	5	Neutral	Neutral	chr2020q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr21	21q	34929895	0	0	0	2	Neutral	Neutral	chr2121q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr22	22q	36604566	1754914	-0.34166199999999997	0.04794248892337639	3	Segmental	Loss	chr2222q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr3	3p	91000000	14323151	0.17387371840365293	0.15739726373626373	10	Segmental	Gain	chr33p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr3	3q	107022430	6490653	-0.307866217168288	0.060647595088244584	7	Segmental	Loss	chr33q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr4	4p	50400000	1847622	-0.32526900000000003	0.036659166666666666	3	Segmental	Loss	chr44p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr4	4q	140754276	0	0	0	1	Neutral	Neutral	chr44q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr5	5p	48400000	16433789	0.262608	0.3395410950413223	3	Segmental	Gain	chr55p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr5	5q	132515260	65997403	0.1834100579135061	0.4980362488063639	14	Segmental	Gain	chr55q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr6	6p	61000000	20844651	0.41512350563633804	0.34171559016393444	6	Segmental	Gain	chr66p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr6	6q	110115067	25522769	0.2117574234229836	0.23178271325939437	5	Segmental	Gain	chr66q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr7	7p	59900000	52398446	0.5305896348310215	0.8747653756260434	5	Aneuploid	Gain	chr77p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr7	7q	99238663	80399351	0.4709846592157815	0.8101615697905966	8	Aneuploid	Gain	chr77q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr8	8p	45600000	0	0	0	2	Neutral	Neutral	chr88p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr8	8q	100764022	10182336	0.279146	0.10105130579245834	4	Segmental	Gain	chr88q
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr9	9p	49000000	48786492	0.3816590000000001	0.995642693877551	1	Aneuploid	Gain	chr99p
GLSS-HF-3050-TP	GLSS-HF-3050	Primary	chr9	9q	92213431	84667863	0.38298392542688836	0.9181727876495561	3	Aneuploid	Gain	chr99q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr1	1p	125000000	52783541	-0.41396516027314273	0.422268328	16	Segmental	Loss	chr11p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr1	1q	124250621	30862785	-0.5152945937763881	0.24839139435769902	6	Segmental	Loss	chr11q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr10	10p	40200000	38183813	0.22991799999999998	0.9498460945273632	1	Aneuploid	Gain	chr1010p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr10	10q	95334747	86210988	-0.6733107130637455	0.9042976534043773	17	Aneuploid	Loss	chr1010q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr11	11p	53700000	38518722	-0.5669597156480165	0.7172946368715084	14	Segmental	Loss	chr1111p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr11	11q	81306516	80557724	0.5320031706194306	0.9907905044166447	7	Aneuploid	Gain	chr1111q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr12	12p	35800000	35592680	0.21011999999999997	0.994208938547486	1	Aneuploid	Gain	chr1212p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr12	12q	98051895	73923884	0.21011999999999997	0.7539261122898236	2	Segmental	Gain	chr1212q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr13	13q	97269878	54132131	-1.1579748450641818	0.5565148441946232	7	Segmental	Loss	chr1313q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr14	14q	89749540	43196117	0.04025195916873735	0.4812962495406662	11	Segmental	Gain	chr1414q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr15	15q	83531392	41206864	-0.5122026682595647	0.4933099163485747	5	Segmental	Loss	chr1515q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr16	16p	36600000	0	0	0	1	Neutral	Neutral	chr1616p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr16	16q	53754753	32912091	-0.25209185454275757	0.6122638308839407	3	Segmental	Loss	chr1616q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr17	17p	24000000	8411114	-0.25185613742602936	0.3504630833333333	8	Segmental	Loss	chr1717p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr17	17q	57195210	7852798	-0.23045542945686368	0.13729817584374635	4	Segmental	Loss	chr1717q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr18	18p	17200000	17037693	-0.664553	0.9905635465116279	1	Aneuploid	Loss	chr1818p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr18	18q	60877248	57888882	-0.5714377890373146	0.9509116115104284	9	Aneuploid	Loss	chr1818q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr19	19p	26500000	0	0	0	1	Neutral	Neutral	chr1919p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr19	19q	32628983	1444713	-0.8112520000000001	0.044276985280233834	2	Segmental	Loss	chr1919q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr2	2p	93300000	4891057	0.265205	0.05242290460878885	4	Segmental	Gain	chr22p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr2	2q	149899373	149488375	0.26267713311210317	0.9972581739884929	3	Aneuploid	Gain	chr22q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr20	20p	27500000	27432650	0.20652600000000002	0.997550909090909	1	Aneuploid	Gain	chr2020p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr20	20q	35525520	35405953	0.20652600000000002	0.996634334979474	1	Aneuploid	Gain	chr2020q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr21	21p	13200000	0	0	0	1	Neutral	Neutral	chr2121p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr21	21q	34929895	29824185	-0.6799781249231118	0.8538297925029549	7	Aneuploid	Loss	chr2121q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr22	22q	36604566	7787990	-0.75332452530088	0.21276006933124136	4	Segmental	Loss	chr2222q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr3	3p	91000000	89169193	0.27132399999999995	0.9798812417582418	1	Aneuploid	Gain	chr33p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr3	3q	107022430	1963030	-0.6689510000000001	0.018342229755014906	3	Segmental	Loss	chr33q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr4	4p	50400000	50315379	0.26979200000000003	0.9983210119047619	1	Aneuploid	Gain	chr44p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr4	4q	140754276	140463195	0.26979200000000003	0.9979319917783528	1	Aneuploid	Gain	chr44q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr5	5p	48400000	4486510	-1.0261158648187567	0.09269648760330579	6	Segmental	Loss	chr55p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr5	5q	132515260	113231408	-0.5139880482297368	0.8544782540516466	22	Aneuploid	Loss	chr55q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr6	6p	61000000	49768264	0.23858999999999997	0.8158731803278688	2	Aneuploid	Gain	chr66p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr6	6q	110115067	64092709	-0.37411565962265686	0.5820521273442081	5	Segmental	Loss	chr66q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr7	7p	59900000	42704275	-0.5869358197402016	0.7129261268781302	12	Segmental	Loss	chr77p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr7	7q	99238663	21548890	-0.3308663786448397	0.21714208302060659	7	Segmental	Loss	chr77q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr8	8p	45600000	45410105	0.25157199999999996	0.9958356359649123	1	Aneuploid	Gain	chr88p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr8	8q	100764022	90358584	0.26445047163459307	0.8967345904473721	6	Aneuploid	Gain	chr88q
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr9	9p	49000000	34116269	-1.4556507778199017	0.6962503877551021	6	Segmental	Loss	chr99p
GLSS-HF-3081-R2	GLSS-HF-3081	Recurrence	chr9	9q	92213431	31268797	0.2432188481976777	0.33909156899280757	7	Segmental	Gain	chr99q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr1	1p	125000000	49787449	-0.313416231555487	0.398299592	12	Segmental	Loss	chr11p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr1	1q	124250621	11496059	-0.21167600000000003	0.09252315125249957	2	Segmental	Loss	chr11q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr10	10p	40200000	38183813	0.21652800000000003	0.9498460945273632	1	Aneuploid	Gain	chr1010p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr10	10q	95334747	88797119	-0.6551262035096769	0.9314244994010421	23	Aneuploid	Loss	chr1010q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr11	11p	53700000	38124504	-0.5517189189943822	0.7099535195530726	14	Segmental	Loss	chr1111p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr11	11q	81306516	80512172	0.4680940799997545	0.9902302541164105	4	Aneuploid	Gain	chr1111q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr12	12p	35800000	0	0	0	1	Neutral	Neutral	chr1212p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr12	12q	98051895	0	0	0	2	Neutral	Neutral	chr1212q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr13	13q	97269878	54125410	-1.1769020073438334	0.5564457477781559	7	Segmental	Loss	chr1313q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr14	14q	89749540	18480269	-0.20796878654401624	0.20590934505068215	8	Segmental	Loss	chr1414q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr15	15q	83531392	24894727	-0.2540158903534471	0.298028398712666	4	Segmental	Loss	chr1515q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr16	16p	36600000	0	0	0	1	Neutral	Neutral	chr1616p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr16	16q	53754753	33934262	-0.2650376773456868	0.6312792842709183	4	Segmental	Loss	chr1616q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr17	17p	24000000	3299205	-0.25735611918992607	0.137466875	8	Segmental	Loss	chr1717p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr17	17q	57195210	8445529	-0.203035	0.14766147374928776	2	Segmental	Loss	chr1717q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr18	18p	17200000	17025206	-0.6616754434624755	0.9898375581395349	4	Aneuploid	Loss	chr1818p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr18	18q	60877248	57872260	-0.6155361499842585	0.9506385702586293	9	Aneuploid	Loss	chr1818q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr19	19p	26500000	0	0	0	1	Neutral	Neutral	chr1919p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr19	19q	32628983	1153552	-0.703205	0.03535359958966542	2	Segmental	Loss	chr1919q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr2	2p	93300000	4272200	0.247877	0.045789924973204714	4	Segmental	Gain	chr22p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr2	2q	149899373	149516426	0.247877	0.9974453061921746	1	Aneuploid	Gain	chr22q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr20	20p	27500000	0	0	0	1	Neutral	Neutral	chr2020p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr20	20q	35525520	0	0	0	1	Neutral	Neutral	chr2020q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr21	21p	13200000	0	0	0	1	Neutral	Neutral	chr2121p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr21	21q	34929895	27115105	-0.6445830677841742	0.7762721588484591	3	Segmental	Loss	chr2121q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr22	22q	36604566	30287923	-0.33599080688484323	0.8274356537924804	4	Aneuploid	Loss	chr2222q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr3	3p	91000000	89169193	0.238436	0.9798812417582418	1	Aneuploid	Gain	chr33p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr3	3q	107022430	0	0	0	2	Neutral	Neutral	chr33q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr4	4p	50400000	0	0	0	1	Neutral	Neutral	chr44p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr4	4q	140754276	0	0	0	1	Neutral	Neutral	chr44q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr5	5p	48400000	5833229	-1.0991603286509068	0.12052126033057851	6	Segmental	Loss	chr55p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr5	5q	132515260	92530488	-0.7840807667051426	0.6982628868554459	26	Segmental	Loss	chr55q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr6	6p	61000000	56743450	0.2089800046953261	0.9302204918032787	2	Aneuploid	Gain	chr66p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr6	6q	110115067	63675637	-0.323385461624797	0.5782645257801097	6	Segmental	Loss	chr66q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr7	7p	59900000	43125694	-0.5147013108920403	0.7199615025041736	13	Segmental	Loss	chr77p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr7	7q	99238663	21652088	0.06267338949684664	0.21818198014215487	8	Segmental	Gain	chr77q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr8	8p	45600000	45410105	0.232341	0.9958356359649123	1	Aneuploid	Gain	chr88p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr8	8q	100764022	99472978	0.256365575963052	0.9871874506954477	3	Aneuploid	Gain	chr88q
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr9	9p	49000000	35955670	-1.1610000991820484	0.7337891836734693	6	Segmental	Loss	chr99p
GLSS-HF-3081-TP	GLSS-HF-3081	Primary	chr9	9q	92213431	59418082	0.21220265091586094	0.6443538794256555	4	Segmental	Gain	chr99q
GLSS-HF-3118-R1	GLSS-HF-3118	Recurrence	chr1	1p	125000000	64334781	0.15591501520381332	0.514678248	32	Segmental	Gain	chr11p
GLSS-HF-3118-R1	GLSS-HF-3118	Recurrence	chr1	1q	124250621	63953639	0.2065552914851022	0.5147148439604177	20	Segmental	Gain	chr11q
GLSS-HF-3118-R1	GLSS-HF-3118	Recurrence	chr10	10p	40200000	14981619	0.20178375170747564	0.3726770895522388	6	Segmental	Gain	chr1010p
